siteID	numCs1	numCs2	numCs3	numCs4	numCs5	numCs6	numCs7	numCs8	numCs9	numCs10	numCs11	numCs12	numCs13	numCs14	numCs15	numCs16	numCs17	numCs18
Contig19114_7935	22	20	25	23	15	9	22	20	23	47	52	19	33	36	50	40	28	21
Contig19114_7965	15	13	19	20	7	7	17	13	16	23	34	15	30	33	40	37	24	11
Contig19114_7994	19	9	18	22	12	11	15	12	22	35	36	13	34	23	19	31	25	13
Contig19114_40529	16	18	21	21	13	13	25	27	22	28	50	17	39	50	48	52	27	20
Contig19114_40531	20	17	23	22	20	11	25	28	24	37	54	18	39	47	50	44	28	21
Contig19114_40569	16	17	21	16	13	14	23	16	22	38	43	12	28	35	49	41	19	19
Contig19114_40644	0	8	10	9	6	5	7	0	9	24	33	15	24	34	29	28	12	13
Contig191158_669	0	5	4	3	7	0	3	6	0	1	0	3	0	10	11	0	10	8
Contig19126_3842	16	10	19	8	13	11	13	11	19	14	18	8	12	18	19	14	9	16
Contig191352_6074	11	10	16	13	4	7	17	16	14	15	19	6	11	23	18	22	16	9
Contig19140_7341	28	22	10	25	18	33	23	30	48	34	7	16	39	25	20	24	28	35
Contig19140_7375	22	12	8	18	14	15	10	11	17	20	3	11	18	18	12	10	18	17
Contig19140_7580	17	12	7	19	13	16	19	24	15	19	14	6	19	19	22	22	21	19
Contig19140_7601	10	7	10	11	9	10	11	14	14	13	15	2	16	21	20	19	18	12
Contig19140_7910	10	9	9	11	6	10	10	10	10	16	12	2	18	16	20	23	12	8
Contig19140_8051	33	8	22	26	17	28	26	25	29	32	39	4	46	45	45	63	35	35
Contig19140_8088	16	10	15	15	12	19	13	20	21	25	29	8	26	36	33	44	31	14
Contig19140_8102	29	16	22	27	22	29	29	30	38	45	50	14	47	43	55	65	48	31
Contig19140_8112	25	10	17	20	16	18	21	20	24	28	33	10	32	36	35	39	32	22
Contig19140_8342	16	11	14	23	17	21	19	12	23	17	9	8	15	14	16	18	22	17
Contig19140_8513	23	13	21	24	27	30	25	23	42	40	11	22	38	32	22	28	36	43
Contig19140_8545	19	12	13	20	21	24	13	20	31	26	4	13	32	24	12	19	27	41
Contig19140_8695	23	14	14	14	13	20	27	20	37	30	5	17	36	38	21	24	31	43
Contig19140_9983	22	15	9	20	18	35	29	19	32	15	4	12	19	13	13	15	17	30
Contig19140_10090	12	5	5	12	13	9	12	8	20	16	3	12	13	18	21	10	4	21
Contig19140_10268	28	12	10	14	17	30	28	21	34	21	7	19	34	30	30	28	23	30
Contig19140_10282	27	15	8	17	18	24	23	21	28	28	4	9	29	33	28	21	21	29
Contig19140_10317	17	6	14	13	16	27	23	30	39	35	12	17	32	30	28	25	24	33
Contig19140_10449	14	6	15	21	14	15	18	13	23	28	5	11	22	28	13	18	22	29
Contig191637_2526	21	21	20	18	9	13	19	16	18	15	11	17	17	22	26	11	15	23
Contig191637_2534	19	17	22	18	18	11	22	19	24	21	9	20	17	17	23	11	25	21
Contig191637_2761	16	7	16	21	16	14	22	19	25	8	8	24	23	31	23	17	13	25
Contig191637_2772	12	9	15	16	11	13	23	13	19	14	6	17	19	22	19	12	12	18
Contig191637_2887	16	16	16	23	20	12	16	15	19	15	12	15	18	21	23	20	28	29
Contig19169_8146	24	15	22	12	23	11	18	14	16	30	22	11	24	31	28	26	29	20
Contig19169_8155	27	20	28	18	24	13	20	16	17	32	27	17	34	39	26	31	30	24
Contig19169_8189	13	5	14	18	14	11	21	13	16	17	21	19	36	36	36	29	20	17
Contig19169_8200	15	8	19	23	15	10	21	21	16	14	27	17	44	42	42	35	25	16
Contig1917_6943	16	12	10	16	12	12	12	11	16	17	22	8	20	12	27	23	20	16
Contig1917_7168	10	10	12	11	11	9	11	15	14	20	14	15	18	20	20	21	16	18
Contig1917_7173	8	9	12	6	9	12	11	9	9	14	12	12	13	14	18	17	13	17
Contig1917_7180	10	11	11	12	12	15	13	7	12	18	9	12	15	12	14	13	12	19
Contig19176_11627	10	9	13	18	12	4	16	13	19	15	25	12	22	23	15	23	9	19
Contig191774_774	16	10	16	9	12	12	13	16	14	13	18	10	21	22	16	27	16	14
Contig191774_920	32	27	33	39	32	27	36	34	31	34	38	34	35	43	45	36	33	34
Contig191774_933	33	25	30	34	33	20	36	36	36	29	40	39	40	48	45	41	37	35
Contig1918_8497	12	11	12	15	13	9	12	15	17	16	20	4	14	18	25	22	19	4
Contig19180_1988	13	16	16	20	20	9	21	18	24	22	12	22	27	32	27	23	22	31
Contig19180_1999	17	22	18	16	17	8	24	20	21	26	14	24	30	38	30	24	16	39
Contig19180_12018	24	17	17	18	10	16	23	27	25	47	33	23	33	39	34	37	29	33
Contig19180_12033	21	21	20	21	12	17	22	24	18	36	41	17	28	23	43	48	31	19
Contig19180_12059	32	18	19	22	11	15	27	21	20	39	47	22	35	42	43	39	38	28
Contig19180_12068	35	21	25	26	13	10	28	25	21	39	52	24	44	49	45	45	36	35
Contig19180_12086	31	26	24	33	22	13	36	20	21	47	64	21	45	55	54	49	36	43
Contig19180_12090	25	19	22	29	16	10	30	21	12	33	55	17	38	45	43	41	23	27
Contig19180_12093	24	19	23	26	11	16	28	17	15	32	49	14	35	41	50	38	25	33
Contig19180_12098	26	23	27	26	15	12	33	22	17	48	62	22	45	47	55	46	29	33
Contig19180_12102	26	20	29	31	15	15	35	22	25	45	63	22	49	49	55	45	34	37
Contig19180_12154	18	13	20	25	7	13	26	16	24	42	49	17	33	52	41	48	25	32
Contig19180_12174	27	17	25	18	10	14	22	18	22	50	45	20	30	41	41	30	23	26
Contig19180_12216	21	17	20	21	14	13	17	19	18	34	40	16	34	27	33	35	23	19
Contig19180_13153	21	14	16	14	15	4	18	23	11	29	32	22	27	33	27	34	19	39
Contig19180_14279	10	12	14	9	6	12	13	9	14	15	6	13	17	10	13	9	7	15
Contig19180_14768	12	17	17	13	5	11	19	15	16	13	21	16	18	34	36	17	17	23
Contig19180_14771	14	14	14	16	6	11	18	15	10	9	13	16	18	32	35	16	14	16
Contig19180_14788	21	17	20	18	7	5	21	20	19	20	11	19	37	41	31	20	14	22
Contig19180_14851	10	0	7	0	0	0	0	0	21	15	0	7	1	22	36	0	13	0
Contig19180_14878	22	23	22	26	15	19	26	30	30	44	32	23	33	36	34	31	33	29
Contig19180_15955	8	8	17	15	3	4	4	14	8	15	0	3	13	23	21	0	16	19
Contig19180_16003	21	19	16	21	20	9	22	12	10	32	17	19	44	39	27	23	26	36
Contig19180_18014	16	10	8	18	10	18	22	15	12	15	6	17	22	29	16	14	22	23
Contig19180_18026	19	16	11	20	13	18	17	16	12	20	9	18	16	27	17	11	20	32
Contig19180_18083	12	4	14	9	5	5	8	13	8	16	6	16	18	18	10	5	9	16
Contig19180_19927	12	13	9	15	12	7	14	14	13	16	5	11	19	20	13	7	19	21
Contig19180_20184	18	16	12	17	15	11	11	11	19	18	4	14	21	19	8	8	12	19
Contig19180_21166	18	13	23	21	19	20	15	16	26	28	18	32	23	24	10	18	15	28
Contig19180_21653	21	16	15	19	11	15	22	15	21	38	35	18	38	31	35	23	31	26
Contig19180_21670	25	20	18	23	13	15	26	19	23	31	40	19	42	35	42	37	33	22
Contig19180_21677	22	17	18	20	15	10	24	24	21	27	39	14	32	29	43	46	32	18
Contig19180_21685	23	15	14	19	12	8	18	18	24	28	36	18	38	46	34	44	18	26
Contig19180_21690	25	21	16	23	11	3	18	18	18	27	34	25	43	39	34	40	19	25
Contig19180_21712	12	15	20	27	14	8	18	13	18	35	34	23	37	40	38	35	20	23
Contig19180_21730	13	16	21	21	10	7	20	13	18	28	40	19	39	46	31	30	22	27
Contig19180_22535	15	11	14	16	9	13	16	15	22	23	14	19	29	37	22	24	13	33
Contig19180_22548	15	11	9	12	7	10	18	15	17	22	17	21	26	25	17	18	11	26
Contig19180_22603	18	9	19	20	15	8	24	28	20	35	24	8	36	37	31	24	24	31
Contig19180_22636	13	11	16	19	12	13	20	14	18	29	29	21	38	46	40	31	20	34
Contig19180_22649	20	9	16	17	13	9	20	18	19	28	30	13	35	26	35	34	21	29
Contig19180_22656	23	14	21	26	19	12	33	21	21	35	39	24	46	49	43	37	30	37
Contig19180_22678	21	5	16	23	11	12	19	23	11	38	29	12	41	40	38	18	15	24
Contig19180_22688	14	11	16	19	8	12	16	21	11	42	33	11	42	47	33	22	17	24
Contig19180_22692	16	8	15	22	10	15	14	22	14	43	31	14	44	41	31	26	21	21
Contig19180_22708	15	8	13	21	9	15	19	16	20	26	17	12	33	33	34	30	18	24
Contig19180_22726	20	15	22	21	16	21	13	19	24	43	29	20	39	41	36	37	28	27
Contig19180_22730	17	17	22	20	15	17	21	19	20	46	30	21	38	40	40	36	30	31
Contig19180_22741	21	17	20	19	11	15	12	15	16	44	24	17	37	38	33	25	25	32
Contig19180_23425	20	19	18	19	15	12	26	20	19	18	12	19	25	23	20	25	31	26
Contig19180_23428	21	20	23	20	17	17	23	22	19	21	11	13	27	28	25	21	27	29
Contig19180_23441	30	18	27	30	20	21	29	23	29	33	10	25	43	38	28	29	29	38
Contig19180_23481	26	11	17	22	11	17	21	25	23	21	8	20	41	26	18	22	25	35
Contig19180_24505	18	21	18	21	21	13	26	16	19	31	17	21	37	39	31	26	28	32
Contig19180_24526	19	21	19	16	17	7	18	12	10	9	2	14	13	37	21	0	19	19
Contig19180_24529	18	11	18	9	17	7	19	14	11	17	11	17	14	34	24	15	14	15
Contig19180_25077	16	16	17	14	15	12	16	20	23	22	14	24	32	31	24	25	18	36
Contig19180_32961	15	21	19	13	10	16	19	16	19	30	14	24	37	34	24	29	21	32
Contig19180_33051	18	20	15	19	11	13	21	18	16	29	11	19	38	35	25	19	9	28
Contig19180_33115	16	14	12	12	9	13	14	14	22	30	10	21	22	41	28	15	9	28
Contig19180_33120	18	11	14	12	11	13	19	17	21	27	13	25	23	40	29	20	12	35
Contig19180_33687	13	14	14	18	13	12	18	10	18	22	10	31	28	34	18	27	17	24
Contig19180_33695	16	16	10	19	11	13	20	16	19	20	12	27	29	31	23	29	18	28
Contig19180_33707	22	25	18	20	17	13	28	21	23	29	14	29	36	38	28	30	22	34
Contig19180_33720	18	17	10	20	12	8	22	13	24	30	9	26	32	27	17	20	17	29
Contig191816_2463	20	14	20	19	11	13	22	25	18	22	27	14	30	20	24	28	23	23
Contig191816_13215	17	15	15	21	16	15	15	20	17	16	24	13	17	23	20	17	21	13
Contig191852_697	16	12	17	11	15	8	12	16	23	24	13	8	21	25	19	20	19	16
Contig191852_829	18	15	17	17	13	12	17	15	26	17	17	16	23	28	24	25	21	11
Contig191852_834	17	12	20	18	11	14	14	12	26	23	18	17	25	28	25	29	24	13
Contig19193_6755	18	23	15	28	19	17	22	16	23	10	2	28	22	26	25	23	23	28
Contig19198_1243	18	13	13	25	12	12	20	20	15	20	32	19	26	20	29	32	19	18
Contig19198_1250	20	16	14	25	11	14	24	18	13	20	28	15	27	24	32	27	15	16
Contig19198_1265	8	9	8	17	5	10	17	15	10	11	15	7	15	22	13	19	10	12
Contig192_9109	9	11	14	14	9	11	14	15	17	14	18	18	18	16	18	17	16	12
Contig192_10262	13	13	15	14	12	19	13	13	14	6	5	23	13	12	11	9	9	22
Contig1920_18589	17	15	19	29	18	10	22	20	24	42	22	20	35	36	32	32	31	21
Contig19201_6545	16	28	25	28	21	15	29	13	18	32	41	22	28	39	40	42	39	24
Contig19201_6556	29	27	32	34	28	19	36	19	24	47	54	26	47	50	59	55	44	30
Contig19203_2584	39	35	46	42	37	37	45	38	44	60	46	39	54	53	59	54	48	39
Contig19203_2591	39	33	40	37	33	34	41	34	40	52	40	31	45	46	56	42	40	31
Contig19203_2638	16	12	15	16	8	13	15	20	15	13	12	16	20	22	25	25	15	14
Contig19203_2920	18	8	20	19	11	12	20	13	9	21	15	15	19	20	18	20	19	19
Contig19203_3287	13	10	9	11	9	9	11	8	13	12	6	4	13	16	16	12	11	9
Contig19203_3428	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Contig19203_3434	21	19	22	16	18	21	15	21	21	28	16	31	26	17	13	19	22	24
Contig19203_3471	15	16	21	12	15	22	17	13	21	34	20	20	28	24	6	9	21	34
Contig19203_3809	16	14	16	15	10	17	11	10	18	15	5	14	13	6	9	9	15	15
Contig19203_3908	25	22	21	21	17	21	16	22	33	21	14	17	27	26	27	28	25	30
Contig19203_4013	17	12	10	9	10	10	12	15	14	15	7	13	20	19	16	19	14	17
Contig19214_2626	14	12	8	12	10	6	12	17	17	15	9	12	18	14	23	12	11	16
Contig19214_52571	16	12	12	20	4	10	11	13	13	25	22	14	20	24	19	24	18	16
Contig19214_55114	17	8	12	10	7	10	10	8	10	32	20	5	23	20	24	17	26	11
Contig19214_55197	36	27	30	26	18	19	35	30	31	47	52	29	47	49	46	55	38	31
Contig19214_55201	37	25	34	29	17	22	36	30	32	52	50	27	48	46	47	54	47	38
Contig19214_55243	29	25	31	32	21	21	39	28	31	37	58	22	42	49	51	54	35	27
Contig19214_55256	31	23	32	33	27	21	36	38	30	36	64	26	46	56	56	59	37	32
Contig19214_55267	22	16	18	24	20	15	28	26	19	33	47	16	40	48	47	52	14	23
Contig19214_55272	17	15	15	25	18	14	24	20	18	36	45	16	38	47	39	46	23	20
Contig19214_55276	20	14	17	23	17	12	26	25	17	34	39	18	34	46	37	43	28	25
Contig19214_81965	8	12	10	13	11	10	10	11	7	16	18	8	16	15	17	18	18	8
Contig1922_1815	9	4	7	5	5	9	10	10	8	5	9	11	15	12	13	12	9	10
Contig1922_1956	14	9	11	22	6	3	14	11	11	10	21	11	17	23	19	19	21	14
Contig1922_1959	16	5	11	16	9	4	13	12	13	14	19	8	18	20	25	22	16	12
Contig1922_2005	18	17	20	14	11	9	23	10	19	17	35	21	32	39	36	36	28	19
Contig1922_2040	9	13	15	19	13	3	14	12	12	14	22	10	22	17	21	23	17	13
Contig1922_2047	9	3	8	9	8	5	1	10	5	7	14	4	7	11	12	9	10	9
Contig1922_2103	14	9	17	15	9	6	12	14	11	20	20	9	21	24	22	25	17	20
Contig1922_2124	13	13	16	18	14	8	11	19	18	25	33	9	26	34	31	21	22	15
Contig1922_5723	30	23	25	27	21	21	31	21	22	39	43	27	34	29	35	40	33	26
Contig1922_5729	34	26	28	37	27	28	37	28	25	33	42	22	36	34	41	36	29	29
Contig1922_5738	47	41	47	44	40	36	49	38	42	54	65	35	50	58	59	58	43	40
Contig1922_5759	14	11	19	20	22	6	23	13	16	26	37	9	26	27	37	33	22	15
Contig1922_5779	15	21	22	27	18	2	21	11	21	37	37	15	31	38	39	40	23	23
Contig1922_5788	13	14	22	19	10	2	15	9	16	30	30	12	27	35	38	33	28	16
Contig1922_5871	15	20	6	12	6	12	9	26	24	36	15	11	12	22	19	25	31	21
Contig19223_1079	13	9	13	22	12	14	18	16	15	22	24	9	22	21	37	18	16	16
Contig19223_1124	19	14	22	19	11	14	24	14	16	32	37	17	27	30	35	36	28	25
Contig19223_1131	22	14	17	20	14	15	20	18	15	30	33	14	29	24	31	29	24	20
Contig19223_1168	19	16	14	17	12	7	20	20	20	27	39	13	28	33	41	32	27	18
Contig19223_1175	21	15	14	17	10	9	23	17	15	25	43	15	23	34	35	29	28	15
Contig19223_1178	16	13	15	18	9	9	22	13	11	21	37	8	21	33	37	25	21	11
Contig19223_3562	19	22	17	16	15	10	21	19	25	32	35	12	36	30	48	30	25	23
Contig19223_3575	28	20	20	24	15	12	33	27	33	47	42	26	45	45	54	42	35	31
Contig19223_3594	21	11	8	18	19	8	24	17	20	27	31	12	39	34	41	37	30	28
Contig19223_3620	11	12	8	13	11	6	18	16	12	23	33	9	27	26	35	22	17	19
Contig19223_3626	19	17	13	23	17	11	18	22	19	35	37	15	36	33	46	41	21	24
Contig19223_3635	18	22	15	26	11	14	26	23	21	46	38	10	31	36	50	34	25	23
Contig19223_3644	18	19	9	33	10	9	23	18	16	42	31	11	25	29	46	25	16	16
Contig19223_5381	16	21	31	19	18	15	26	19	18	41	38	17	34	30	49	39	34	26
Contig19223_5395	16	13	22	21	18	17	20	15	18	35	37	12	31	32	43	32	35	22
Contig19223_5404	18	13	26	28	18	15	25	17	19	37	38	16	34	31	38	43	38	28
Contig19223_5481	18	7	17	14	15	6	20	16	13	30	31	11	27	26	25	21	22	25
Contig19223_5522	15	15	12	10	12	9	13	15	11	16	30	11	26	27	28	18	20	17
Contig19223_5926	13	13	12	15	15	11	11	14	9	9	2	12	12	13	16	9	18	17
Contig19223_5929	13	10	11	11	11	10	13	16	14	10	4	12	13	16	12	7	20	18
Contig19223_9912	18	12	14	23	5	8	20	10	12	34	34	16	32	29	39	25	22	21
Contig19223_9914	16	20	17	22	10	10	22	22	15	36	32	15	35	28	37	28	23	24
Contig19224_565	15	13	13	21	16	11	14	14	21	11	12	11	16	19	20	20	12	12
Contig19230_27455	12	18	17	17	15	10	26	15	20	11	7	19	21	20	18	11	10	20
Contig19230_31109	16	18	21	15	7	12	17	17	20	25	36	16	34	29	31	48	25	25
Contig19230_31143	22	16	16	17	8	9	29	16	21	32	32	14	35	34	29	40	24	19
Contig19230_31153	21	20	18	25	14	13	30	21	24	37	37	18	35	22	27	42	32	20
Contig19230_31157	24	16	20	23	13	12	27	22	27	35	38	19	32	31	34	46	32	20
Contig19230_31167	21	15	25	29	17	17	33	22	29	34	38	22	43	34	37	50	36	21
Contig19230_31192	15	8	16	26	14	10	22	17	22	28	36	20	29	30	30	32	24	14
Contig19230_31203	15	10	16	20	14	15	19	15	23	31	34	18	26	33	36	30	25	16
Contig19230_31233	18	21	18	17	9	10	17	12	19	25	32	13	25	31	33	40	22	21
Contig19230_31254	16	16	14	19	11	18	22	17	22	32	38	21	13	19	32	22	24	14
Contig19230_31598	18	20	15	20	17	15	22	16	21	32	36	19	34	36	35	48	26	26
Contig19230_31605	19	17	17	18	18	18	24	20	20	30	31	16	34	30	31	48	26	23
Contig19230_31620	17	9	23	22	16	15	20	27	16	40	34	14	38	32	34	43	32	24
Contig19230_31645	24	6	13	21	13	13	15	34	13	36	34	17	32	24	33	35	18	26
Contig19230_31660	21	8	13	19	11	11	13	31	0	41	37	15	36	17	27	42	30	31
Contig192358_445	12	16	17	16	10	7	10	16	17	20	27	13	20	31	17	40	15	22
Contig192358_467	12	9	18	9	12	13	19	15	15	14	33	11	27	24	29	20	18	15
Contig192358_469	11	10	17	15	11	11	19	18	17	12	25	10	26	24	23	25	12	15
Contig192358_471	17	9	16	11	13	12	22	18	18	13	37	9	28	25	34	23	20	18
Contig192358_484	18	14	23	19	9	14	18	12	19	22	49	11	32	31	46	33	29	19
Contig192358_515	17	0	0	0	13	12	3	15	13	10	18	8	12	0	18	0	15	9
Contig192358_517	20	9	15	13	15	12	11	16	15	15	38	10	29	24	27	23	23	15
Contig192358_521	19	7	16	14	16	13	13	12	9	11	35	8	31	28	17	23	24	17
Contig192358_529	14	7	20	16	9	11	18	16	12	24	39	9	35	34	35	28	29	20
Contig192358_539	4	1	5	6	5	0	16	7	0	0	0	4	0	0	16	0	19	14
Contig192358_638	15	19	22	27	1	5	13	10	20	45	69	15	38	34	55	51	34	25
Contig192358_1461	18	14	18	21	14	15	20	17	16	35	42	13	21	24	26	21	23	16
Contig192358_1514	18	12	17	23	7	14	24	22	24	38	41	13	28	37	43	42	37	21
Contig192358_1518	20	14	18	24	6	14	19	20	23	35	41	12	36	32	38	40	37	21
Contig192362_947	27	15	22	28	19	16	31	24	19	38	45	17	37	36	43	50	27	27
Contig192362_951	27	18	21	27	15	13	23	19	16	30	37	13	32	36	38	46	26	22
Contig192362_968	15	17	20	22	12	15	26	22	18	25	43	14	38	36	42	42	28	22
Contig192362_980	24	24	19	23	13	9	25	25	11	16	27	13	22	45	29	24	37	24
Contig192362_987	28	29	26	28	18	15	35	28	32	46	52	22	55	53	62	54	46	33
Contig192362_992	34	30	26	31	21	16	36	29	40	51	57	24	52	51	63	52	42	39
Contig192362_1007	28	22	22	22	17	14	27	23	25	52	39	20	42	43	52	52	30	29
Contig192362_1039	25	16	19	24	17	16	26	24	27	55	45	19	36	29	42	44	35	35
Contig192362_1043	21	15	20	27	17	14	24	22	24	57	43	23	35	31	40	41	35	36
Contig192362_1089	21	19	32	16	15	13	27	28	37	42	39	16	41	39	37	48	38	36
Contig192362_1186	23	21	27	24	16	21	34	18	26	29	31	23	35	28	38	33	23	35
Contig19237_11740	23	20	20	19	16	11	25	21	23	19	18	15	26	29	25	24	20	19
Contig19237_11747	22	20	23	19	15	11	21	19	21	19	22	16	27	30	22	26	19	20
Contig19237_11750	20	20	25	19	11	12	21	16	22	19	22	18	22	29	22	29	20	17
Contig19237_12607	18	20	24	17	12	19	22	16	16	21	28	14	18	22	24	22	23	13
Contig19239_2973	14	10	15	18	14	9	23	17	21	20	9	17	17	16	20	14	10	14
Contig19239_3042	14	19	14	17	18	11	16	16	26	17	10	16	21	26	28	25	24	12
Contig19239_3045	13	18	14	18	18	15	18	17	24	13	12	12	22	27	28	25	24	9
Contig19239_3077	18	15	18	18	10	11	15	12	18	22	12	17	25	34	32	26	26	23
Contig19239_3093	19	16	20	16	12	13	18	16	17	21	13	15	23	27	30	29	22	15
Contig19239_3096	17	16	16	14	11	15	16	14	14	23	11	16	21	21	26	24	22	13
Contig19239_3135	11	11	13	8	10	6	11	10	11	12	5	6	15	11	25	20	16	10
Contig19239_3177	20	14	18	21	14	21	27	22	20	31	9	12	26	31	27	26	19	22
Contig192435_139	22	18	22	19	8	15	19	13	18	31	58	14	32	39	42	49	35	20
Contig192435_142	23	23	24	16	10	18	22	13	21	32	58	15	34	41	46	50	34	23
Contig192435_165	17	19	22	25	10	17	20	24	23	37	54	21	35	37	48	45	41	25
Contig192435_186	22	12	25	19	15	16	23	25	23	50	52	13	44	40	56	50	35	21
Contig192435_189	23	11	24	19	11	13	22	22	23	45	54	15	39	36	53	49	38	23
Contig192435_217	23	20	24	27	10	17	30	19	16	50	58	16	43	33	53	47	39	14
Contig192435_225	24	23	25	30	17	18	32	24	22	58	59	20	38	39	54	51	46	18
Contig192435_234	30	21	29	33	21	17	28	29	28	50	60	16	47	43	62	50	46	22
Contig192446_3215	10	10	12	12	5	6	13	10	11	10	5	6	16	10	15	8	17	5
Contig192446_3222	17	11	14	11	7	9	18	13	10	14	13	9	25	11	18	12	21	18
Contig19248_16799	13	13	10	12	6	10	12	13	14	11	8	11	15	14	13	10	11	9
Contig192518_506	13	14	7	19	12	7	15	11	17	20	16	4	23	20	25	18	17	10
Contig19267_18208	24	26	17	24	17	15	26	21	26	19	10	22	33	36	31	23	33	21
Contig19267_18212	26	24	14	22	21	14	26	23	23	25	7	19	31	32	34	23	28	24
Contig19267_34649	16	13	18	13	12	9	15	20	15	21	31	10	26	32	28	31	15	9
Contig19267_36044	18	14	18	23	16	11	24	16	29	33	43	13	31	37	49	45	36	24
Contig19267_36048	24	17	19	22	12	14	28	17	26	37	42	14	29	38	42	43	37	18
Contig19267_36067	26	22	23	24	22	13	27	21	31	39	44	21	42	41	43	50	36	27
Contig19267_36087	32	29	23	29	24	16	30	26	25	45	50	32	46	45	54	49	47	34
Contig19267_56975	16	13	19	14	11	11	14	18	11	24	36	20	27	35	25	28	19	12
Contig19267_56980	15	14	17	13	9	7	11	16	15	27	26	13	19	27	23	26	22	18
Contig19272_785	19	14	16	17	10	11	18	20	16	10	11	12	21	17	23	17	18	27
Contig19272_788	20	15	15	19	12	15	22	20	16	11	14	15	22	21	19	19	21	29
Contig19272_794	18	11	15	14	12	11	20	19	20	9	13	12	24	19	19	17	14	26
Contig192720_72	17	19	15	17	11	7	20	16	11	9	14	17	11	28	19	20	10	11
Contig19277_3552	14	20	16	30	17	17	29	14	16	37	15	25	38	44	37	36	32	32
Contig19277_3557	22	19	20	27	15	16	28	21	23	35	19	23	37	43	30	37	30	30
Contig19277_3569	17	18	16	27	16	20	25	25	29	38	16	21	36	36	32	38	33	34
Contig19277_3596	17	18	16	22	14	8	18	19	21	17	16	19	35	33	28	37	34	26
Contig19277_3675	5	18	13	10	10	7	16	16	19	20	11	12	23	26	19	21	15	16
Contig19277_41999	23	21	13	26	14	9	19	15	22	28	34	9	32	41	34	38	28	15
Contig19277_42006	24	18	12	23	13	10	15	18	15	23	30	12	31	32	34	33	21	16
Contig19277_42011	25	22	13	22	15	12	16	17	10	21	28	11	28	31	34	27	28	17
Contig19277_42017	22	9	13	9	10	10	18	16	13	0	0	3	15	21	0	10	26	5
Contig19277_42021	17	13	9	18	14	7	13	11	10	11	10	8	22	28	25	24	18	11
Contig19277_42035	12	11	12	19	12	8	22	11	18	15	29	7	26	34	27	28	26	12
Contig192949_7413	7	13	11	9	8	11	11	9	12	8	9	8	16	14	8	7	9	15
Contig192956_615	17	16	15	15	13	12	19	15	24	20	7	17	26	18	22	21	16	19
Contig192956_728	18	18	10	22	9	9	22	14	12	17	14	11	19	25	8	29	20	18
Contig192956_742	22	17	13	25	10	16	24	19	17	23	22	14	23	25	4	32	19	20
Contig192956_761	16	15	9	21	9	14	18	11	22	17	17	12	31	26	19	30	23	26
Contig192956_785	24	24	22	25	12	17	30	17	24	27	21	20	33	47	26	50	27	24
Contig192956_791	29	18	21	24	10	18	32	15	20	27	22	19	40	44	24	47	23	26
Contig193_9948	17	16	16	16	16	12	25	20	15	17	26	17	22	29	31	31	22	14
Contig193_9980	19	12	16	12	6	7	18	15	17	16	23	9	28	29	26	36	14	11
Contig193_13700	17	11	17	18	16	14	16	17	20	23	26	12	27	20	32	27	22	21
Contig193_13785	22	21	23	15	17	12	24	19	17	25	22	12	29	31	39	33	31	20
Contig193_13790	17	18	21	17	14	10	25	18	17	21	28	15	33	38	34	33	24	15
Contig193_13811	20	12	21	15	15	17	20	22	14	17	28	16	31	33	35	30	25	15
Contig193_14046	18	18	18	21	11	15	20	25	22	19	27	15	29	23	22	29	16	19
Contig19303_14923	17	12	18	15	5	5	24	14	15	10	13	15	19	30	31	22	17	17
Contig19311_5064	0	12	10	12	13	7	17	6	10	14	11	10	17	16	10	10	10	20
Contig19311_6221	21	19	27	19	11	12	18	21	23	29	52	17	26	37	41	38	23	9
Contig19311_6238	20	21	21	17	11	12	20	22	8	18	45	14	24	30	25	41	21	8
Contig19311_6247	19	25	25	16	16	16	23	20	16	35	43	16	31	36	22	42	31	15
Contig19311_6272	23	25	23	22	21	16	33	30	22	41	60	24	45	46	53	47	46	18
Contig19311_6278	25	23	18	26	14	14	34	23	28	43	62	17	42	50	52	50	47	12
Contig19311_6280	24	23	20	27	13	13	25	25	25	38	56	17	43	47	49	45	41	11
Contig19311_6285	22	23	20	23	16	16	29	22	23	36	57	19	42	46	46	39	41	11
Contig19311_6293	17	18	18	25	5	8	18	18	12	16	48	15	40	39	33	44	34	12
Contig19311_6304	20	13	10	18	8	12	17	20	11	33	44	12	32	32	31	30	33	13
Contig19311_6309	21	16	18	23	9	9	15	18	12	34	40	12	32	25	28	35	31	16
Contig19311_6339	17	17	19	28	15	11	26	24	8	35	42	13	37	35	36	37	30	24
Contig19311_6357	6	19	21	25	10	13	15	12	1	22	43	21	30	35	35	29	27	22
Contig19311_6368	4	19	23	20	11	9	19	15	10	15	43	17	26	34	34	31	27	15
Contig19313_495	22	21	23	26	17	15	26	24	16	42	25	15	31	32	36	31	33	22
Contig19313_507	22	18	22	27	15	14	24	22	20	30	27	14	34	37	37	33	33	27
Contig19313_528	17	12	11	18	10	12	19	10	19	30	16	11	34	33	31	32	19	18
Contig19313_2586	17	23	15	25	14	9	19	22	27	28	40	15	40	31	39	35	28	19
Contig19313_2605	25	18	17	17	17	10	22	17	20	25	32	13	31	29	31	32	26	26
Contig19313_2612	18	11	9	12	11	7	18	12	15	22	24	8	26	25	21	24	21	23
Contig1932_5003	4	7	8	8	8	3	3	6	8	8	6	9	3	16	8	9	9	6
