id	contig	start	end	notes_gene	fst01
Contig3252_4403_13162	Contig3252	4403	13162	ID=OLUR_00017023;Name=OLUR_00017023;Alias=maker-Contig3252-snap-gene-0.3;Note=Protein of unknown function;	0.128787878787879
Contig1888_2276_28067	Contig1888	2276	28067	ID=OLUR_00006365;Name=OLUR_00006365;Alias=snap_masked-Contig1888-processed-gene-0.2;Note=Similar to taf1b: TATA box-binding protein-associated factor RNA polymerase I subunit B (Xenopus laevis OX%3D8355);Dbxref=Coils:Coil,InterPro:IPR021752,MobiDBLite:mobidb-lite,Pfam:PF11781;SPID=Q32N22;	0.31358024691358
Contig61852_1507_6118	Contig61852	1507	6118	ID=OLUR_00026325;Name=OLUR_00026325;Alias=maker-Contig61852-snap-gene-0.1;Note=Protein of unknown function;Dbxref=Coils:Coil,Gene3D:G3DSA:3.90.70.120,InterPro:IPR006928,InterPro:IPR038765,MobiDBLite:mobidb-lite,Pfam:PF04843,ProSiteProfiles:PS51521,SUPERFAMILY:SSF54001;	0
Contig25692_1_16542	Contig25692	1	16542	ID=OLUR_00003785;Name=OLUR_00003785;Alias=maker-Contig25692-snap-gene-0.3;Note=Similar to B4GALT4: Beta-1%2C4-galactosyltransferase 4 (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:3.90.550.10,InterPro:IPR003859,InterPro:IPR027791,InterPro:IPR027995,InterPro:IPR029044,PRINTS:PR02050,Pfam:PF02709,Pfam:PF13733,ProSiteProfiles:PS51257,SUPERFAMILY:SSF53448;Ontology_term=GO:0005975,GO:0016757;SPID=O60513;	0
Contig903_1_17290	Contig903	1	17290	ID=OLUR_00011342;Name=OLUR_00011342;Alias=snap_masked-Contig903-processed-gene-0.0;Note=Protein of unknown function;Dbxref=CDD:cd00084,Gene3D:G3DSA:1.10.30.10,InterPro:IPR009071,InterPro:IPR036910,MobiDBLite:mobidb-lite,Pfam:PF00505,ProSiteProfiles:PS50118,SUPERFAMILY:SSF47095;	0.251346499102334
Contig3960_2642_9656	Contig3960	2642	9656	ID=OLUR_00012856;Name=OLUR_00012856;Alias=maker-Contig3960-snap-gene-0.2;Note=Protein of unknown function;Dbxref=Coils:Coil;	0.105590062111801
Contig22116_3495_17891	Contig22116	3495	17891	ID=OLUR_00006329;Name=OLUR_00006329;Alias=maker-Contig22116-snap-gene-0.3;Note=Similar to Mecom: MDS1 and EVI1 complex locus protein (Mus musculus OX%3D10090);Dbxref=Coils:Coil,Gene3D:G3DSA:2.170.270.10,Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,Pfam:PF00096,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;Ontology_term=GO:0003676;SPID=P14404;	0.118421052631579
Contig81800_4053_10715	Contig81800	4053	10715	ID=OLUR_00018050;Name=OLUR_00018050;Alias=maker-Contig81800-snap-gene-0.4;Note=Similar to C5orf22: UPF0489 protein C5orf22 (Homo sapiens OX%3D9606);Dbxref=InterPro:IPR024131,Pfam:PF12640;SPID=Q49AR2;	0.147058823529412
Contig70655_575_15703	Contig70655	575	15703	ID=OLUR_00014818;Name=OLUR_00014818;Alias=maker-Contig70655-snap-gene-0.1;Note=Similar to FCN1: Ficolin-1 (Sus scrofa OX%3D9823);Dbxref=Coils:Coil,Gene3D:G3DSA:3.90.215.10,InterPro:IPR002181,InterPro:IPR014716,InterPro:IPR036056,Pfam:PF00147,ProSiteProfiles:PS51406,SMART:SM00186,SUPERFAMILY:SSF56496;SPID=Q29042;	0.166666666666667
Contig75354_1_11693	Contig75354	1	11693	ID=OLUR_00016548;Name=OLUR_00016548;Alias=maker-Contig75354-snap-gene-0.3;Note=Similar to khdrbs2: KH domain-containing%2C RNA-binding%2C signal transduction-associated protein 2 (Xenopus tropicalis OX%3D8364);Dbxref=Gene3D:G3DSA:3.30.1370.10,InterPro:IPR036612,MobiDBLite:mobidb-lite,SUPERFAMILY:SSF54791;Ontology_term=GO:0003723;SPID=Q0VFL3;	0.210237659963437
Contig17345_1_39416	Contig17345	1	39416	ID=OLUR_00000680;Name=OLUR_00000680;Alias=maker-Contig17345-snap-gene-0.5;Note=Similar to Adamts16: A disintegrin and metalloproteinase with thrombospondin motifs 16 (Mus musculus OX%3D10090);Dbxref=Gene3D:G3DSA:2.20.100.10,Gene3D:G3DSA:2.60.120.830,Gene3D:G3DSA:3.40.390.10,InterPro:IPR000884,InterPro:IPR001590,InterPro:IPR002870,InterPro:IPR010294,InterPro:IPR024079,InterPro:IPR036383,Pfam:PF00090,Pfam:PF01421,Pfam:PF01562,Pfam:PF05986,ProSiteProfiles:PS50092,ProSiteProfiles:PS50215,SMART:SM00209,SUPERFAMILY:SSF55486,SUPERFAMILY:SSF82895;Ontology_term=GO:0004222,GO:0006508,GO:0008237;SPID=Q69Z28;	0.0849673202614379
Contig17345_40184_63477	Contig17345	40184	63477	ID=OLUR_00000681;Name=OLUR_00000681;Alias=maker-Contig17345-snap-gene-0.7;Note=Similar to Klhdc4: Kelch domain-containing protein 4 (Mus musculus OX%3D10090);Dbxref=Coils:Coil,Gene3D:G3DSA:2.120.10.80,InterPro:IPR015915,MobiDBLite:mobidb-lite,Pfam:PF13418,SUPERFAMILY:SSF117281;Ontology_term=GO:0005515;SPID=Q921I2;	0.00246913580246914
Contig15835_988_18853	Contig15835	988	18853	ID=OLUR_00004052;Name=OLUR_00004052;Alias=maker-Contig15835-snap-gene-0.4;Note=Protein of unknown function;Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;	0.021978021978022
Contig1207_3626_22424	Contig1207	3626	22424	ID=OLUR_00009807;Name=OLUR_00009807;Alias=maker-Contig1207-snap-gene-0.2;Note=Similar to Perlucin-like protein (Mytilus galloprovincialis OX%3D29158);Dbxref=CDD:cd00037,Gene3D:G3DSA:3.10.100.10,InterPro:IPR001304,InterPro:IPR016186,InterPro:IPR016187,Pfam:PF00059,ProSiteProfiles:PS50041,SMART:SM00034,SUPERFAMILY:SSF56436;SPID=P86854;	0.274021352313167
Contig61494_1_7013	Contig61494	1	7013	ID=OLUR_00024241;Name=OLUR_00024241;Alias=maker-Contig61494-snap-gene-0.1;Note=Similar to KCNT1: Potassium channel subfamily T member 1 (Gallus gallus OX%3D9031);SPID=Q8QFV0;	0.0031055900621118
Contig2029_1_22628	Contig2029	1	22628	ID=OLUR_00009686;Name=OLUR_00009686;Alias=maker-Contig2029-snap-gene-0.3;Note=Similar to Sfi1: Protein SFI1 homolog (Mus musculus OX%3D10090);Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;SPID=Q3UZY0;	0.111842105263158
Contig1438_6731_16840	Contig1438	6731	16840	ID=OLUR_00010616;Name=OLUR_00010616;Alias=snap_masked-Contig1438-processed-gene-0.1;Note=Protein of unknown function;Dbxref=Coils:Coil;	0.0465116279069768
Contig31196_11644_27899	Contig31196	11644	27899	ID=OLUR_00005814;Name=OLUR_00005814;Alias=maker-Contig31196-snap-gene-0.7;Note=Similar to cyhr1-b: Cysteine and histidine-rich protein 1-B (Xenopus laevis OX%3D8355);Dbxref=CDD:cd16505,InterPro:IPR001841,ProSiteProfiles:PS50089,SUPERFAMILY:SSF57850;SPID=Q2TAD9;	0
Contig18310_1_6280	Contig18310	1	6280	ID=OLUR_00026074;Name=OLUR_00026074;Alias=maker-Contig18310-snap-gene-0.1;Note=Similar to Tek: Angiopoietin-1 receptor (Mus musculus OX%3D10090);Dbxref=Gene3D:G3DSA:2.170.300.10,ProDom:PD936484;SPID=Q02858;	0.102649006622517
Contig2817_1_34654	Contig2817	1	34654	ID=OLUR_00004621;Name=OLUR_00004621;Alias=maker-Contig2817-snap-gene-0.3;Note=Similar to Usp54: Inactive ubiquitin carboxyl-terminal hydrolase 54 (Rattus norvegicus OX%3D10116);Dbxref=Gene3D:G3DSA:3.90.70.10,InterPro:IPR001394,InterPro:IPR028889,InterPro:IPR038765,MobiDBLite:mobidb-lite,Pfam:PF00443,ProSiteProfiles:PS50235,SUPERFAMILY:SSF54001;Ontology_term=GO:0016579,GO:0036459;SPID=Q6IE24;	0.0110864745011086
Contig17022_1_5225	Contig17022	1	5225	ID=OLUR_00027505;Name=OLUR_00027505;Alias=maker-Contig17022-snap-gene-0.1;Note=Similar to USH2A: Usherin (Homo sapiens OX%3D9606);Dbxref=CDD:cd00110,Gene3D:G3DSA:2.60.120.200,InterPro:IPR001791,InterPro:IPR013320,Pfam:PF02210,ProSiteProfiles:PS50025,SMART:SM00282,SUPERFAMILY:SSF49899;SPID=O75445;	0.0235294117647059
Contig49934_5595_16953	Contig49934	5595	16953	ID=OLUR_00013706;Name=OLUR_00013706;Alias=maker-Contig49934-snap-gene-0.3;Note=Similar to ROS1: Proto-oncogene tyrosine-protein kinase ROS (Homo sapiens OX%3D9606);Dbxref=CDD:cd00063,Gene3D:G3DSA:2.60.40.10,InterPro:IPR003961,InterPro:IPR013783,InterPro:IPR036116,PRINTS:PR00014,Pfam:PF00041,ProSiteProfiles:PS50853,SMART:SM00060,SUPERFAMILY:SSF49265;Ontology_term=GO:0005515;SPID=P08922;	0
Contig49934_2164_6990	Contig49934	2164	6990	ID=OLUR_00013705;Name=OLUR_00013705;Alias=maker-Contig49934-snap-gene-0.2;Note=Protein of unknown function;Dbxref=CDD:cd00063,Gene3D:G3DSA:2.60.40.10,InterPro:IPR003961,InterPro:IPR013783,InterPro:IPR036116,ProSiteProfiles:PS50853,SMART:SM00060,SUPERFAMILY:SSF49265;Ontology_term=GO:0005515;	0
Contig1351_1_10743	Contig1351	1	10743	ID=OLUR_00018606;Name=OLUR_00018606;Alias=maker-Contig1351-snap-gene-0.3;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:2.60.40.10,InterPro:IPR007110,InterPro:IPR013783,InterPro:IPR036179,Pfam:PF13927,ProSiteProfiles:PS50835,SUPERFAMILY:SSF48726;	0
Contig52538_1_17457	Contig52538	1	17457	ID=OLUR_00010861;Name=OLUR_00010861;Alias=maker-Contig52538-snap-gene-0.5;Note=Similar to gcy-11: Receptor-type guanylate cyclase gcy-11 (Caenorhabditis elegans OX%3D6239);Dbxref=Gene3D:G3DSA:3.30.70.1230,InterPro:IPR001054,InterPro:IPR029787,ProSiteProfiles:PS50125,SUPERFAMILY:SSF55073;Ontology_term=GO:0009190,GO:0016849,GO:0035556;SPID=Q18331;	0.0143266475644699
Contig43114_1_14556	Contig43114	1	14556	ID=OLUR_00015139;Name=OLUR_00015139;Alias=snap_masked-Contig43114-processed-gene-0.1;Note=Similar to TRIM2: Tripartite motif-containing protein 2 (Ailuropoda melanoleuca OX%3D9646);Dbxref=Gene3D:G3DSA:2.120.10.30,InterPro:IPR001258,InterPro:IPR011042,Pfam:PF01436,SUPERFAMILY:SSF101898;Ontology_term=GO:0005515;SPID=D2GXS7;	0.0531914893617021
Contig49076_5882_35849	Contig49076	5882	35849	ID=OLUR_00003995;Name=OLUR_00003995;Alias=maker-Contig49076-snap-gene-0.4;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;	0
Contig70612_1_9508	Contig70612	1	9508	ID=OLUR_00020692;Name=OLUR_00020692;Alias=snap_masked-Contig70612-processed-gene-0.0;Note=Protein of unknown function;	0.00505050505050505
Contig1586_1914_15131	Contig1586	1914	15131	ID=OLUR_00010472;Name=OLUR_00010472;Alias=snap_masked-Contig1586-processed-gene-0.0;Note=Similar to B0563.6: Probable G-protein coupled receptor B0563.6 (Caenorhabditis elegans OX%3D6239);Dbxref=CDD:cd14978,Gene3D:G3DSA:1.20.1070.10,InterPro:IPR000276,InterPro:IPR017452,Pfam:PF00001,ProSiteProfiles:PS50262,SUPERFAMILY:SSF81321;Ontology_term=GO:0004930,GO:0007186,GO:0016021;SPID=Q11082;	0.0382978723404255
Contig95139_1_3534	Contig95139	1	3534	ID=OLUR_00023556;Name=OLUR_00023556;Alias=maker-Contig95139-snap-gene-0.1;Note=Protein of unknown function;	0.042483660130719
Contig139_4219_60052	Contig139	4219	60052	ID=OLUR_00001048;Name=OLUR_00001048;Alias=maker-Contig139-snap-gene-0.3;Note=Similar to SRCR1: Scavenger receptor cysteine-rich domain superfamily protein (Patiria pectinifera OX%3D7594);Dbxref=Gene3D:G3DSA:2.10.25.10,Gene3D:G3DSA:3.10.250.10,InterPro:IPR000742,InterPro:IPR001190,InterPro:IPR001846,InterPro:IPR003886,InterPro:IPR013032,InterPro:IPR017448,InterPro:IPR036772,MobiDBLite:mobidb-lite,PRINTS:PR00258,Pfam:PF00094,Pfam:PF00530,ProSitePatterns:PS00022,ProSitePatterns:PS00420,ProSitePatterns:PS01186,ProSiteProfiles:PS50287,ProSiteProfiles:PS51233,SMART:SM00181,SMART:SM00202,SMART:SM00539,SUPERFAMILY:SSF56487;Ontology_term=GO:0005044,GO:0007160,GO:0016020;SPID=F7J220;	0.0391849529780564
Contig45036_1065_30899	Contig45036	1065	30899	ID=OLUR_00005823;Name=OLUR_00005823;Alias=maker-Contig45036-snap-gene-0.3;Note=Similar to SSO2122: Amidase (Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) OX%3D273057);Dbxref=Gene3D:G3DSA:3.90.1300.10,InterPro:IPR020556,InterPro:IPR023631,InterPro:IPR036928,MobiDBLite:mobidb-lite,Pfam:PF01425,ProSitePatterns:PS00571,SUPERFAMILY:SSF75304;SPID=P95896;	0.027027027027027
Contig40858_3547_19360	Contig40858	3547	19360	ID=OLUR_00011824;Name=OLUR_00011824;Alias=maker-Contig40858-snap-gene-0.4;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;	0.0556701030927835
Contig64271_1_6968	Contig64271	1	6968	ID=OLUR_00025150;Name=OLUR_00025150;Alias=snap_masked-Contig64271-processed-gene-0.1;Note=Protein of unknown function;Dbxref=InterPro:IPR013883,MobiDBLite:mobidb-lite,Pfam:PF08574;	0.398009950248756
Contig25558_8812_34448	Contig25558	8812	34448	ID=OLUR_00002996;Name=OLUR_00002996;Alias=maker-Contig25558-snap-gene-0.4;Note=Similar to RAB5C: Ras-related protein Rab-5C (Canis lupus familiaris OX%3D9615);Dbxref=CDD:cd01860,Gene3D:G3DSA:3.40.50.300,InterPro:IPR001806,InterPro:IPR005225,InterPro:IPR027417,PRINTS:PR00449,Pfam:PF00071,ProSiteProfiles:PS51419,SMART:SM00173,SMART:SM00174,SMART:SM00175,SUPERFAMILY:SSF52540,TIGRFAM:TIGR00231;Ontology_term=GO:0003924,GO:0005525;SPID=P51147;	0.0156657963446475
Contig141438_1_5245	Contig141438	1	5245	ID=OLUR_00021632;Name=OLUR_00021632;Alias=snap_masked-Contig141438-processed-gene-0.0;Note=Similar to ANKRD49: Ankyrin repeat domain-containing protein 49 (Bos taurus OX%3D9913);Dbxref=CDD:cd00204,Gene3D:G3DSA:1.25.40.20,InterPro:IPR002110,InterPro:IPR020683,InterPro:IPR036770,Pfam:PF12796,ProSiteProfiles:PS50088,ProSiteProfiles:PS50297,SMART:SM00248,SUPERFAMILY:SSF48403;Ontology_term=GO:0005515;SPID=Q5EA33;	0.0816326530612245
Contig34110_22853_28999	Contig34110	22853	28999	ID=OLUR_00006525;Name=OLUR_00006525;Alias=snap_masked-Contig34110-processed-gene-0.1;Note=Protein of unknown function;	0
Contig53754_8783_22413	Contig53754	8783	22413	ID=OLUR_00005013;Name=OLUR_00005013;Alias=maker-Contig53754-snap-gene-0.4;Note=Protein of unknown function;	0.0285714285714286
Contig53754_11235_23823	Contig53754	11235	23823	ID=OLUR_00005014;Name=OLUR_00005014;Alias=snap_masked-Contig53754-processed-gene-0.2;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;	0.0285714285714286
Contig18103_1_29542	Contig18103	1	29542	ID=OLUR_00006318;Name=OLUR_00006318;Alias=maker-Contig18103-snap-gene-0.3;Note=Similar to DENND1B: DENN domain-containing protein 1B (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:3.30.450.200,Gene3D:G3DSA:3.40.50.11500,InterPro:IPR001194,InterPro:IPR005113,InterPro:IPR037516,MobiDBLite:mobidb-lite,Pfam:PF02141,Pfam:PF03456,ProSiteProfiles:PS50211,SMART:SM00799,SMART:SM00800;SPID=Q6P3S1;	0.0353356890459364
Contig90000_1334_14615	Contig90000	1334	14615	ID=OLUR_00011932;Name=OLUR_00011932;Alias=snap_masked-Contig90000-processed-gene-0.0;Note=Similar to WDR13: WD repeat-containing protein 13 (Pongo abelii OX%3D9601);Dbxref=Gene3D:G3DSA:2.130.10.10,InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR036322,SMART:SM00320,SUPERFAMILY:SSF50978;Ontology_term=GO:0005515;SPID=Q5RF24;	0.0371517027863777
Contig38995_3722_17739	Contig38995	3722	17739	ID=OLUR_00009582;Name=OLUR_00009582;Alias=maker-Contig38995-snap-gene-0.6;Note=Similar to UBA1: Ubiquitin-like modifier-activating enzyme 1 (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:1.10.10.2660,InterPro:IPR000594,InterPro:IPR019572,InterPro:IPR033127,InterPro:IPR035985,Pfam:PF00899,Pfam:PF10585,ProSitePatterns:PS00865,SUPERFAMILY:SSF69572;Ontology_term=GO:0008641;SPID=P22314;	0.138461538461538
Contig18609_1_22502	Contig18609	1	22502	ID=OLUR_00000117;Name=OLUR_00000117;Alias=maker-Contig18609-snap-gene-0.9;Note=Similar to Nckap1: Nck-associated protein 1 (Mus musculus OX%3D10090);Dbxref=InterPro:IPR019137,MobiDBLite:mobidb-lite,Pfam:PF09735;SPID=P28660;	0
Contig26307_27733_33220	Contig26307	27733	33220	ID=OLUR_00005043;Name=OLUR_00005043;Alias=snap_masked-Contig26307-processed-gene-0.1;Note=Similar to FPV162: Putative ankyrin repeat protein FPV162 (Fowlpox virus (strain NVSL) OX%3D928301);Dbxref=CDD:cd00204,Gene3D:G3DSA:1.10.1410.40,Gene3D:G3DSA:1.25.40.20,Gene3D:G3DSA:3.30.460.90,InterPro:IPR002110,InterPro:IPR020683,InterPro:IPR024810,InterPro:IPR036770,Pfam:PF00023,Pfam:PF03281,ProSiteProfiles:PS50088,ProSiteProfiles:PS50297,SMART:SM00248,SMART:SM01265,SUPERFAMILY:SSF48403;Ontology_term=GO:0005515;SPID=Q9J569;	0.0186915887850467
Contig26307_30386_33220	Contig26307	30386	33220	ID=OLUR_00005044;Name=OLUR_00005044;Alias=snap_masked-Contig26307-processed-gene-0.2;Note=Protein of unknown function;	0.0186915887850467
Contig26837_1_17505	Contig26837	1	17505	ID=OLUR_00009450;Name=OLUR_00009450;Alias=maker-Contig26837-snap-gene-0.3;Note=Similar to Nfyc: Nuclear transcription factor Y subunit gamma (Rattus norvegicus OX%3D10116);Dbxref=Gene3D:G3DSA:1.10.20.10,InterPro:IPR003958,InterPro:IPR009072,MobiDBLite:mobidb-lite,Pfam:PF00808,SUPERFAMILY:SSF47113;Ontology_term=GO:0046982;SPID=Q62725;	0.0303030303030303
Contig63974_2910_30138	Contig63974	2910	30138	ID=OLUR_00006102;Name=OLUR_00006102;Alias=snap_masked-Contig63974-processed-gene-0.1;Note=Protein of unknown function;	0.0377358490566038
Contig25015_825_29264	Contig25015	825	29264	ID=OLUR_00006417;Name=OLUR_00006417;Alias=maker-Contig25015-snap-gene-0.2;Note=Similar to Coro1b: Coronin-1B (Mus musculus OX%3D10090);Dbxref=Coils:Coil,Gene3D:G3DSA:2.130.10.10,InterPro:IPR001680,InterPro:IPR015048,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR036322,MobiDBLite:mobidb-lite,Pfam:PF00400,Pfam:PF08953,ProSitePatterns:PS00678,ProSiteProfiles:PS50082,ProSiteProfiles:PS50294,SMART:SM00320,SMART:SM01166,SMART:SM01167,SUPERFAMILY:SSF50978;Ontology_term=GO:0005515;SPID=Q9WUM3;	0.0384615384615385
Contig80560_1_6629	Contig80560	1	6629	ID=OLUR_00025613;Name=OLUR_00025613;Alias=snap_masked-Contig80560-processed-gene-0.0;Note=Protein of unknown function;Dbxref=CDD:cd00063,CDD:cd12087,InterPro:IPR003961,ProSiteProfiles:PS50853;Ontology_term=GO:0005515;	0.0522388059701493
Contig90003_3270_15713	Contig90003	3270	15713	ID=OLUR_00007010;Name=OLUR_00007010;Alias=maker-Contig90003-snap-gene-0.4;Note=Similar to NWD2: NACHT and WD repeat domain-containing protein 2 (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:2.130.10.10,Gene3D:G3DSA:3.40.50.300,InterPro:IPR001680,InterPro:IPR007111,InterPro:IPR011047,InterPro:IPR015943,InterPro:IPR019775,InterPro:IPR027417,Pfam:PF05729,ProSitePatterns:PS00678,SMART:SM00320,SUPERFAMILY:SSF50998,SUPERFAMILY:SSF52540;Ontology_term=GO:0005515;SPID=Q9ULI1;	0
Contig51987_1830_15494	Contig51987	1830	15494	ID=OLUR_00015015;Name=OLUR_00015015;Alias=maker-Contig51987-snap-gene-0.1;Note=Similar to Hspa12a: Heat shock 70 kDa protein 12A (Mus musculus OX%3D10090);Dbxref=Gene3D:G3DSA:3.30.420.40,Gene3D:G3DSA:3.90.640.10,InterPro:IPR013126,Pfam:PF00012,SUPERFAMILY:SSF53067;SPID=Q8K0U4;	0
Contig25747_316_5947	Contig25747	316	5947	ID=OLUR_00007564;Name=OLUR_00007564;Alias=snap_masked-Contig25747-processed-gene-0.1;Note=Similar to MB21D2: Protein MB21D2 (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:1.10.1410.40,InterPro:IPR024810,Pfam:PF03281,SMART:SM01265;SPID=Q8IYB1;	0
Contig49209_1_8529	Contig49209	1	8529	ID=OLUR_00019926;Name=OLUR_00019926;Alias=maker-Contig49209-snap-gene-0.2;Note=Similar to N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase (Fragment) (Spodoptera frugiperda OX%3D7108);Dbxref=CDD:cd04513,Gene3D:G3DSA:3.60.20.30,InterPro:IPR000246,InterPro:IPR029055,Pfam:PF01112,SUPERFAMILY:SSF56235;Ontology_term=GO:0016787;SPID=O02467;	0.0285714285714286
Contig42688_1_9139	Contig42688	1	9139	ID=OLUR_00012769;Name=OLUR_00012769;Alias=maker-Contig42688-snap-gene-0.1;Note=Similar to MRPS16: 28S ribosomal protein S16%2C mitochondrial (Bos taurus OX%3D9913);Dbxref=Coils:Coil,Gene3D:G3DSA:3.30.1320.10,Hamap:MF_00385,InterPro:IPR000307,InterPro:IPR023803,MobiDBLite:mobidb-lite,Pfam:PF00886,SUPERFAMILY:SSF54565,TIGRFAM:TIGR00002;Ontology_term=GO:0003735,GO:0005622,GO:0005840,GO:0006412;SPID=P82915;	0.257692307692308
Contig29878_1_17642	Contig29878	1	17642	ID=OLUR_00012886;Name=OLUR_00012886;Alias=maker-Contig29878-snap-gene-0.2;Note=Protein of unknown function;Dbxref=CDD:cd00992,Gene3D:G3DSA:2.30.42.10,InterPro:IPR001478,InterPro:IPR006643,InterPro:IPR031847,InterPro:IPR036034,MobiDBLite:mobidb-lite,Pfam:PF00595,Pfam:PF15936,ProSiteProfiles:PS50106,SMART:SM00228,SMART:SM00735,SUPERFAMILY:SSF50156;Ontology_term=GO:0005515;	0.0795454545454546
Contig343_12909_45428	Contig343	12909	45428	ID=OLUR_00002347;Name=OLUR_00002347;Alias=maker-Contig343-snap-gene-0.2;Note=Similar to Cd63: CD63 antigen (Mus musculus OX%3D10090);Dbxref=CDD:cd03127,Gene3D:G3DSA:1.10.1450.10,InterPro:IPR000301,InterPro:IPR008952,InterPro:IPR018499,PIRSF:PIRSF002419,PRINTS:PR00259,Pfam:PF00335,SUPERFAMILY:SSF48652;Ontology_term=GO:0016021;SPID=P41731;	0.135714285714286
Contig6319_4432_9391	Contig6319	4432	9391	ID=OLUR_00021857;Name=OLUR_00021857;Alias=maker-Contig6319-snap-gene-0.2;Note=Similar to LIPC: Hepatic triacylglycerol lipase (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:3.40.50.1820,InterPro:IPR013818,InterPro:IPR029058,Pfam:PF00151,SUPERFAMILY:SSF53474;SPID=P11150;	0.021505376344086
Contig56645_1_14825	Contig56645	1	14825	ID=OLUR_00013139;Name=OLUR_00013139;Alias=maker-Contig56645-snap-gene-0.2;Note=Similar to slc5a9: Sodium/glucose cotransporter 4 (Danio rerio OX%3D7955);Dbxref=Gene3D:G3DSA:1.20.1730.10,InterPro:IPR001734,InterPro:IPR018212,InterPro:IPR038377,Pfam:PF00474,ProSitePatterns:PS00457,ProSiteProfiles:PS50283,TIGRFAM:TIGR00813;Ontology_term=GO:0016020,GO:0022857,GO:0055085;SPID=A8WHP3;	0.0759493670886076
Contig36238_1_6064	Contig36238	1	6064	ID=OLUR_00003104;Name=OLUR_00003104;Alias=snap_masked-Contig36238-processed-gene-0.2;Note=Protein of unknown function;	0.00462962962962963
Contig71237_22_6127	Contig71237	22	6127	ID=OLUR_00026309;Name=OLUR_00026309;Alias=snap_masked-Contig71237-processed-gene-0.0;Note=Protein of unknown function;Dbxref=CDD:cd00096,Gene3D:G3DSA:2.60.40.10,InterPro:IPR003598,InterPro:IPR003599,InterPro:IPR004978,InterPro:IPR007110,InterPro:IPR013783,InterPro:IPR036179,Pfam:PF03298,Pfam:PF13927,ProSiteProfiles:PS50835,SMART:SM00408,SMART:SM00409,SUPERFAMILY:SSF48726;Ontology_term=GO:0005179,GO:0005576;	0.00515463917525773
Contig83093_1_2144	Contig83093	1	2144	ID=OLUR_00031237;Name=OLUR_00031237;Alias=snap_masked-Contig83093-processed-gene-0.0;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:2.60.40.10,InterPro:IPR003598,InterPro:IPR007110,InterPro:IPR013783,InterPro:IPR036179,Pfam:PF13927,ProSiteProfiles:PS50835,SMART:SM00408,SUPERFAMILY:SSF48726;	0
Contig32910_2664_19377	Contig32910	2664	19377	ID=OLUR_00011811;Name=OLUR_00011811;Alias=maker-Contig32910-snap-gene-0.4;Note=Similar to Spata6: Spermatogenesis-associated protein 6 (Mus musculus OX%3D10090);Dbxref=Coils:Coil,InterPro:IPR032732,Pfam:PF14909;SPID=Q3U6K5;	0.00314465408805031
Contig2679_3628_11104	Contig2679	3628	11104	ID=OLUR_00011936;Name=OLUR_00011936;Alias=snap_masked-Contig2679-processed-gene-0.0;Note=Protein of unknown function;	0.283783783783784
Contig25997_1_12883	Contig25997	1	12883	ID=OLUR_00009173;Name=OLUR_00009173;Alias=snap_masked-Contig25997-processed-gene-0.0;Note=Similar to ZCCHC17: Nucleolar protein of 40 kDa (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:2.40.50.140,InterPro:IPR001878,InterPro:IPR003029,InterPro:IPR012340,InterPro:IPR022967,MobiDBLite:mobidb-lite,Pfam:PF00575,ProSiteProfiles:PS50126,ProSiteProfiles:PS50158,SMART:SM00316,SUPERFAMILY:SSF50249;Ontology_term=GO:0003676,GO:0008270;SPID=Q9NP64;	0.0774907749077491
Contig25997_3486_23481	Contig25997	3486	23481	ID=OLUR_00009174;Name=OLUR_00009174;Alias=maker-Contig25997-snap-gene-0.5;Note=Similar to aph-1: Gamma-secretase subunit Aph-1 (Drosophila melanogaster OX%3D7227);Dbxref=InterPro:IPR009294,Pfam:PF06105;Ontology_term=GO:0016021,GO:0016485,GO:0043085;SPID=Q9VQG2;	0.0774907749077491
Contig55334_1_27136	Contig55334	1	27136	ID=OLUR_00003947;Name=OLUR_00003947;Alias=maker-Contig55334-snap-gene-0.3;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;	0.0476190476190476
