gene,sig
Contig148220.3850,0
Contig148220.3873,0
Contig148220.3882,0
Contig148220.3885,0
Contig148220.3899,0
Contig148220.3910,0
Contig148220.3984,0
Contig148220.4098,0
Contig148220.4104,0
Contig148220.4110,0
Contig148220.4139,0
Contig148220.4157,0
Contig148220.4171,0
Contig148220.4188,0
Contig148220.4198,0
Contig148220.4222,0
Contig1484.13035,0
Contig1484.20886,0
Contig1486.10423,0
Contig1486.10474,0
Contig1486.10476,0
Contig1486.10490,0
Contig1486.10507,0
Contig1486.10525,0
Contig1486.10567,0
Contig1486.10574,0
Contig1486.10579,0
Contig1486.10583,0
Contig1486.10591,0
Contig1486.10601,0
Contig1486.10606,0
Contig1486.10646,0
Contig1486.11238,0
Contig1486.11335,0
Contig1486.11354,0
Contig1486.11384,0
Contig1486.11436,0
Contig1486.11455,0
Contig1486.1156,0
Contig1486.11560,0
Contig1486.11609,0
Contig1486.11649,0
Contig1486.11660,0
Contig1486.1207,0
Contig1486.1265,0
Contig1486.1297,0
Contig1486.1299,0
Contig1486.13013,0
Contig1486.13030,0
Contig1486.13046,0
Contig1486.13050,0
Contig1486.13055,0
Contig1486.13068,0
Contig1486.13109,0
Contig1486.13115,0
Contig1486.13135,0
Contig1486.13160,0
Contig1486.13173,0
Contig1486.13187,0
Contig1486.13252,0
Contig1486.13483,0
Contig1486.13504,0
Contig1486.13547,0
Contig1486.13570,0
Contig1486.13583,0
Contig1486.13591,0
Contig1486.13631,0
Contig1486.13655,0
Contig1486.13669,0
Contig1486.13675,0
Contig1486.13683,0
Contig1486.13692,0
Contig1486.13699,0
Contig1486.18731,0
Contig1486.18736,0
Contig1486.18760,0
Contig1486.18773,0
Contig1486.18814,0
Contig1486.18836,0
Contig1486.21545,0
Contig1486.21549,0
Contig1486.21574,0
Contig1486.21577,0
Contig1486.21598,0
Contig1486.21624,0
Contig1486.31653,0
Contig1486.31669,0
Contig1486.31679,0
Contig1486.31690,0
Contig1486.31710,0
Contig1486.31733,0
Contig1486.31741,0
Contig1486.31758,0
Contig1486.31762,0
Contig1486.31767,0
Contig1486.31772,0
Contig1486.31793,0
Contig1486.31848,0
Contig1486.31903,0
Contig1486.32024,0
Contig1486.32029,0
Contig1486.32042,0
Contig1486.32060,0
Contig1486.4122,0
Contig1486.4125,0
Contig1486.4210,0
Contig1486.4221,0
Contig1486.4227,0
Contig1486.4233,0
Contig1486.4235,0
Contig1486.4241,0
Contig1486.4274,0
Contig1486.497,0
Contig1486.507,0
Contig1486.513,0
Contig1486.548,0
Contig1486.579,0
Contig1486.5862,0
Contig1486.5871,0
Contig1486.6030,0
Contig1486.6053,0
Contig1486.606,0
Contig1486.6467,0
Contig1486.6526,0
Contig1486.6568,0
Contig1486.7775,0
Contig1486.7778,0
Contig1486.7781,0
Contig149488.1007,0
Contig149488.1013,0
Contig149488.1027,0
Contig149488.1035,0
Contig149488.1038,0
Contig149488.1056,0
Contig149488.1065,0
Contig149488.1107,0
Contig149488.981,0
Contig149522.1512,0
Contig149522.1524,0
Contig149522.1547,0
Contig149522.1562,0
Contig149522.2185,0
Contig149522.2198,0
Contig149522.2239,0
Contig149522.2782,0
Contig149522.2829,0
Contig149522.2851,0
Contig149522.2854,0
Contig149522.2886,0
Contig149522.2901,0
Contig149522.2918,0
Contig149522.2924,0
Contig149522.2953,0
Contig149750.1772,0
Contig149750.1783,0
Contig149750.1790,0
Contig149750.1932,0
Contig149750.2100,0
Contig149750.2114,0
Contig149750.2172,0
Contig149750.2240,0
Contig149750.2243,0
Contig149750.2254,0
Contig149750.2262,0
Contig149750.2272,0
Contig149786.8453,0
Contig150.11050,0
Contig150114.2924,0
Contig150.14417,0
Contig150.14426,0
Contig150.14463,0
Contig150.14487,0
Contig150.14517,0
Contig150.14607,0
Contig150.14692,0
Contig150.26275,0
Contig150.28216,0
Contig150.28227,0
Contig150.28264,0
Contig1503.10323,0
Contig1503.10381,0
Contig1503.10416,0
Contig1503.10659,0
Contig1503.10677,0
Contig1503.13759,0
Contig1503.754,0
Contig1503.762,0
Contig1503.769,0
Contig1503.7838,0
Contig1503.7843,0
Contig1503.7868,0
Contig1503.7881,0
Contig1503.7959,0
Contig1503.7986,0
Contig1503.8013,0
Contig1503.8024,0
Contig1503.8031,0
Contig1503.8036,0
Contig1503.8078,0
Contig1503.8094,0
Contig1503.8097,0
Contig1503.8236,0
Contig1503.830,0
Contig1503.851,0
Contig150.38518,0
Contig150.38530,0
Contig1503.885,0
Contig150.39466,0
Contig150.39476,0
Contig150.39500,0
Contig150.39528,0
Contig150.39537,0
Contig150.39542,0
Contig150.39548,0
Contig150.39569,0
Contig150.39582,0
Contig1505.4513,0
Contig1505.4522,0
Contig1505.4530,0
Contig1505.4608,0
Contig1505.4672,0
Contig1505.4686,0
Contig1505.4692,0
Contig150.5575,0
Contig1505.5836,0
Contig150.6037,0
Contig15.16731,0
Contig15.16755,0
Contig15.16812,0
Contig15.16840,0
Contig15.16845,0
Contig15.16901,0
Contig15.18674,0
Contig15.18691,0
Contig15.18693,0
Contig15.18730,0
Contig15.18738,0
Contig1520.21964,0
Contig1520.22864,0
Contig1520.22879,0
Contig15.21795,0
Contig15.21807,0
Contig15.21851,0
Contig15.21857,0
Contig15.21870,0
Contig15.21889,0
Contig15.21999,0
Contig15.23059,0
Contig15.23063,0
Contig1523.20403,0
Contig1523.20405,0
Contig15.23754,0
Contig15.25067,0
Contig15.25228,0
Contig15.26178,0
Contig15.26223,0
Contig15.26247,0
Contig15.26257,0
Contig15.26307,0
Contig15.26339,0
Contig15.26341,0
Contig15.26355,0
Contig15.26369,0
Contig15.26390,0
Contig15.26395,0
Contig15.26398,0
Contig15.26422,0
Contig15.26434,0
Contig15.26544,0
Contig1526.7156,0
Contig1526.7177,0
Contig1526.7216,0
Contig1526.7254,0
Contig1526.7269,0
Contig1526.7301,0
Contig15.27433,0
Contig15287.10109,0
Contig15287.10116,0
Contig15287.10129,0
Contig15287.10142,0
Contig15287.10156,0
Contig15287.10218,0
Contig15287.10876,0
Contig15287.10885,0
Contig15287.10891,0
Contig15287.10900,0
Contig15287.10904,0
Contig15287.10911,0
Contig15287.10917,0
Contig15287.10927,0
Contig15287.10955,0
Contig15287.12565,0
Contig15287.15451,0
Contig15287.15560,0
Contig15287.15573,0
Contig15287.15611,0
Contig15287.2131,0
Contig15287.2144,0
Contig15287.21672,0
Contig15287.21687,0
Contig15287.21694,0
Contig15287.21710,0
Contig15287.21743,0
Contig15287.21775,0
Contig15287.21790,0
Contig15287.21799,0
Contig15287.21831,0
Contig15287.22588,0
Contig15287.22621,0
Contig15287.22625,0
Contig15287.27029,0
Contig15287.27267,0
Contig15287.28031,0
Contig15287.28034,0
Contig15287.28055,0
Contig15287.28057,0
Contig15287.28067,0
Contig15287.35050,0
Contig15287.35056,0
Contig15287.35083,0
Contig15287.5689,0
Contig15287.5712,0
Contig15287.6150,0
Contig15287.8533,0
Contig15287.8546,0
Contig15287.8723,0
Contig15287.8728,0
Contig15293.19946,0
Contig15293.20075,0
Contig15298.3293,0
Contig15298.3296,0
Contig15298.3310,0
Contig15298.3316,0
Contig15298.3334,0
Contig15298.3341,0
Contig15298.3364,0
Contig15298.3380,0
Contig15298.3400,0
Contig15298.3415,0
Contig15298.3441,0
Contig15298.3517,0
Contig15298.3795,0
Contig15298.3948,0
Contig15298.7622,0
Contig15305.2361,0
Contig15305.2377,0
Contig15305.3188,0
Contig153077.10966,0
Contig153077.11058,0
Contig153077.11074,0
Contig153077.11107,0
Contig153077.11147,0
Contig153077.11250,0
Contig153077.12788,0
Contig15328.10671,0
Contig15328.10680,0
Contig15328.10748,0
Contig15328.10751,0
Contig15328.10763,0
Contig15328.10782,0
Contig15328.10875,0
Contig15328.6712,0
Contig15328.6730,0
Contig15328.6735,0
Contig15328.6738,0
Contig15328.6742,0
Contig15328.6747,0
Contig15328.6754,0
Contig15328.6759,0
Contig15328.6779,0
Contig15328.6828,0
Contig15328.6832,0
Contig15328.6836,0
Contig15328.8100,0
Contig15328.8105,0
Contig15328.8109,0
Contig15328.8125,0
Contig15328.8145,0
Contig15328.8148,0
Contig15328.8158,0
Contig15328.8163,0
Contig15328.8166,0
Contig15328.8194,0
Contig15328.8236,0
Contig15328.8238,0
Contig15328.8244,0
Contig15328.8383,0
Contig15328.8398,0
Contig15328.8410,0
Contig15328.8419,0
Contig15328.8427,0
Contig15328.8434,0
Contig15328.8443,0
Contig15328.8462,0
Contig15328.8475,0
Contig15328.8485,0
Contig15328.8491,0
Contig15328.8789,0
Contig15328.8796,0
Contig15328.8812,0
Contig15328.8835,0
Contig15328.8904,0
Contig15328.8939,0
Contig15328.9031,0
Contig15328.9037,0
Contig15328.9041,0
Contig15328.9521,0
Contig15328.9528,0
Contig15328.9530,0
Contig15328.9544,0
Contig15328.9568,0
Contig15328.9578,0
Contig15328.9584,0
Contig15372.16528,0
Contig15372.16534,0
Contig15372.17063,0
Contig15372.17121,0
Contig15372.17148,0
Contig15372.17163,0
Contig15372.17175,0
Contig15372.17180,0
Contig15372.17193,0
Contig15372.17211,0
Contig15372.17400,0
Contig15372.32212,0
Contig15372.36127,0
Contig15372.36139,0
Contig15372.36145,0
Contig15372.36150,0
Contig15372.36171,0
Contig15372.36201,0
Contig15372.36209,0
Contig15372.36224,0
Contig15372.36266,0
Contig15372.36284,0
Contig15372.36303,0
Contig15372.36308,0
Contig15372.36351,0
Contig15372.4846,0
Contig15372.4890,0
Contig15372.4935,0
Contig15372.5320,0
Contig15373.10574,0
Contig15373.10585,0
Contig15373.11040,0
Contig15373.11622,0
Contig15373.30796,0
Contig15373.30813,0
Contig15373.30836,0
Contig15373.32712,0
Contig15373.33107,0
Contig15373.33125,0
Contig15373.33133,0
Contig15373.53432,0
Contig15373.53438,0
Contig15373.53453,0
Contig15373.53471,0
Contig15373.53477,0
Contig15373.60501,0
Contig15373.60577,0
Contig15373.60584,0
Contig15373.60630,0
Contig15373.60711,0
Contig15373.63725,0
Contig15373.63734,0
Contig15373.63772,0
Contig15373.63846,0
Contig15373.63871,0
Contig15373.64560,0
Contig15373.64940,0
Contig15373.9029,0
Contig15373.9056,0
Contig15373.9096,0
Contig15373.9100,0
Contig15373.9332,0
Contig15373.9336,0
Contig15373.9352,0
Contig15378.5463,0
Contig15378.5593,0
Contig15378.5603,0
Contig15378.5625,0
Contig15378.5642,0
Contig15378.8546,0
Contig15378.8555,0
Contig15378.8562,0
Contig15378.8601,0
Contig15378.8604,0
Contig15378.8613,0
Contig15378.8627,0
Contig15378.8642,0
Contig15378.8662,0
Contig15378.8669,0
Contig15378.8678,0
Contig15378.8682,0
Contig154.39166,0
Contig154.39185,0
Contig154.39188,0
Contig154.39272,0
Contig154.39276,0
Contig154.39290,0
Contig15446.981,0
Contig15446.989,0
Contig15511.10041,0
Contig15511.9945,0
Contig15511.9999,0
Contig155764.1015,0
Contig155764.1018,0
Contig155764.1045,0
Contig155764.1048,0
Contig155764.1063,0
Contig155764.1069,0
Contig155764.1072,0
Contig155764.1086,0
Contig155764.1093,0
Contig155764.1130,0
Contig155764.935,0
Contig155764.946,0
Contig155764.948,0
Contig155764.952,0
Contig155764.963,0
Contig155764.985,0
Contig155764.999,0
Contig15595.33632,0
Contig15595.33635,0
Contig15595.33649,0
Contig15595.33662,0
Contig15595.33666,0
Contig15595.33676,0
Contig15595.33700,0
Contig15595.33704,0
Contig15595.36012,0
Contig15595.36974,0
Contig15595.36986,0
Contig15595.37134,0
Contig15595.54728,0
Contig15595.54733,0
Contig15595.54758,0
Contig15595.54765,0
Contig15595.54782,0
Contig15595.54810,0
Contig15595.54822,0
Contig15595.54828,0
Contig15595.54846,0
Contig15595.54858,0
Contig15595.54867,0
Contig15652.7077,0
Contig15652.7082,0
Contig15652.7097,0
Contig15652.7117,0
Contig15652.7287,0
Contig15652.7291,0
Contig15653.10305,0
Contig15653.10350,0
Contig15653.10366,0
Contig15653.10373,0
Contig15653.17301,0
Contig15653.2538,0
Contig15653.2550,0
Contig15653.2557,0
Contig15653.2584,0
Contig15653.2596,0
Contig15653.2624,0
Contig15653.2628,0
Contig15653.2661,0
Contig15653.2666,0
Contig15653.2714,0
Contig15653.2726,0
Contig15653.2856,0
Contig15653.2904,0
Contig15653.2937,0
Contig15653.2952,0
Contig15653.2961,0
Contig15653.2986,0
Contig15653.3006,0
Contig15653.3043,0
Contig15653.3058,0
Contig15653.3061,0
Contig15653.3090,0
Contig15653.3113,0
Contig15653.3119,0
Contig15653.3129,0
Contig15653.3136,0
Contig15653.3151,0
Contig15653.3158,0
Contig15653.3215,0
Contig15653.3217,0
Contig15653.3248,0
Contig15653.3285,0
Contig15653.3311,0
Contig15653.3337,0
Contig15653.3351,0
Contig15653.3365,0
Contig15653.3400,0
Contig15653.3411,0
Contig15653.3416,0
Contig15653.3425,0
Contig15653.3430,0
Contig15653.3458,0
Contig15653.3469,0
Contig15653.3493,0
Contig15653.3501,0
Contig15653.3539,0
Contig15653.3559,0
Contig15653.3608,0
Contig15653.3614,0
Contig15653.3647,0
Contig15653.3652,0
Contig15653.3707,0
Contig15653.3900,0
Contig15653.4044,0
Contig15653.4114,0
Contig15653.4135,0
Contig15653.4138,0
Contig15653.4147,0
Contig15653.4160,0
Contig15653.4211,0
Contig15653.4233,0
Contig15653.4250,0
Contig15653.4274,0
Contig15653.4288,0
Contig15653.4299,0
Contig15653.4303,0
Contig15653.4330,0
Contig15653.4389,0
Contig15653.4409,0
Contig15653.4439,0
Contig15653.4448,0
Contig15653.4711,0
Contig15653.4732,0
Contig15680.2616,0
Contig15680.2657,0
Contig15680.2671,0
Contig15680.2843,0
Contig15680.2864,0
Contig15699.6325,0
Contig15699.6344,0
Contig15699.6355,0
Contig15699.6460,0
Contig15699.6463,0
Contig15699.6472,0
Contig15699.6490,0
Contig15699.7129,0
Contig15699.7159,0
Contig15699.7162,0
Contig15699.8086,0
Contig15699.8688,0
Contig15699.8721,0
Contig15699.8739,0
Contig15699.8748,0
Contig15699.8757,0
Contig15699.8769,0
Contig15699.8782,0
Contig15699.8796,0
Contig15701.11707,0
Contig15701.11757,0
Contig15701.11788,0
Contig15701.11794,0
Contig15701.11803,0
Contig15701.11809,0
Contig15701.11818,0
Contig15701.11860,0
Contig15701.11863,0
Contig15701.11881,0
Contig15701.11921,0
Contig15701.15512,0
Contig157.22052,0
Contig157.22055,0
Contig15734.17362,0
Contig15734.17495,0
Contig15734.24370,0
Contig15734.24375,0
Contig15734.24388,0
Contig15734.24397,0
Contig15734.24433,0
Contig15734.24445,0
Contig15734.24458,0
Contig15734.24509,0
Contig15734.24522,0
Contig15779.35614,0
Contig15779.35670,0
Contig15779.35693,0
Contig158.12223,0
Contig158.12262,0
Contig158.12319,0
Contig158.12325,0
Contig158.12344,0
Contig158.12676,0
Contig158.12684,0
Contig158.12705,0
Contig158.12764,0
Contig158.12773,0
Contig158.12783,0
Contig158.12787,0
Contig158.12791,0
Contig158.12804,0
Contig158.13214,0
Contig158.13250,0
Contig158.13308,0
Contig158.13318,0
Contig158.13335,0
Contig158.13357,0
Contig158.13359,0
Contig158.13377,0
Contig158.13382,0
Contig158.13385,0
Contig158.13392,0
Contig158.13395,0
Contig158.13407,0
Contig158.13416,0
Contig158.13442,0
Contig158.13448,0
Contig158.13473,0
Contig158.13483,0
Contig158.13499,0
Contig158.13505,0
Contig158.13508,0
Contig158.13518,0
Contig158.13680,0
Contig158.13711,0
Contig158.13733,0
Contig158.13741,0
Contig158.14317,0
Contig158.18356,0
Contig158.18404,0
Contig158.18416,0
Contig158.18423,0
Contig158.18438,0
Contig158.18455,0
Contig158.18458,0
Contig158.18465,0
Contig158.18546,0
Contig158.18563,0
Contig158.18612,0
Contig158.18618,0
Contig158.19138,0
Contig158.19143,0
Contig158.19154,0
Contig158.19171,0
Contig158.19177,0
Contig158.19198,0
Contig158.19213,0
Contig158.19222,0
Contig158.19243,0
Contig158.19250,0
Contig158.19265,0
Contig158.19276,0
Contig158.19287,0
Contig158.19343,0
Contig158.19352,0
Contig158.19369,0
Contig158.19401,0
Contig158.19436,0
Contig158.19456,0
Contig158.19467,0
Contig158.19849,0
Contig158.19886,0
Contig158.19895,0
Contig158.19907,0
Contig158.20368,0
Contig158.20401,0
Contig158.20468,0
Contig158.20477,0
Contig158.20502,0
Contig158.20515,0
Contig158.20550,0
Contig158.20562,0
Contig158.20567,0
Contig158.20582,0
Contig158.20606,0
Contig158.20624,0
Contig158.22111,0
Contig158.22154,0
Contig158.22182,0
Contig158.22194,0
Contig158.22229,0
Contig158.22234,0
Contig158.22272,0
Contig158.22290,0
Contig158.25570,0
Contig158.25575,0
Contig158.25582,0
Contig158.25600,0
Contig158.25633,0
Contig158.25675,0
Contig158.25706,0
Contig158.25724,0
Contig158.25750,0
Contig158.25752,0
Contig158.25776,0
Contig158.25792,0
Contig158.25797,0
Contig158.25812,0
Contig158.25837,0
Contig158.25867,0
Contig158.26211,0
Contig158.26246,0
Contig158.26258,0
Contig158.26268,0
Contig158.26304,0
Contig158.26323,0
Contig158.26325,0
Contig158.26330,0
Contig158.26335,0
Contig158.26340,0
Contig158.26343,0
Contig158.26351,0
Contig158.26376,0
Contig158.26386,0
Contig158.26388,0
Contig158.26408,0
Contig158.26415,0
Contig158.26433,0
Contig158.26454,0
Contig158.26460,0
Contig158.26465,0
Contig158.26472,0
Contig158.26493,0
Contig158.26504,0
Contig158.26511,0
Contig158.26527,0
Contig158.26580,0
Contig158.26662,0
Contig158.26664,0
Contig158.26667,0
Contig158.26671,0
Contig158.27162,0
Contig158.27219,0
Contig158.27228,0
Contig158.27237,0
Contig158.27274,0
Contig158.27301,0
Contig158.27314,0
Contig158.27317,0
Contig158.27329,0
Contig158.27337,0
Contig158.27344,0
Contig158.27362,0
Contig158.27371,0
Contig158.27398,0
Contig158.27411,0
Contig158.27422,0
Contig158.27465,0
Contig158.29674,0
Contig158.29705,0
Contig158.29728,0
Contig158.29737,0
Contig158.29739,0
Contig158.29750,0
Contig158.29754,0
Contig158.29782,0
Contig158.29794,0
Contig158.29832,0
Contig158.29837,0
Contig158.29839,0
Contig158.29854,0
Contig158.29858,0
Contig158.29864,0
Contig158.29870,0
Contig158.29890,0
Contig158.30882,0
Contig158.30895,0
Contig158.31761,0
Contig158.31771,0
Contig158.31777,0
Contig158.31830,0
Contig158.31844,0
Contig158.33182,0
Contig158.33777,0
Contig158.33816,0
Contig158.33822,0
Contig158.33836,0
Contig158.33864,0
Contig158.33868,0
Contig158.33874,0
Contig158.33888,0
Contig158.33913,0
Contig158.33924,0
Contig158.33939,0
Contig158.33946,0
Contig158.33951,0
Contig158.33979,0
Contig158.33985,0
Contig158.34820,0
Contig158.35343,0
Contig158.35345,0
Contig158.35384,0
Contig158.35390,0
Contig158.35393,0
Contig158.35398,0
Contig158.35413,0
Contig158.35470,0
Contig158.35497,0
Contig158.35501,0
Contig158.35519,0
Contig158.35531,0
Contig158.35763,0
Contig158.35766,0
Contig158.35773,0
Contig158.35799,0
Contig158.35802,0
Contig158.35807,0
Contig158.35814,0
Contig158.35828,0
Contig158.35936,0
Contig15836.24720,0
Contig15836.25468,0
Contig15836.25484,0
Contig15836.25493,0
Contig15836.25527,0
Contig15836.25549,0
Contig15836.25566,0
Contig15836.25619,0
Contig15836.25632,0
Contig15836.25783,0
Contig15836.25788,0
Contig15836.25837,0
Contig15836.25847,0
Contig15836.25855,0
Contig15836.26007,0
Contig158.36684,0
Contig158.36700,0
Contig158.36703,0
Contig158.37443,0
Contig158.37454,0
Contig158.37471,0
Contig158.37497,0
Contig158.37527,0
Contig158.37795,0
Contig158.37821,0
Contig158.37836,0
Contig158.37844,0
Contig158.37872,0
Contig158.37906,0
Contig158.38001,0
Contig158.7740,0
Contig158.7775,0
Contig158.7780,0
Contig158.7797,0
Contig158.7840,0
Contig158.7847,0
Contig158.7852,0
Contig158.7857,0
Contig158.7870,0
Contig158.7882,0
Contig158.7906,0
Contig158.8222,0
Contig158.8268,0
Contig158.8289,0
Contig158.8318,0
Contig158.8341,0
Contig158.8344,0
Contig158.8346,0
Contig158.8357,0
Contig158.8378,0
Contig158.8382,0
Contig158.8389,0
Contig158.8391,0
Contig158.8411,0
Contig158.8427,0
Contig15885.17302,0
Contig15885.17310,0
Contig15885.17372,0
Contig15885.17377,0
Contig15885.17384,0
Contig15885.17390,0
Contig15885.17439,0
Contig15885.36806,0
Contig15885.36823,0
Contig15885.36830,0
Contig15885.36881,0
Contig15885.36883,0
Contig15885.36887,0
Contig15902.676,0
Contig15902.738,0
Contig15905.1261,0
Contig15905.1304,0
Contig15905.15421,0
Contig15905.15434,0
Contig15905.15523,0
Contig15905.197,0
Contig15905.233,0
Contig15905.251,0
Contig15905.279,0
Contig15905.290,0
Contig15905.302,0
Contig15905.306,0
Contig15905.324,0
Contig15905.327,0
Contig15905.434,0
Contig15905.449,0
Contig15905.474,0
Contig1590.5555,0
Contig1590.5564,0
Contig1590.5604,0
Contig1590.5629,0
Contig1590.5654,0
Contig15905.7519,0
Contig15905.7710,0
Contig15905.7714,0
Contig15905.7757,0
Contig15905.7774,0
Contig1590.5955,0
Contig15906.15756,0
Contig15906.15980,0
Contig15906.16872,0
Contig15906.16939,0
Contig15906.17129,0
Contig15906.17140,0
Contig15906.17356,0
Contig15906.18245,0
Contig15906.18412,0
Contig15906.18427,0
Contig15906.19287,0
Contig15906.19304,0
Contig15906.19310,0
Contig15906.19314,0
Contig15906.19323,0
Contig15906.19749,0
Contig15906.19752,0
Contig15906.19790,0
Contig159.12726,0
Contig159.12736,0
Contig159.13665,0
Contig15922.30317,0
Contig15922.30321,0
Contig15922.30323,0
Contig15922.30732,0
Contig15922.30925,0
Contig15922.32006,0
Contig15922.32060,0
Contig15922.32064,0
Contig15922.34919,0
Contig15922.34948,0
Contig15922.46837,0
Contig15941.41763,0
Contig15942.15209,0
Contig15942.15232,0
Contig15942.15256,0
Contig15942.15266,0
Contig15942.15274,0
Contig15942.15277,0
Contig15942.15289,0
Contig15942.15292,0
Contig15942.15306,0
Contig15942.16758,0
Contig15942.16804,0
Contig15942.16817,0
Contig15942.16839,0
Contig15942.16850,0
Contig15942.16881,0
Contig15942.16897,0
Contig15942.16929,0
Contig15942.16948,0
Contig15942.17046,0
Contig15942.17947,0
Contig15942.17991,0
Contig15942.18012,0
Contig15942.19149,0
Contig15942.19272,0
Contig15942.19323,0
Contig15942.19347,0
Contig15942.19356,0
Contig15942.19389,0
Contig15942.19452,0
Contig15942.19466,0
Contig15942.19473,0
Contig15942.19481,0
Contig15942.19976,0
Contig15942.20111,0
Contig15942.21822,0
Contig15942.21829,0
Contig15942.2836,0
Contig15942.2845,0
Contig15942.3035,0
Contig15947.4581,0
Contig15948.381,0
Contig15948.403,0
Contig15948.415,0
Contig15966.5130,0
Contig15966.5316,0
Contig15966.5320,0
Contig15966.5327,0
Contig15966.5331,0
Contig15966.5338,0
Contig15966.5345,0
Contig15966.5349,0
Contig15966.7268,0
Contig15966.7275,0
Contig15966.7277,0
Contig15966.7281,0
Contig15966.7288,0
Contig15966.7292,0
Contig15976.26443,0
Contig15979.2762,0
Contig15979.2828,0
Contig15979.2842,0
Contig15979.2865,0
Contig15979.2895,0
Contig15979.2918,0
Contig15979.2948,0
Contig15979.2961,0
Contig15979.2982,0
Contig15979.2984,0
Contig15979.2991,0
Contig15979.2999,0
Contig15979.3016,0
Contig15979.3026,0
Contig15979.3029,0
Contig15979.3094,0
Contig15979.3125,0
Contig15979.3149,0
Contig15979.3161,0
Contig15979.5468,0
Contig15979.6024,0
Contig15979.6032,0
Contig15979.6040,0
Contig15979.6059,0
Contig15979.6070,0
Contig15979.6082,0
Contig15979.6100,0
Contig15979.6127,0
Contig15979.6137,0
Contig15979.6145,0
Contig15979.6160,0
Contig15979.6186,0
Contig15979.6267,0
Contig15979.6461,0
Contig15979.7528,0
Contig15979.7558,0
Contig15979.7564,0
Contig15979.7577,0
Contig15979.7620,0
Contig15979.7656,0
Contig15979.7659,0
Contig15979.7661,0
Contig15979.7670,0
Contig15979.8770,0
Contig15979.8800,0
Contig15979.8803,0
Contig15979.8812,0
Contig15979.8818,0
Contig15979.8851,0
Contig15979.9289,0
Contig15979.9295,0
Contig15979.9303,0
Contig15979.9321,0
Contig15979.9354,0
Contig15979.9366,0
Contig15979.9397,0
Contig15981.3322,0
Contig15981.3374,0
Contig15981.3387,0
Contig15981.3408,0
Contig15981.4253,0
Contig15981.4325,0
Contig15981.4327,0
Contig15981.4331,0
Contig15981.4347,0
Contig15981.4368,0
Contig15981.4725,0
Contig15981.4746,0
Contig15981.4792,0
Contig15981.4798,0
Contig15981.4805,0
Contig15981.4815,0
Contig15981.4827,0
Contig15981.4836,0
Contig15981.4842,0
Contig15981.4865,0
Contig15981.5880,0
Contig15981.6392,0
Contig15981.6417,0
Contig15981.6516,0
Contig15981.6519,0
Contig15981.6527,0
Contig15981.6536,0
Contig15981.6574,0
Contig15981.6582,0
Contig15981.6591,0
Contig15981.6722,0
Contig15981.6726,0
Contig15981.6747,0
Contig15981.6995,0
Contig15981.7011,0
Contig15981.861,0
Contig15981.8788,0
Contig15981.8793,0
Contig15981.8795,0
Contig15981.8805,0
Contig15981.8817,0
Contig15981.8861,0
Contig15981.8873,0
Contig15981.8881,0
Contig15981.8884,0
Contig15981.8887,0
Contig15981.8907,0
Contig15981.8937,0
Contig16026.2599,0
Contig16026.2607,0
Contig160.46631,0
Contig160.50824,0
Contig160.51280,0
Contig160.51286,0
Contig16063.15720,0
Contig16063.20615,0
Contig16063.20693,0
Contig16063.20702,0
Contig16063.20705,0
Contig16063.20741,0
Contig16063.20770,0
Contig16063.20781,0
Contig16063.20788,0
Contig16063.20817,0
Contig16063.20830,0
Contig16063.20833,0
Contig16063.22357,0
Contig16063.22365,0
Contig16063.22417,0
Contig16063.22425,0
Contig16063.22429,0
Contig16063.22432,0
Contig16063.22441,0
Contig16063.24414,0
Contig16063.28962,0
Contig16063.28967,0
Contig16063.7865,0
Contig16063.7902,0
Contig16063.7907,0
Contig16063.7910,0
Contig16063.7936,0
Contig16063.7942,0
Contig16063.7962,0
Contig16063.8009,0
Contig16063.8019,0
Contig16063.8023,0
Contig16063.8028,0
Contig16063.8051,0
Contig16063.8073,1
Contig16063.8076,0
Contig16063.8079,0
Contig16063.8104,0
Contig16063.8545,0
Contig16063.8562,0
Contig16063.8566,0
Contig16063.8603,0
Contig16063.8618,0
Contig16063.8644,0
Contig16063.8652,0
Contig16063.8662,0
Contig16063.8680,0
Contig16063.8683,0
Contig16063.8703,0
Contig16063.8721,0
Contig16063.8768,0
Contig16063.8817,0
Contig16063.8877,0
Contig16063.8902,0
Contig16111.2603,0
Contig16111.2638,0
Contig16111.2673,0
Contig16111.2691,0
Contig16111.2703,0
Contig16111.2706,0
Contig16111.2709,0
Contig16111.2728,0
Contig16111.2731,0
Contig16111.2739,0
Contig16111.2754,0
Contig16111.2808,0
Contig16111.2810,0
Contig16111.2831,0
Contig16111.2881,0
Contig16111.2899,0
Contig16111.2911,0
Contig16111.2923,0
Contig16111.3014,0
Contig16120.17674,0
Contig16120.17679,0
Contig16120.21581,0
Contig16120.21603,0
Contig16120.21620,0
Contig16120.21657,0
Contig16120.32052,0
Contig16133.19709,0
Contig16133.20059,0
Contig16133.20094,0
Contig16140.5267,0
Contig16140.5364,0
Contig16140.5408,0
Contig16140.5418,0
Contig16140.5442,0
Contig16140.5450,0
Contig16140.5484,0
Contig16140.5490,0
Contig16140.5558,0
Contig16140.5661,0
Contig16140.5806,0
Contig16140.5824,0
Contig16140.5844,0
Contig16140.5886,0
Contig16140.5900,0
Contig16154.173,0
Contig16154.197,0
Contig16154.221,0
Contig16154.224,0
Contig16154.230,0
Contig16154.239,0
