"Quant_Varia"	"contig_gene"	"start_gene"	"end_gene"	"Pst_Values"
"Contig23108_2928_18632"	"Contig23108"	"2928"	"18632"	0.65488469453176
"Contig23136_3252_14107"	"Contig23136"	"3252"	"14107"	0.508013174118258
"Contig23174_28578_49941"	"Contig23174"	"28578"	"49941"	0.0639482953622498
"Contig23175_1839_7266"	"Contig23175"	"1839"	"7266"	0.030338099660063
"Contig23208_15482_48918"	"Contig23208"	"15482"	"48918"	0.0900686523696581
"Contig23249_5370_14986"	"Contig23249"	"5370"	"14986"	0.339253249404183
"Contig23342_7466_19075"	"Contig23342"	"7466"	"19075"	0.228070392725827
"Contig23432_1_6865"	"Contig23432"	"1"	"6865"	0.0268110928223151
"Contig23485_1_38864"	"Contig23485"	"1"	"38864"	0.403686690515345
"Contig23508_4315_34213"	"Contig23508"	"4315"	"34213"	0.0887603210110496
"Contig23552_852_10512"	"Contig23552"	"852"	"10512"	0.00609363946145245
"Contig23584_638_30063"	"Contig23584"	"638"	"30063"	0.137939406019563
"Contig23584_6974_28646"	"Contig23584"	"6974"	"28646"	0.137939406019563
"Contig23590_1_15494"	"Contig23590"	"1"	"15494"	0.498944136194632
"Contig23612_18647_33782"	"Contig23612"	"18647"	"33782"	0.69298168853966
"Contig23615_44699_49541"	"Contig23615"	"44699"	"49541"	0.258795968325461
"Contig23630_10450_23114"	"Contig23630"	"10450"	"23114"	0.125164438037212
"Contig23630_15631_38529"	"Contig23630"	"15631"	"38529"	0.125164438037212
"Contig23659_1_26889"	"Contig23659"	"1"	"26889"	0.618276445746669
"Contig23718_1_22108"	"Contig23718"	"1"	"22108"	0.636397242691852
"Contig23800_1_30388"	"Contig23800"	"1"	"30388"	0.613189418303221
"Contig2382_1_7140"	"Contig2382"	"1"	"7140"	0.00261489407785168
"Contig23820_1_2967"	"Contig23820"	"1"	"2967"	0.402481274953633
"Contig23823_3368_14200"	"Contig23823"	"3368"	"14200"	0.459767385641078
"Contig23884_2321_7527"	"Contig23884"	"2321"	"7527"	0.828270010121325
"Contig23902_3715_14437"	"Contig23902"	"3715"	"14437"	0.162715212118344
"Contig23902_847_7061"	"Contig23902"	"847"	"7061"	0.162715212118344
"Contig23997_1_17440"	"Contig23997"	"1"	"17440"	0.0312367973360167
"Contig24017_1_17351"	"Contig24017"	"1"	"17351"	0.291776690324813
"Contig24022_1_13266"	"Contig24022"	"1"	"13266"	0.00899008020897461
"Contig24022_9371_23331"	"Contig24022"	"9371"	"23331"	0.452120447368693
"Contig24055_1_15256"	"Contig24055"	"1"	"15256"	0.0053782548268771
"Contig24120_1788_12375"	"Contig24120"	"1788"	"12375"	0.630029655008083
"Contig24121_16197_31007"	"Contig24121"	"16197"	"31007"	0.615413950841719
"Contig24215_1_23421"	"Contig24215"	"1"	"23421"	0.375703684507027
"Contig24215_13758_23108"	"Contig24215"	"13758"	"23108"	0.273784540498504
"Contig24301_381_4787"	"Contig24301"	"381"	"4787"	0.683194555883429
"Contig24326_10871_44999"	"Contig24326"	"10871"	"44999"	0.0524217304032986
"Contig24326_18828_42940"	"Contig24326"	"18828"	"42940"	0.0524217304032986
"Contig24328_1_4562"	"Contig24328"	"1"	"4562"	0.0992528952932245
"Contig24345_1_23029"	"Contig24345"	"1"	"23029"	0.342215452263335
"Contig24387_5190_13335"	"Contig24387"	"5190"	"13335"	0.0265684742142652
"Contig24429_2399_20384"	"Contig24429"	"2399"	"20384"	0.010598321599511
"Contig24465_3629_14405"	"Contig24465"	"3629"	"14405"	0.0258655091222599
"Contig24471_10419_25854"	"Contig24471"	"10419"	"25854"	0.104346705253171
"Contig24471_26794_33008"	"Contig24471"	"26794"	"33008"	0.0784990288535473
"Contig24479_1_3357"	"Contig24479"	"1"	"3357"	0.0787802186509394
"Contig24520_13855_35443"	"Contig24520"	"13855"	"35443"	0.106155893488524
"Contig2456_32957_37121"	"Contig2456"	"32957"	"37121"	0.476923531253971
"Contig24587_1_9626"	"Contig24587"	"1"	"9626"	0.550319914593421
"Contig24588_1_22691"	"Contig24588"	"1"	"22691"	0.262554987231115
"Contig24629_1_10164"	"Contig24629"	"1"	"10164"	0.0974019880730119
"Contig24637_1_32617"	"Contig24637"	"1"	"32617"	0.140012910718814
"Contig24745_1_21182"	"Contig24745"	"1"	"21182"	0.355167673949927
"Contig24745_17400_35588"	"Contig24745"	"17400"	"35588"	0.620951115869278
"Contig24745_32281_44112"	"Contig24745"	"32281"	"44112"	0.339874547033253
"Contig24773_3357_21458"	"Contig24773"	"3357"	"21458"	0.309425515338904
"Contig24776_1636_30166"	"Contig24776"	"1636"	"30166"	0.396412834053395
"Contig24781_363_54811"	"Contig24781"	"363"	"54811"	0.194263027086796
"Contig24791_7341_51957"	"Contig24791"	"7341"	"51957"	0.656058357219055
"Contig248_1044_27069"	"Contig248"	"1044"	"27069"	0.526074247320451
"Contig24864_1_33589"	"Contig24864"	"1"	"33589"	0.00802772487612016
"Contig24867_63_31952"	"Contig24867"	"63"	"31952"	0.000768124037320265
"Contig24869_12882_37083"	"Contig24869"	"12882"	"37083"	0.108232764933203
"Contig24928_1_20349"	"Contig24928"	"1"	"20349"	0.000792763786547378
"Contig2497_682_15358"	"Contig2497"	"682"	"15358"	0.585224307883128
"Contig25040_1_29810"	"Contig25040"	"1"	"29810"	0.518386802693888
"Contig25106_4574_13564"	"Contig25106"	"4574"	"13564"	0.13593320804647
"Contig25135_1_10869"	"Contig25135"	"1"	"10869"	0.606794443813406
"Contig2514_7301_13741"	"Contig2514"	"7301"	"13741"	0.0244248583926893
"Contig25174_18618_26748"	"Contig25174"	"18618"	"26748"	0.0297992941360198
"Contig25203_12812_44122"	"Contig25203"	"12812"	"44122"	0.00525409818547852
"Contig25333_1_9268"	"Contig25333"	"1"	"9268"	0.429794618206979
"Contig25333_6097_9268"	"Contig25333"	"6097"	"9268"	0.486590671223967
"Contig25351_23101_29721"	"Contig25351"	"23101"	"29721"	0.460160100869964
"Contig25351_6446_21830"	"Contig25351"	"6446"	"21830"	0.0353594984839535
"Contig25354_1_10525"	"Contig25354"	"1"	"10525"	0.00135044421270272
"Contig25389_135_9305"	"Contig25389"	"135"	"9305"	0.670787645537826
"Contig25418_1_15704"	"Contig25418"	"1"	"15704"	0.494803815218047
"Contig25426_1_24923"	"Contig25426"	"1"	"24923"	0.0439849509361201
"Contig25452_35106_57109"	"Contig25452"	"35106"	"57109"	0.211085305252449
"Contig25479_1_10722"	"Contig25479"	"1"	"10722"	0.0223531615774757
"Contig25479_11198_35590"	"Contig25479"	"11198"	"35590"	0.646478067958462
"Contig25496_3474_25642"	"Contig25496"	"3474"	"25642"	0.408037882338724
"Contig25496_497_35886"	"Contig25496"	"497"	"35886"	0.408037882338724
"Contig25616_4867_12626"	"Contig25616"	"4867"	"12626"	0.54978465015775
"Contig25646_1_24132"	"Contig25646"	"1"	"24132"	0.607407044983425
"Contig25694_1_15803"	"Contig25694"	"1"	"15803"	0.0312416023457397
"Contig2575_4427_16428"	"Contig2575"	"4427"	"16428"	0.211487410880657
"Contig25780_1_18728"	"Contig25780"	"1"	"18728"	0.244300458117529
"Contig25818_2107_25769"	"Contig25818"	"2107"	"25769"	0.126481930916155
"Contig25837_1_14247"	"Contig25837"	"1"	"14247"	6.62874113149022e-06
"Contig25867_11741_36937"	"Contig25867"	"11741"	"36937"	0.000299213093257906
"Contig25869_16745_36021"	"Contig25869"	"16745"	"36021"	0.278586462128023
"Contig25890_1_8443"	"Contig25890"	"1"	"8443"	0.257880928120151
"Contig25943_1_6429"	"Contig25943"	"1"	"6429"	0.36662179620584
"Contig25952_2197_25355"	"Contig25952"	"2197"	"25355"	0.917902754860357
"Contig25953_2825_10849"	"Contig25953"	"2825"	"10849"	0.0124687428287537
"Contig25953_924_13288"	"Contig25953"	"924"	"13288"	0.0124687428287537
"Contig26006_1_3343"	"Contig26006"	"1"	"3343"	0.664777562213539
"Contig26007_28209_52277"	"Contig26007"	"28209"	"52277"	0.0302994126738007
"Contig26007_48100_68532"	"Contig26007"	"48100"	"68532"	0.491727401490039
"Contig26025_13266_54422"	"Contig26025"	"13266"	"54422"	0.0264416102969825
"Contig26027_7418_36515"	"Contig26027"	"7418"	"36515"	0.334031757301615
"Contig26041_1_3131"	"Contig26041"	"1"	"3131"	0.795653825490216
"Contig26071_1_3720"	"Contig26071"	"1"	"3720"	0.760487815305673
"Contig26125_1_19451"	"Contig26125"	"1"	"19451"	0.834080979086598
"Contig263_5899_55243"	"Contig263"	"5899"	"55243"	0.4280643763861
"Contig26349_1_11096"	"Contig26349"	"1"	"11096"	0.22341499376996
"Contig26355_10466_14760"	"Contig26355"	"10466"	"14760"	0.628413092346122
"Contig26355_3391_14367"	"Contig26355"	"3391"	"14367"	0.628413092346122
"Contig26383_17229_24325"	"Contig26383"	"17229"	"24325"	0.273873331782136
"Contig26385_1_2201"	"Contig26385"	"1"	"2201"	0.612709655388071
"Contig26432_19578_25654"	"Contig26432"	"19578"	"25654"	0.236457895681973
"Contig2650_13_7851"	"Contig2650"	"13"	"7851"	0.0415040225986666
"Contig26524_6701_21824"	"Contig26524"	"6701"	"21824"	0.276869777166555
"Contig26541_30018_42732"	"Contig26541"	"30018"	"42732"	0.00329213766502393
"Contig26552_507_34457"	"Contig26552"	"507"	"34457"	2.72901182366892e-05
"Contig26622_31363_36297"	"Contig26622"	"31363"	"36297"	0.263202648652641
"Contig26622_7516_35423"	"Contig26622"	"7516"	"35423"	0.485432665475562
"Contig26647_2329_10872"	"Contig26647"	"2329"	"10872"	0.0798238470753152
"Contig26653_1_8608"	"Contig26653"	"1"	"8608"	0.762797334647152
"Contig267_1_29916"	"Contig267"	"1"	"29916"	0.221642705829815
"Contig26705_1_27526"	"Contig26705"	"1"	"27526"	0.322648754522809
"Contig2674_8263_16407"	"Contig2674"	"8263"	"16407"	0.573711285346347
"Contig26826_14718_47187"	"Contig26826"	"14718"	"47187"	0.17407724625078
"Contig26855_17439_32265"	"Contig26855"	"17439"	"32265"	0.714252292696103
"Contig26860_1_9133"	"Contig26860"	"1"	"9133"	0.0470106528981629
"Contig26862_8208_14947"	"Contig26862"	"8208"	"14947"	0.423452948672771
"Contig26879_874_14705"	"Contig26879"	"874"	"14705"	0.755249457451625
"Contig26943_1_9038"	"Contig26943"	"1"	"9038"	0.0445080015924538
"Contig26949_1_10303"	"Contig26949"	"1"	"10303"	0.410677569608455
"Contig26949_5731_15837"	"Contig26949"	"5731"	"15837"	0.470064844807551
"Contig26955_1_40004"	"Contig26955"	"1"	"40004"	0.066005843804739
"Contig26961_5353_17863"	"Contig26961"	"5353"	"17863"	0.193064819865994
"Contig2703_1_10844"	"Contig2703"	"1"	"10844"	0.838893558543751
"Contig27063_1772_20367"	"Contig27063"	"1772"	"20367"	0.0841217881428691
"Contig27063_591_23991"	"Contig27063"	"591"	"23991"	0.0841217881428691
"Contig27106_983_31659"	"Contig27106"	"983"	"31659"	0.420300274421394
"Contig2713_1_15857"	"Contig2713"	"1"	"15857"	0.754772449046746
"Contig27145_24638_31555"	"Contig27145"	"24638"	"31555"	0.429823527291369
"Contig2720_3139_16078"	"Contig2720"	"3139"	"16078"	0.254649604026322
"Contig27218_763_5023"	"Contig27218"	"763"	"5023"	0.445386684554372
"Contig27220_1_5996"	"Contig27220"	"1"	"5996"	0.00505542434957526
"Contig27277_633_22629"	"Contig27277"	"633"	"22629"	0.32300443625355
"Contig27321_6905_11213"	"Contig27321"	"6905"	"11213"	0.72227452136098
"Contig27384_8803_39625"	"Contig27384"	"8803"	"39625"	0.0487867004225238
"Contig27417_423_5874"	"Contig27417"	"423"	"5874"	0.250056503614559
"Contig27445_846_18223"	"Contig27445"	"846"	"18223"	0.0381067812456301
"Contig275_1_12573"	"Contig275"	"1"	"12573"	0.308950250289744
"Contig275_25924_32250"	"Contig275"	"25924"	"32250"	0.726259278818162
"Contig27552_3064_37252"	"Contig27552"	"3064"	"37252"	7.14069558703041e-08
"Contig27574_24241_35570"	"Contig27574"	"24241"	"35570"	0.820644199475709
"Contig27602_1_7825"	"Contig27602"	"1"	"7825"	0.776004806153548
"Contig27602_12276_28380"	"Contig27602"	"12276"	"28380"	0.762035369743448
"Contig27660_1981_18993"	"Contig27660"	"1981"	"18993"	0.639043515969807
"Contig27665_1_5938"	"Contig27665"	"1"	"5938"	0.159230537481596
"Contig27783_7767_19399"	"Contig27783"	"7767"	"19399"	0.0838289161766179
"Contig27837_504_12956"	"Contig27837"	"504"	"12956"	0.118680857357892
"Contig27878_51393_72146"	"Contig27878"	"51393"	"72146"	0.454763648227741
"Contig27879_1_26501"	"Contig27879"	"1"	"26501"	0.00141138088614933
"Contig27916_1969_28688"	"Contig27916"	"1969"	"28688"	0.014402996323077
"Contig27942_16907_33200"	"Contig27942"	"16907"	"33200"	0.212161828207774
"Contig280_5772_38131"	"Contig280"	"5772"	"38131"	0.0912403378852477
"Contig28003_7187_29310"	"Contig28003"	"7187"	"29310"	0.231277812942727
"Contig28023_1_3084"	"Contig28023"	"1"	"3084"	0.0423432711017749
"Contig28025_13642_19140"	"Contig28025"	"13642"	"19140"	0.207648386286474
"Contig28040_4270_28048"	"Contig28040"	"4270"	"28048"	0.626591031769867
"Contig28100_9547_14787"	"Contig28100"	"9547"	"14787"	0.551255697645479
"Contig28158_1_5831"	"Contig28158"	"1"	"5831"	0.067376105332777
"Contig28186_1_4956"	"Contig28186"	"1"	"4956"	0.00647100110559498
"Contig28218_17033_29253"	"Contig28218"	"17033"	"29253"	0.481663080301942
"Contig28241_1_27288"	"Contig28241"	"1"	"27288"	0.467665533878313
"Contig28314_18760_26231"	"Contig28314"	"18760"	"26231"	0.18452330243065
"Contig28318_35767_59422"	"Contig28318"	"35767"	"59422"	0.33107572916354
"Contig28319_1_8898"	"Contig28319"	"1"	"8898"	0.17681353342461
"Contig28319_5347_9907"	"Contig28319"	"5347"	"9907"	0.00618990327991749
"Contig28319_6047_11071"	"Contig28319"	"6047"	"11071"	0.00618990327991749
"Contig28372_1_18659"	"Contig28372"	"1"	"18659"	0.288739776321843
"Contig28393_395_23570"	"Contig28393"	"395"	"23570"	0.278667747220531
"Contig28397_2833_25149"	"Contig28397"	"2833"	"25149"	0.288965684360127
"Contig28408_1_12856"	"Contig28408"	"1"	"12856"	0.242039133847563
"Contig28409_6888_17822"	"Contig28409"	"6888"	"17822"	0.52016072591634
"Contig28420_6403_28592"	"Contig28420"	"6403"	"28592"	0.0824694568554434
"Contig2844_1_4984"	"Contig2844"	"1"	"4984"	0.0317220249144713
"Contig28461_1_21112"	"Contig28461"	"1"	"21112"	0.586472438327754
"Contig28473_2338_7444"	"Contig28473"	"2338"	"7444"	0.0385429959901251
"Contig28486_1_8893"	"Contig28486"	"1"	"8893"	0.353532720220428
"Contig28652_1_8147"	"Contig28652"	"1"	"8147"	0.501185931764111
"Contig28669_3835_25022"	"Contig28669"	"3835"	"25022"	0.68489468269951
"Contig28778_8833_62055"	"Contig28778"	"8833"	"62055"	0.0402936791195044
"Contig28779_1_4634"	"Contig28779"	"1"	"4634"	0.0708723125106501
"Contig28780_1_13951"	"Contig28780"	"1"	"13951"	0.492707086528921
"Contig28854_1092_14154"	"Contig28854"	"1092"	"14154"	0.256870948959078
"Contig28895_5132_42146"	"Contig28895"	"5132"	"42146"	0.804330789828315
"Contig28902_528_13774"	"Contig28902"	"528"	"13774"	0.383101628004226
"Contig28910_1_17441"	"Contig28910"	"1"	"17441"	0.494280319255609
"Contig28973_1_27292"	"Contig28973"	"1"	"27292"	0.060330335133834
"Contig28996_2332_47886"	"Contig28996"	"2332"	"47886"	0.00381903880019947
"Contig29_20374_49980"	"Contig29"	"20374"	"49980"	0.416254774300336
"Contig29159_1_6137"	"Contig29159"	"1"	"6137"	0.645262667410579
"Contig29164_2345_25770"	"Contig29164"	"2345"	"25770"	0.631979116386277
"Contig29266_1495_8036"	"Contig29266"	"1495"	"8036"	0.0148316338538723
"Contig29279_2220_19744"	"Contig29279"	"2220"	"19744"	0.0636495946069533
"Contig29316_189_23313"	"Contig29316"	"189"	"23313"	0.374277653174489
"Contig2935_440_10573"	"Contig2935"	"440"	"10573"	0.698689203573872
"Contig29369_16229_62302"	"Contig29369"	"16229"	"62302"	0.234564310540366
"Contig29376_6656_23323"	"Contig29376"	"6656"	"23323"	0.379348790556526
"Contig29419_11049_24935"	"Contig29419"	"11049"	"24935"	0.591457924153927
"Contig29426_562_7190"	"Contig29426"	"562"	"7190"	0.0246569373768977
"Contig29482_4124_27201"	"Contig29482"	"4124"	"27201"	0.522244803714802
"Contig29494_1_6678"	"Contig29494"	"1"	"6678"	0.0153455577731396
"Contig295049_1_6820"	"Contig295049"	"1"	"6820"	0.616393816825707
"Contig29697_216_21570"	"Contig29697"	"216"	"21570"	0.150730591268767
"Contig29700_1_10474"	"Contig29700"	"1"	"10474"	0.0143388534620676
"Contig29712_15329_39330"	"Contig29712"	"15329"	"39330"	0.365602437534786
"Contig29712_24855_46819"	"Contig29712"	"24855"	"46819"	0.154978742242734
"Contig29713_1_12220"	"Contig29713"	"1"	"12220"	0.528235158839265
"Contig29728_1_6005"	"Contig29728"	"1"	"6005"	0.261439401432233
"Contig29846_1_4018"	"Contig29846"	"1"	"4018"	0.363666152285193
"Contig29869_77_26144"	"Contig29869"	"77"	"26144"	0.785038964557761
"Contig29971_6146_39953"	"Contig29971"	"6146"	"39953"	0.89881165373153
"Contig30007_23318_38929"	"Contig30007"	"23318"	"38929"	0.26715737869604
"Contig30023_5404_33786"	"Contig30023"	"5404"	"33786"	0.0385841180328326
"Contig30051_3979_18093"	"Contig30051"	"3979"	"18093"	0.341169477627106
"Contig30084_1_14368"	"Contig30084"	"1"	"14368"	0.762317908963849
"Contig30084_1_17785"	"Contig30084"	"1"	"17785"	0.762317908963849
"Contig30143_1_16892"	"Contig30143"	"1"	"16892"	0.662928769982024
"Contig30144_18682_37029"	"Contig30144"	"18682"	"37029"	0.0669183164068798
"Contig30156_1_8473"	"Contig30156"	"1"	"8473"	0.276598208129779
"Contig30260_20038_27736"	"Contig30260"	"20038"	"27736"	0.499631729876937
"Contig30275_14639_26328"	"Contig30275"	"14639"	"26328"	0.578781019710654
"Contig30290_1_9951"	"Contig30290"	"1"	"9951"	0.279682010800408
"Contig30290_7685_15278"	"Contig30290"	"7685"	"15278"	0.0102635223669125
"Contig30353_2650_45663"	"Contig30353"	"2650"	"45663"	0.00698838215068931
"Contig30369_9452_26113"	"Contig30369"	"9452"	"26113"	0.540524522830096
"Contig30376_1_17384"	"Contig30376"	"1"	"17384"	0.0801654051852211
"Contig30392_37834_65578"	"Contig30392"	"37834"	"65578"	0.129636016077396
"Contig30398_1_12377"	"Contig30398"	"1"	"12377"	0.256771798077154
"Contig30398_5047_17564"	"Contig30398"	"5047"	"17564"	0.256771798077154
"Contig30596_3527_19944"	"Contig30596"	"3527"	"19944"	0.707921851405746
"Contig30624_3098_8039"	"Contig30624"	"3098"	"8039"	0.328656884853136
"Contig30647_420_41965"	"Contig30647"	"420"	"41965"	0.0069746532239639
"Contig30720_1_17749"	"Contig30720"	"1"	"17749"	0.0433757638264713
"Contig30720_1651_10565"	"Contig30720"	"1651"	"10565"	0.0156116874772209
"Contig30760_1_23446"	"Contig30760"	"1"	"23446"	0.0832069602980085
"Contig30784_2860_19516"	"Contig30784"	"2860"	"19516"	0.374481601272114
"Contig308_249_28454"	"Contig308"	"249"	"28454"	0.2660894952164
"Contig30847_1_10315"	"Contig30847"	"1"	"10315"	0.55963022877657
"Contig3086_1_10391"	"Contig3086"	"1"	"10391"	0.121792616046294
"Contig30887_10245_15776"	"Contig30887"	"10245"	"15776"	0.0180942733729699
"Contig30887_13613_18793"	"Contig30887"	"13613"	"18793"	0.387804263055952
"Contig30916_1_15317"	"Contig30916"	"1"	"15317"	0.107362571909642
"Contig30946_849_33457"	"Contig30946"	"849"	"33457"	0.0011093329566913
"Contig30973_1_4249"	"Contig30973"	"1"	"4249"	0.0981781752291343
"Contig30980_566_15322"	"Contig30980"	"566"	"15322"	0.358046756592974
"Contig30989_3357_6790"	"Contig30989"	"3357"	"6790"	0.716258047578482
"Contig31018_172_15952"	"Contig31018"	"172"	"15952"	1.72947428800207e-05
"Contig31018_2791_17498"	"Contig31018"	"2791"	"17498"	1.72947428800207e-05
"Contig31019_11401_25073"	"Contig31019"	"11401"	"25073"	0.449807588510912
"Contig31124_1_8078"	"Contig31124"	"1"	"8078"	0.00278621468558042
"Contig31142_1_8973"	"Contig31142"	"1"	"8973"	0.0624916635947982
"Contig31171_1_40835"	"Contig31171"	"1"	"40835"	0.0461793988912688
"Contig31194_2708_16147"	"Contig31194"	"2708"	"16147"	0.198707352051757
"Contig31211_1_7010"	"Contig31211"	"1"	"7010"	0.873586490824884
"Contig31246_1_8547"	"Contig31246"	"1"	"8547"	0.803878207136282
"Contig31253_1_6060"	"Contig31253"	"1"	"6060"	0.215318375538154
"Contig31353_1_21440"	"Contig31353"	"1"	"21440"	0.156122141655542
"Contig31449_734_9227"	"Contig31449"	"734"	"9227"	0.718558961428921
"Contig31515_3597_22980"	"Contig31515"	"3597"	"22980"	0.347666929445469
"Contig31547_6124_12116"	"Contig31547"	"6124"	"12116"	0.792058664648609
"Contig31548_1_42665"	"Contig31548"	"1"	"42665"	0.176616965504061
"Contig31552_882_49147"	"Contig31552"	"882"	"49147"	0.41405030391213
"Contig31577_1_9910"	"Contig31577"	"1"	"9910"	0.327903037423493
"Contig31621_3362_23838"	"Contig31621"	"3362"	"23838"	0.00827893004124595
"Contig31628_1_20146"	"Contig31628"	"1"	"20146"	0.0686445311816215
"Contig31681_15601_41217"	"Contig31681"	"15601"	"41217"	0.00550775058512197
"Contig31681_17580_32778"	"Contig31681"	"17580"	"32778"	0.00510553714915902
"Contig317_1_33441"	"Contig317"	"1"	"33441"	0.367897305094026
"Contig31753_1_20905"	"Contig31753"	"1"	"20905"	0.331059682825767
"Contig31843_1_7290"	"Contig31843"	"1"	"7290"	0.130742006274471
"Contig3188_1_8048"	"Contig3188"	"1"	"8048"	0.172532778009287
"Contig31893_1_13654"	"Contig31893"	"1"	"13654"	0.613400570622625
"Contig31938_1_29852"	"Contig31938"	"1"	"29852"	0.350763864989908
"Contig31971_39130_53612"	"Contig31971"	"39130"	"53612"	0.425337361006654
"Contig320_22111_37848"	"Contig320"	"22111"	"37848"	0.0853607962396944
"Contig32060_1_20397"	"Contig32060"	"1"	"20397"	0.73090127324762
"Contig32080_16263_36889"	"Contig32080"	"16263"	"36889"	0.224429927153294
"Contig32080_18111_34024"	"Contig32080"	"18111"	"34024"	0.224429927153294
"Contig32108_3829_14676"	"Contig32108"	"3829"	"14676"	0.561961399116855
"Contig32187_24874_39331"	"Contig32187"	"24874"	"39331"	0.279110617060611
"Contig32401_13031_27618"	"Contig32401"	"13031"	"27618"	0.15028117306111
"Contig32438_1_3027"	"Contig32438"	"1"	"3027"	0.0387085021355046
"Contig32473_1_3308"	"Contig32473"	"1"	"3308"	0.454976266476669
"Contig32473_365_3520"	"Contig32473"	"365"	"3520"	0.454976266476669
"Contig32494_4350_16218"	"Contig32494"	"4350"	"16218"	0.231773921773637
"Contig32498_23029_35434"	"Contig32498"	"23029"	"35434"	0.228866938484787
"Contig3252_4403_13162"	"Contig3252"	"4403"	"13162"	0.341550381364115
"Contig32566_4290_23883"	"Contig32566"	"4290"	"23883"	0.720362778245861
"Contig32566_9055_42575"	"Contig32566"	"9055"	"42575"	0.605172775454674
"Contig3261_14436_30453"	"Contig3261"	"14436"	"30453"	0.0223731194841481
"Contig32627_1_4880"	"Contig32627"	"1"	"4880"	0.568461751247584
"Contig32656_3107_13766"	"Contig32656"	"3107"	"13766"	0.796482465237581
"Contig32705_4414_17267"	"Contig32705"	"4414"	"17267"	0.0579458624972639
"Contig3277_1_19214"	"Contig3277"	"1"	"19214"	0.293151239717187
"Contig32824_1_5745"	"Contig32824"	"1"	"5745"	0.212866983674807
"Contig32840_17083_22526"	"Contig32840"	"17083"	"22526"	0.399285994804402
"Contig32850_10224_17965"	"Contig32850"	"10224"	"17965"	0.388783290713927
"Contig32850_2612_7212"	"Contig32850"	"2612"	"7212"	0.632423133463036
"Contig32850_4660_9984"	"Contig32850"	"4660"	"9984"	0.657571998491049
"Contig32850_7288_13028"	"Contig32850"	"7288"	"13028"	0.513706575300817
"Contig32850_739_5305"	"Contig32850"	"739"	"5305"	0.0252379718100055
"Contig3289_8844_24515"	"Contig3289"	"8844"	"24515"	0.0638325231045884
"Contig32903_1_20185"	"Contig32903"	"1"	"20185"	0.0114882893847678
"Contig32939_15224_23813"	"Contig32939"	"15224"	"23813"	0.709097152740253
"Contig33029_1_13522"	"Contig33029"	"1"	"13522"	0.0112078953289674
"Contig33029_1457_17095"	"Contig33029"	"1457"	"17095"	0.0112078953289674
"Contig3303_1_13276"	"Contig3303"	"1"	"13276"	0.0109043263147502
"Contig33034_59587_69778"	"Contig33034"	"59587"	"69778"	3.15337774296999e-05
"Contig3304_1_10022"	"Contig3304"	"1"	"10022"	0.0632434315226066
"Contig33096_1_11347"	"Contig33096"	"1"	"11347"	0.5812637763438
"Contig33096_4863_25774"	"Contig33096"	"4863"	"25774"	0.0475854037357261
"Contig33108_1_24067"	"Contig33108"	"1"	"24067"	0.0218144603547012
"Contig33119_1_19511"	"Contig33119"	"1"	"19511"	0.0554155446539975
"Contig33161_1_13527"	"Contig33161"	"1"	"13527"	0.0175195279247607
"Contig33161_15169_24838"	"Contig33161"	"15169"	"24838"	0.114396637280017
"Contig33161_1824_8981"	"Contig33161"	"1824"	"8981"	0.0175195279247607
"Contig33261_1_7528"	"Contig33261"	"1"	"7528"	0.246255080733303
"Contig33283_24949_35118"	"Contig33283"	"24949"	"35118"	0.0195336605701969
"Contig33360_1_26354"	"Contig33360"	"1"	"26354"	0.286368881049779
"Contig33362_25420_31916"	"Contig33362"	"25420"	"31916"	0.210782322534344
"Contig33362_28138_32471"	"Contig33362"	"28138"	"32471"	0.210782322534344
"Contig33399_3229_9007"	"Contig33399"	"3229"	"9007"	0.14527269132905
"Contig33399_5048_9430"	"Contig33399"	"5048"	"9430"	0.14527269132905
"Contig33470_1_39120"	"Contig33470"	"1"	"39120"	0.608238037411459
"Contig33506_1_8432"	"Contig33506"	"1"	"8432"	0.566979359056049
"Contig33621_1_5370"	"Contig33621"	"1"	"5370"	0.103784432278579
"Contig33623_1_3864"	"Contig33623"	"1"	"3864"	0.412021699988931
"Contig33652_1314_27344"	"Contig33652"	"1314"	"27344"	0.0519863893880013
"Contig33670_30791_43570"	"Contig33670"	"30791"	"43570"	0.1516426776922
"Contig337_1_42521"	"Contig337"	"1"	"42521"	0.114677832545746
"Contig33716_1_27811"	"Contig33716"	"1"	"27811"	0.420538399773329
"Contig33717_7071_20495"	"Contig33717"	"7071"	"20495"	0.437034808537141
"Contig33796_1_23057"	"Contig33796"	"1"	"23057"	0.12237132832448
"Contig33839_8696_24636"	"Contig33839"	"8696"	"24636"	0.704337309893939
"Contig33853_1_5694"	"Contig33853"	"1"	"5694"	0.110611956676476
"Contig34083_1753_27283"	"Contig34083"	"1753"	"27283"	0.582474378792902
"Contig34099_646_20968"	"Contig34099"	"646"	"20968"	0.0104755057294957
"Contig34126_1_9022"	"Contig34126"	"1"	"9022"	0.264681056279688
"Contig3418_1_15504"	"Contig3418"	"1"	"15504"	0.0014744787296766
"Contig34208_5005_13321"	"Contig34208"	"5005"	"13321"	0.516816164466085
"Contig3421_1_14007"	"Contig3421"	"1"	"14007"	0.122447933186941
"Contig34295_1025_6663"	"Contig34295"	"1025"	"6663"	0.0316635724869245
"Contig34298_13092_51114"	"Contig34298"	"13092"	"51114"	0.653535162335077
"Contig3430_1_6292"	"Contig3430"	"1"	"6292"	0.274971539245101
