id	n	acpt_rate	beta	se_beta	pvalue	h	se_h	sigma2	se_sigma2	alpha0	se_alpha0	alpha1	se_alpha1	qvalues	pvalues	significant	chr	start	end	strand	coverage1	numCs1	numTs1	coverage2	numCs2	numTs2	coverage3	numCs3	numTs3	coverage4	numCs4	numTs4	coverage5	numCs5	numTs5	coverage6	numCs6	numTs6	coverage7	numCs7	numTs7	coverage8	numCs8	numTs8	coverage9	numCs9	numTs9	coverage10	numCs10	numTs10	coverage11	numCs11	numTs11	coverage12	numCs12	numTs12	coverage13	numCs13	numTs13	coverage14	numCs14	numTs14	coverage15	numCs15	numTs15	coverage16	numCs16	numTs16	coverage17	numCs17	numTs17	coverage18	numCs18	numTs18
Contig2128112003	18	2.129e-01	-2.849e-01	7.241e-02	8.327e-05	9.071e-01	8.679e-02	3.053e+01	2.843e+01	4.543e+00	1.645e+00	1.299e+00	3.733e-01	0.0980066632551007	8.327e-05	TRUE	Contig212811	2003	2003	+	6	4	2	7	6	1	8	2	6	5	5	0	5	3	2	3	2	1	4	4	0	5	3	2	9	8	1	7	1	6	5	1	4	3	1	2	7	0	7	8	0	8	7	3	4	7	1	6	8	5	3	8	6	2
Contig213476893	18	2.690e-01	4.206e-01	9.820e-02	1.838e-05	7.676e-01	2.231e-01	1.100e+01	1.744e+01	-3.798e+00	1.907e+00	-7.844e-01	5.011e-01	0.0479550957552244	1.838e-05	TRUE	Contig21347	6893	6893	+	20	18	2	12	12	0	20	19	1	13	13	0	12	12	0	11	11	0	10	9	1	16	16	0	20	19	1	7	7	0	6	6	0	14	12	2	28	28	0	24	24	0	18	18	0	21	21	0	11	9	2	24	23	1
Contig215334897	18	2.039e-01	-4.954e-01	1.236e-01	6.111e-05	8.379e-01	1.071e-01	6.585e+01	3.495e+01	9.790e+00	2.672e+00	1.720e+00	4.404e-01	0.0856633750370779	6.111e-05	TRUE	Contig21533	4897	4897	+	7	7	0	6	6	0	6	5	1	15	14	1	13	13	0	11	5	6	13	13	0	12	11	1	15	10	5	12	12	0	4	4	0	12	7	5	20	12	8	14	8	6	6	0	6	10	10	0	6	6	0	12	10	2
Contig2180117389	18	2.859e-01	5.560e-01	1.198e-01	3.469e-06	6.304e-01	2.846e-01	1.010e+01	1.511e+01	-8.364e+00	2.158e+00	-8.523e-01	4.788e-01	0.0197233100041112	3.469e-06	TRUE	Contig21801	17389	17389	+	3	2	1	8	2	6	13	12	1	14	9	5	6	6	0	6	6	0	15	9	6	9	5	4	9	4	5	20	19	1	13	12	1	15	4	11	18	18	0	18	18	0	20	20	0	23	23	0	11	10	1	16	15	1
Contig218272401	18	1.984e-01	2.994e-01	7.202e-02	3.223e-05	8.895e-01	8.624e-02	3.311e+01	2.937e+01	-1.716e+00	1.546e+00	-9.731e-01	3.186e-01	0.0595702519179396	3.223e-05	TRUE	Contig218272	401	401	+	16	16	0	16	13	3	24	23	1	16	14	2	15	14	1	18	18	0	16	8	8	21	19	2	18	17	1	32	28	4	34	32	2	17	16	1	33	32	1	33	33	0	38	38	0	34	32	2	32	27	5	12	11	1
Contig221432429	18	2.904e-01	-3.807e-01	8.306e-02	4.575e-06	6.162e-01	2.811e-01	6.041e+00	1.362e+01	6.900e+00	1.337e+00	2.323e+00	5.180e-01	0.023090449897165	4.575e-06	TRUE	Contig22143	2429	2429	+	25	24	1	15	15	0	22	20	2	25	24	1	18	16	2	10	8	2	32	32	0	25	24	1	29	28	1	36	33	3	50	50	0	17	17	0	48	47	1	34	34	0	44	36	8	49	40	9	39	37	2	26	26	0
Contig2237628592	18	2.462e-01	-7.556e-01	1.505e-01	5.108e-07	7.872e-01	2.037e-01	2.563e+01	2.675e+01	1.466e+01	3.141e+00	3.998e+00	7.926e-01	0.00718863044669681	5.108e-07	TRUE	Contig22376	28592	28592	+	7	7	0	5	5	0	5	5	0	11	11	0	7	5	2	3	3	0	5	5	0	6	6	0	10	10	0	10	10	0	17	17	0	5	5	0	13	12	1	13	13	0	11	10	1	13	12	1	7	7	0	6	6	0
Contig2249010552	18	2.577e-01	4.977e-01	1.254e-01	7.258e-05	8.232e-01	1.850e-01	1.587e+01	2.237e+01	-4.720e+00	2.396e+00	-8.139e-01	4.255e-01	0.0923982598554312	7.258e-05	TRUE	Contig22490	10552	10552	+	15	14	1	17	17	0	11	11	0	22	21	1	11	11	0	13	13	0	21	20	1	25	24	1	16	15	1	10	10	0	2	2	0	18	14	4	6	6	0	15	15	0	20	20	0	5	4	1	9	9	0	18	17	1
Contig226385094	18	2.065e-01	2.743e-01	6.981e-02	8.537e-05	6.565e-01	1.709e-01	4.894e+00	4.882e+00	-2.693e+00	1.364e+00	-8.208e-01	2.510e-01	0.0986176001829526	8.537e-05	TRUE	Contig22638	5094	5094	+	22	15	7	6	6	0	30	27	3	10	9	1	3	3	0	4	4	0	15	14	1	15	12	3	45	25	20	42	20	22	54	47	7	18	8	10	42	29	13	60	39	21	32	32	0	62	59	3	56	49	7	35	10	25
Contig2263913522	18	2.684e-01	-5.440e-01	1.228e-01	9.341e-06	8.434e-01	2.074e-01	2.885e+01	3.416e+01	8.768e+00	2.182e+00	2.585e+00	7.158e-01	0.0360151287485165	9.341e-06	TRUE	Contig22639	13522	13522	+	4	4	0	2	2	0	3	1	2	4	3	1	2	1	1	4	4	0	4	2	2	4	4	0	3	3	0	5	4	1	6	6	0	3	3	0	8	6	2	6	4	2	7	1	6	6	2	4	6	5	1	3	3	0
Contig2265426201	18	2.845e-01	-6.623e-01	1.677e-01	7.875e-05	6.727e-01	2.732e-01	1.033e+01	1.497e+01	1.063e+01	2.866e+00	4.815e+00	1.026e+00	0.0944691759801241	7.875e-05	TRUE	Contig22654	26201	26201	+	10	10	0	7	7	0	8	8	0	14	13	1	4	4	0	4	4	0	7	7	0	16	16	0	12	12	0	21	21	0	16	16	0	5	5	0	16	16	0	15	14	1	18	18	0	18	17	1	13	13	0	6	6	0
Contig2267921572	18	2.602e-01	-1.496e+00	3.590e-01	3.107e-05	6.782e-01	2.440e-01	2.096e+01	2.297e+01	2.007e+01	4.268e+00	7.933e+00	2.393e+00	0.0584586400187572	3.107e-05	TRUE	Contig22679	21572	21572	+	5	5	0	3	3	0	6	5	1	5	5	0	4	4	0	5	5	0	4	4	0	4	4	0	11	11	0	4	4	0	5	5	0	4	4	0	5	5	0	5	4	1	7	5	2	9	8	1	8	8	0	3	3	0
Contig2275725000	18	3.054e-01	-3.522e-01	8.935e-02	8.101e-05	7.629e-01	2.325e-01	7.630e+00	1.360e+01	6.480e+00	1.601e+00	2.443e+00	5.561e-01	0.0962547647951122	8.101e-05	TRUE	Contig22757	25000	25000	+	14	14	0	7	7	0	14	13	1	17	15	2	12	10	2	10	9	1	13	13	0	9	9	0	15	15	0	13	12	1	18	18	0	14	13	1	16	15	1	15	15	0	18	16	2	12	11	1	16	16	0	11	11	0
Contig229987506	18	3.557e-01	-3.191e-01	8.043e-02	7.249e-05	6.279e-01	2.712e-01	2.210e+00	4.192e+00	7.034e+00	1.371e+00	1.649e+00	4.357e-01	0.0923982598554312	7.249e-05	TRUE	Contig22998	7506	7506	+	24	24	0	12	11	1	14	12	2	28	28	0	14	12	2	14	13	1	28	27	1	23	22	1	27	26	1	34	33	1	50	49	1	18	18	0	34	31	3	48	47	1	38	30	8	54	49	5	30	29	1	17	17	0
Contig229987604	18	1.794e-01	-4.808e-01	1.189e-01	5.248e-05	7.740e-01	1.165e-01	3.225e+01	2.915e+01	8.876e+00	2.009e+00	2.295e+00	5.077e-01	0.0774836412082936	5.248e-05	TRUE	Contig22998	7604	7604	+	26	26	0	15	15	0	25	23	2	24	23	1	15	13	2	10	10	0	27	27	0	20	20	0	25	21	4	40	38	2	66	62	4	14	14	0	41	37	4	39	27	12	47	46	1	46	19	27	41	39	2	26	26	0
Contig232493681	18	3.038e-01	5.081e-01	1.234e-01	3.826e-05	8.107e-01	2.103e-01	9.413e+00	1.522e+01	-5.293e+00	2.092e+00	-1.381e+00	4.411e-01	0.0623959547657563	3.826e-05	TRUE	Contig23249	3681	3681	+	3	3	0	9	8	1	7	7	0	9	8	1	6	6	0	8	8	0	7	5	2	5	4	1	13	12	1	11	10	1	4	4	0	11	8	3	10	10	0	18	18	0	14	14	0	9	9	0	6	5	1	6	4	2
Contig237504326	18	2.822e-01	-8.678e-01	1.818e-01	1.803e-06	7.066e-01	2.517e-01	2.106e+01	2.716e+01	1.282e+01	4.189e+00	5.036e+00	8.797e-01	0.0140335301390187	1.803e-06	TRUE	Contig237504	326	326	+	4	4	0	3	3	0	5	5	0	4	4	0	4	3	1	2	2	0	3	3	0	5	5	0	7	7	0	6	6	0	2	2	0	7	7	0	3	3	0	7	6	1	4	3	1	3	2	1	4	3	1	7	7	0
Contig240931914	18	2.284e-01	-8.827e-01	2.227e-01	7.391e-05	6.904e-01	2.460e-01	2.802e+01	2.796e+01	1.643e+01	4.376e+00	4.555e+00	9.372e-01	0.092715206404854	7.391e-05	TRUE	Contig24093	1914	1914	+	8	8	0	8	8	0	14	12	2	5	5	0	11	10	1	9	9	0	14	14	0	12	12	0	7	7	0	6	6	0	5	5	0	4	4	0	8	8	0	10	10	0	8	8	0	13	13	0	4	4	0	6	6	0
Contig242159978	18	2.918e-01	4.475e-01	1.126e-01	7.031e-05	7.321e-01	2.571e-01	9.501e+00	1.591e+01	-2.631e+00	1.996e+00	-1.430e+00	4.039e-01	0.091851579804724	7.031e-05	TRUE	Contig24215	9978	9978	+	16	14	2	16	16	0	10	10	0	11	11	0	10	10	0	10	10	0	18	17	1	14	13	1	19	17	2	13	13	0	4	4	0	21	21	0	20	20	0	17	17	0	14	14	0	20	20	0	10	10	0	15	13	2
Contig2442012986	18	2.173e-01	-9.252e-01	2.243e-01	3.703e-05	8.069e-01	2.329e-01	4.219e+01	3.801e+01	1.742e+01	3.210e+00	4.661e+00	1.933e+00	0.0618839140725134	3.703e-05	TRUE	Contig24420	12986	12986	+	10	10	0	7	7	0	11	11	0	14	14	0	4	3	1	6	5	1	15	15	0	7	7	0	10	10	0	17	17	0	7	7	0	7	7	0	15	15	0	20	20	0	19	18	1	21	19	2	11	11	0	13	13	0
Contig2457519813	18	3.260e-01	-5.608e-01	1.347e-01	3.155e-05	6.099e-01	2.916e-01	1.068e+01	1.757e+01	8.035e+00	2.118e+00	3.744e+00	8.667e-01	0.0587485923195419	3.155e-05	TRUE	Contig24575	19813	19813	+	8	8	0	6	6	0	9	7	2	3	3	0	2	2	0	2	2	0	9	8	1	4	4	0	7	6	1	4	4	0	2	2	0	9	9	0	8	8	0	16	15	1	8	7	1	8	6	2	5	5	0	12	12	0
Contig2474537011	18	2.992e-01	-5.816e-01	1.385e-01	2.665e-05	6.808e-01	2.719e-01	7.757e+00	1.273e+01	9.807e+00	2.156e+00	3.673e+00	9.179e-01	0.0549559529101953	2.665e-05	TRUE	Contig24745	37011	37011	+	16	16	0	11	11	0	18	17	1	16	15	1	11	10	1	10	10	0	17	17	0	9	9	0	18	17	1	17	17	0	18	18	0	12	12	0	22	21	1	29	28	1	26	24	2	18	17	1	15	15	0	15	15	0
Contig24928925	18	3.075e-01	-4.735e-01	1.168e-01	5.071e-05	7.132e-01	2.522e-01	1.179e+01	1.722e+01	1.045e+01	1.845e+00	2.252e+00	7.789e-01	0.0757669908261218	5.071e-05	TRUE	Contig24928	925	925	+	8	8	0	9	9	0	9	9	0	8	8	0	6	5	1	6	6	0	13	13	0	11	11	0	14	14	0	2	2	0	10	10	0	12	12	0	17	17	0	15	15	0	12	10	2	16	15	1	6	5	1	11	11	0
Contig24983642	18	3.434e-01	4.180e-01	1.045e-01	6.323e-05	7.446e-01	2.396e-01	1.099e+01	1.943e+01	-3.810e+00	1.802e+00	-1.002e+00	4.156e-01	0.0871660782195868	6.323e-05	TRUE	Contig2498	3642	3642	+	12	9	3	9	9	0	7	7	0	7	7	0	12	12	0	9	9	0	9	8	1	6	6	0	13	11	2	6	6	0	2	2	0	10	8	2	11	10	1	7	7	0	3	3	0	5	5	0	6	5	1	15	13	2
Contig253327704	18	2.813e-01	6.529e-01	1.567e-01	3.103e-05	6.469e-01	2.546e-01	1.428e+01	1.830e+01	-5.140e+00	2.962e+00	-1.781e+00	6.596e-01	0.0584586400187572	3.103e-05	TRUE	Contig25332	7704	7704	+	11	10	1	5	5	0	5	5	0	7	6	1	7	7	0	5	5	0	5	5	0	8	8	0	7	7	0	4	4	0	9	9	0	4	4	0	5	5	0	8	8	0	6	6	0	7	7	0	5	5	0	9	8	1
Contig256461510	18	1.969e-01	2.885e-01	7.216e-02	6.405e-05	8.306e-01	1.535e-01	2.147e+01	2.226e+01	-2.943e+00	1.633e+00	-8.540e-01	3.206e-01	0.0878113483396201	6.405e-05	TRUE	Contig25646	1510	1510	+	21	12	9	21	21	0	26	25	1	16	16	0	16	16	0	13	13	0	30	29	1	15	10	5	24	17	7	21	19	2	44	41	3	21	17	4	39	39	0	50	50	0	42	41	1	42	42	0	32	24	8	28	27	1
Contig257809917	18	1.618e-01	1.823e-01	4.460e-02	4.349e-05	9.636e-01	5.098e-02	4.634e+01	3.241e+01	-9.581e-01	1.030e+00	-4.988e-01	1.810e-01	0.0686807802597648	4.349e-05	TRUE	Contig25780	9917	9917	+	25	25	0	16	13	3	29	25	4	25	22	3	20	18	2	11	11	0	32	17	15	21	20	1	23	18	5	40	26	14	29	23	6	16	11	5	38	30	8	34	29	5	38	36	2	37	35	2	31	28	3	28	21	7
Contig2600749118	18	2.722e-01	5.535e-01	1.260e-01	1.124e-05	7.502e-01	2.496e-01	1.394e+01	1.912e+01	-5.972e+00	2.255e+00	-4.447e-01	5.885e-01	0.0389526236168345	1.124e-05	TRUE	Contig26007	49118	49118	+	13	12	1	10	9	1	7	7	0	10	10	0	16	16	0	7	7	0	12	12	0	10	10	0	11	10	1	10	10	0	4	4	0	16	15	1	15	15	0	11	11	0	9	9	0	13	13	0	11	11	0	13	13	0
Contig2614617734	18	3.051e-01	5.290e-01	9.996e-02	1.207e-07	6.353e-01	2.717e-01	8.844e+00	1.562e+01	-4.996e+00	1.963e+00	-1.395e+00	4.677e-01	0.00363162959362645	1.207e-07	TRUE	Contig26146	17734	17734	+	11	8	3	12	12	0	12	12	0	11	10	1	13	13	0	6	6	0	8	8	0	12	11	1	15	13	2	5	5	0	7	7	0	7	7	0	16	16	0	20	20	0	18	18	0	14	14	0	13	12	1	14	12	2
Contig2622241801	18	2.624e-01	-4.215e-01	1.060e-01	6.98e-05	8.132e-01	1.977e-01	1.496e+01	2.233e+01	9.145e+00	2.355e+00	2.037e+00	6.484e-01	0.0916652487585519	6.98e-05	TRUE	Contig26222	41801	41801	+	10	10	0	12	12	0	7	6	1	9	9	0	11	10	1	6	5	1	16	16	0	6	6	0	11	11	0	7	7	0	13	13	0	18	17	1	19	17	2	12	11	1	12	9	3	16	14	2	7	7	0	9	9	0
Contig263491196	18	1.787e-01	-7.398e-01	1.729e-01	1.874e-05	9.212e-01	7.510e-02	4.461e+01	3.252e+01	8.038e+00	3.046e+00	1.331e+00	5.512e-01	0.0479550957552244	1.874e-05	TRUE	Contig26349	1196	1196	+	20	9	11	13	0	13	16	0	16	17	0	17	14	0	14	11	0	11	20	0	20	20	0	20	16	0	16	25	7	18	47	0	47	12	1	11	28	0	28	34	0	34	41	0	41	41	0	41	27	0	27	15	0	15
Contig26464717	18	3.085e-01	5.861e-01	1.492e-01	8.533e-05	5.617e-01	2.860e-01	1.087e+01	1.525e+01	-6.220e+00	2.748e+00	-1.179e+00	8.452e-01	0.0986176001829526	8.533e-05	TRUE	Contig2646	4717	4717	+	11	10	1	8	7	1	7	7	0	6	6	0	7	7	0	7	7	0	10	7	3	10	9	1	6	6	0	4	3	1	7	7	0	9	7	2	5	5	0	11	11	0	10	10	0	9	9	0	8	8	0	5	5	0
Contig26726160	18	2.689e-01	-4.051e-01	1.008e-01	5.815e-05	6.557e-01	2.691e-01	1.029e+01	1.622e+01	8.824e+00	1.930e+00	2.101e+00	5.613e-01	0.0829114613924569	5.815e-05	TRUE	Contig267	26160	26160	+	13	13	0	7	7	0	16	16	0	14	13	1	14	13	1	9	8	1	17	17	0	15	15	0	22	22	0	19	19	0	20	19	1	13	13	0	27	26	1	27	26	1	28	26	2	28	24	4	22	21	1	21	21	0
Contig267611146	18	3.079e-01	-5.990e-01	1.408e-01	2.099e-05	7.678e-01	1.980e-01	1.254e+01	1.841e+01	7.837e+00	2.613e+00	4.759e+00	9.102e-01	0.0489476178365398	2.099e-05	TRUE	Contig26761	1146	1146	+	11	11	0	5	5	0	6	5	1	10	8	2	11	10	1	6	6	0	10	10	0	6	6	0	11	10	1	3	3	0	2	2	0	6	6	0	10	10	0	9	9	0	8	8	0	5	4	1	5	5	0	11	11	0
Contig2692710644	18	3.412e-01	4.914e-01	1.241e-01	7.512e-05	6.889e-01	2.529e-01	5.909e+00	9.853e+00	-4.064e+00	2.326e+00	-1.249e+00	4.322e-01	0.092715206404854	7.512e-05	TRUE	Contig26927	10644	10644	+	8	6	2	7	7	0	7	7	0	6	6	0	7	7	0	6	6	0	4	4	0	12	12	0	11	10	1	7	6	1	3	3	0	8	7	1	10	10	0	10	10	0	13	13	0	7	7	0	5	5	0	12	11	1
Contig26943895	18	2.794e-01	8.413e-01	1.799e-01	2.919e-06	5.175e-01	2.597e-01	1.061e+01	1.391e+01	-9.258e+00	2.777e+00	-2.240e+00	7.485e-01	0.0186755064337596	2.919e-06	TRUE	Contig26943	895	895	+	12	10	2	13	10	3	8	8	0	8	8	0	5	5	0	4	4	0	15	14	1	3	2	1	11	11	0	3	3	0	3	3	0	9	3	6	11	11	0	8	8	0	8	8	0	10	10	0	8	8	0	8	3	5
Contig269499637	18	3.557e-01	-3.356e-01	8.403e-02	6.515e-05	7.089e-01	2.509e-01	5.913e+00	1.212e+01	6.673e+00	1.379e+00	1.802e+00	5.768e-01	0.0881766485019354	6.515e-05	TRUE	Contig26949	9637	9637	+	2	2	0	6	6	0	11	10	1	11	11	0	5	4	1	10	9	1	12	12	0	6	6	0	14	12	2	13	13	0	4	4	0	9	8	1	11	11	0	17	14	3	9	7	2	5	4	1	8	7	1	15	15	0
Contig2738417361	18	2.238e-01	-6.550e-01	1.500e-01	1.261e-05	7.669e-01	1.755e-01	1.656e+01	1.756e+01	8.881e+00	2.243e+00	4.460e+00	8.513e-01	0.0408627189931557	1.261e-05	TRUE	Contig27384	17361	17361	+	22	22	0	13	13	0	17	16	1	17	15	2	16	11	5	10	10	0	22	22	0	16	16	0	23	17	6	19	19	0	22	22	0	13	12	1	27	26	1	27	26	1	28	24	4	23	21	2	18	18	0	20	20	0
Contig274941437	18	3.382e-01	-6.634e-01	1.690e-01	8.678e-05	6.749e-01	2.711e-01	5.816e+00	1.216e+01	1.004e+01	2.265e+00	4.192e+00	1.106e+00	0.0988731636757831	8.678e-05	TRUE	Contig27494	1437	1437	+	4	4	0	17	17	0	10	10	0	10	8	2	6	6	0	9	8	1	15	15	0	8	8	0	12	12	0	11	11	0	12	12	0	14	14	0	18	17	1	13	12	1	16	13	3	17	16	1	10	10	0	15	15	0
Contig2753137	18	1.975e-01	4.320e-01	1.003e-01	1.663e-05	9.098e-01	6.908e-02	2.848e+01	2.697e+01	-2.223e+00	2.468e+00	-1.326e+00	7.217e-01	0.0466235289434333	1.663e-05	TRUE	Contig275	3137	3137	+	15	15	0	13	11	2	14	14	0	17	16	1	10	10	0	10	10	0	18	15	3	13	12	1	22	21	1	26	26	0	27	27	0	11	11	0	24	24	0	23	23	0	33	33	0	28	28	0	18	18	0	14	13	1
Contig2798120606	18	3.502e-01	-3.549e-01	8.908e-02	6.758e-05	7.609e-01	2.395e-01	5.807e+00	1.207e+01	6.995e+00	1.554e+00	1.724e+00	4.788e-01	0.0896939681086965	6.758e-05	TRUE	Contig27981	20606	20606	+	10	10	0	11	10	1	11	10	1	9	8	1	8	7	1	10	9	1	14	14	0	9	9	0	7	6	1	7	7	0	8	7	1	5	4	1	8	7	1	14	12	2	10	6	4	16	11	5	6	6	0	11	11	0
Contig2825217734	18	2.791e-01	-6.412e-01	1.544e-01	3.27e-05	8.137e-01	2.073e-01	3.238e+01	3.357e+01	1.513e+01	3.396e+00	2.747e+00	9.714e-01	0.0599557515314327	3.27e-05	TRUE	Contig28252	17734	17734	+	5	5	0	6	6	0	3	3	0	3	3	0	9	9	0	3	3	0	6	6	0	3	3	0	6	6	0	4	4	0	5	5	0	5	5	0	6	6	0	9	9	0	5	4	1	4	4	0	4	4	0	7	7	0
Contig2842717911	18	2.634e-01	5.603e-01	1.174e-01	1.832e-06	7.459e-01	2.311e-01	8.437e+00	1.082e+01	-5.145e+00	2.159e+00	-1.431e+00	3.564e-01	0.0140335301390187	1.832e-06	TRUE	Contig28427	17911	17911	+	21	18	3	18	18	0	17	17	0	15	14	1	7	7	0	13	13	0	15	13	2	12	12	0	22	19	3	27	27	0	12	12	0	18	16	2	20	20	0	28	28	0	24	24	0	22	22	0	15	15	0	21	18	3
Contig28857477	18	2.833e-01	-5.609e-01	1.338e-01	2.786e-05	7.538e-01	2.324e-01	1.492e+01	2.061e+01	1.032e+01	2.165e+00	2.932e+00	8.398e-01	0.056061191859058	2.786e-05	TRUE	Contig2885	7477	7477	+	7	7	0	5	5	0	6	6	0	15	15	0	9	8	1	4	4	0	13	13	0	6	6	0	9	8	1	13	13	0	4	4	0	10	10	0	14	14	0	15	14	1	8	5	3	9	8	1	11	11	0	11	11	0
Contig288914453	18	3.507e-01	3.661e-01	8.625e-02	2.184e-05	6.489e-01	2.779e-01	4.511e+00	1.025e+01	-3.280e+00	1.485e+00	-6.395e-01	4.826e-01	0.0495665298115534	2.184e-05	TRUE	Contig2889	14453	14453	+	16	13	3	11	10	1	10	10	0	18	18	0	7	7	0	12	12	0	13	13	0	9	8	1	14	12	2	15	14	1	20	20	0	9	7	2	16	16	0	25	25	0	23	23	0	23	22	1	18	18	0	15	14	1
Contig289758473	18	3.063e-01	-4.002e-01	8.567e-02	2.995e-06	7.567e-01	2.497e-01	1.075e+01	1.967e+01	7.688e+00	1.772e+00	2.402e+00	5.471e-01	0.0186827040852629	2.995e-06	TRUE	Contig28975	8473	8473	+	8	8	0	20	18	2	10	9	1	15	15	0	16	12	4	9	8	1	7	7	0	7	7	0	18	18	0	5	5	0	3	3	0	31	30	1	15	14	1	21	21	0	9	8	1	12	11	1	7	7	0	30	30	0
Contig2927912325	18	3.174e-01	5.300e-01	1.212e-01	1.225e-05	6.384e-01	2.939e-01	1.204e+01	2.216e+01	-4.591e+00	2.666e+00	-1.411e+00	4.593e-01	0.0402184562067429	1.225e-05	TRUE	Contig29279	12325	12325	+	3	3	0	5	5	0	8	8	0	10	10	0	7	7	0	3	3	0	4	4	0	15	14	1	7	6	1	23	21	2	12	12	0	7	7	0	18	18	0	11	11	0	20	20	0	18	18	0	20	19	1	14	12	2
Contig299713288	18	1.984e-01	-4.687e-01	1.194e-01	8.67e-05	8.993e-01	1.640e-01	4.118e+01	3.226e+01	7.831e+00	1.826e+00	2.919e+00	9.447e-01	0.0988731636757831	8.67e-05	TRUE	Contig29971	3288	3288	+	18	18	0	15	14	1	16	7	9	17	16	1	13	11	2	9	9	0	13	12	1	14	14	0	6	6	0	17	16	1	25	25	0	11	9	2	24	22	2	30	27	3	32	26	6	31	20	11	26	24	2	13	13	0
Contig303536339	18	1.811e-01	7.642e-01	1.733e-01	1.036e-05	6.782e-01	1.444e-01	4.135e+01	3.089e+01	-9.907e+00	3.444e+00	-1.136e+00	5.954e-01	0.0371069782070282	1.036e-05	TRUE	Contig30353	6339	6339	+	8	6	2	8	8	0	10	10	0	14	14	0	7	7	0	7	7	0	12	12	0	13	8	5	12	6	6	16	16	0	20	20	0	9	4	5	19	19	0	23	21	2	19	19	0	13	13	0	13	13	0	12	10	2
Contig3057215642	18	2.507e-01	5.539e-01	1.161e-01	1.822e-06	7.223e-01	2.485e-01	2.256e+01	2.829e+01	-4.724e+00	2.481e+00	-1.592e+00	4.772e-01	0.0140335301390187	1.822e-06	TRUE	Contig30572	15642	15642	+	11	10	1	11	11	0	16	16	0	13	12	1	8	8	0	6	6	0	14	14	0	16	15	1	14	11	3	10	10	0	24	23	1	9	7	2	15	15	0	29	29	0	27	27	0	31	31	0	10	10	0	15	13	2
Contig3072611742	18	2.894e-01	7.104e-01	1.649e-01	1.653e-05	6.819e-01	2.404e-01	1.602e+01	2.159e+01	-8.137e+00	2.951e+00	-1.724e+00	5.718e-01	0.0466235289434333	1.653e-05	TRUE	Contig30726	11742	11742	+	4	2	2	4	4	0	5	5	0	7	6	1	5	5	0	7	7	0	7	6	1	7	6	1	6	6	0	3	3	0	8	8	0	5	4	1	6	6	0	13	13	0	11	11	0	7	7	0	7	5	2	6	5	1
Contig3096829459	18	2.731e-01	-5.462e-01	1.089e-01	5.275e-07	6.500e-01	2.587e-01	7.871e+00	1.170e+01	9.419e+00	2.122e+00	2.847e+00	5.285e-01	0.00718863044669681	5.275e-07	TRUE	Contig30968	29459	29459	+	5	5	0	8	8	0	14	11	3	14	11	3	12	8	4	6	6	0	13	13	0	14	13	1	15	14	1	17	17	0	14	13	1	15	14	1	18	14	4	24	20	4	24	17	7	19	12	7	17	17	0	14	14	0
Contig3154613189	18	2.635e-01	-1.278e+00	3.189e-01	6.148e-05	7.736e-01	1.962e-01	2.864e+01	3.070e+01	1.655e+01	4.107e+00	7.906e+00	2.544e+00	0.0857005733699154	6.148e-05	TRUE	Contig31546	13189	13189	+	4	4	0	3	3	0	7	6	1	4	4	0	3	3	0	4	4	0	3	3	0	2	2	0	5	5	0	2	2	0	3	3	0	2	2	0	3	3	0	8	8	0	7	7	0	7	6	1	2	2	0	4	4	0
Contig321079671	18	2.012e-01	-9.964e-01	1.946e-01	3.041e-07	8.309e-01	2.188e-01	5.474e+01	3.793e+01	1.969e+01	4.217e+00	4.620e+00	1.808e+00	0.00528646709698078	3.041e-07	TRUE	Contig32107	9671	9671	+	7	7	0	9	9	0	11	11	0	9	9	0	5	4	1	3	3	0	7	7	0	3	3	0	7	7	0	10	10	0	15	15	0	4	3	1	14	14	0	13	12	1	12	9	3	16	12	4	9	9	0	5	5	0
Contig321642571	18	2.975e-01	-6.304e-01	1.476e-01	1.942e-05	7.112e-01	2.459e-01	1.344e+01	1.807e+01	7.831e+00	2.411e+00	4.489e+00	9.800e-01	0.0479550957552244	1.942e-05	TRUE	Contig32164	2571	2571	+	3	3	0	5	5	0	4	3	1	7	7	0	2	2	0	5	4	1	3	3	0	5	5	0	7	6	1	10	9	1	3	3	0	4	4	0	14	14	0	13	12	1	6	5	1	12	9	3	9	8	1	10	10	0
Contig3256640823	18	2.215e-01	-6.035e-01	1.495e-01	5.404e-05	8.260e-01	2.175e-01	2.428e+01	2.851e+01	1.101e+01	2.636e+00	3.468e+00	7.518e-01	0.0788537096929663	5.404e-05	TRUE	Contig32566	40823	40823	+	7	7	0	12	12	0	13	13	0	14	14	0	5	5	0	4	4	0	10	10	0	9	9	0	15	15	0	9	9	0	22	22	0	9	9	0	15	15	0	26	25	1	14	13	1	23	19	4	19	18	1	13	13	0
Contig3311916337	18	1.885e-01	-4.873e-01	1.077e-01	6.055e-06	8.371e-01	9.909e-02	6.800e+01	3.552e+01	1.086e+01	2.684e+00	1.205e+00	3.104e-01	0.0265058778048248	6.055e-06	TRUE	Contig33119	16337	16337	+	13	13	0	8	7	1	9	0	9	22	19	3	9	9	0	7	2	5	16	16	0	7	2	5	18	18	0	13	13	0	19	11	8	13	12	1	15	13	2	20	13	7	18	9	9	14	10	4	18	15	3	18	17	1
