siteID	numCs1	numCs2	numCs3	numCs4	numCs5	numCs6	numCs7	numCs8	numCs9	numCs10	numCs11	numCs12	numCs13	numCs14	numCs15	numCs16	numCs17	numCs18
Contig199701_5719	40	40	36	43	36	35	41	38	34	34	28	36	41	52	45	53	43	31
Contig199701_5726	8	14	14	13	8	5	9	8	19	5	6	14	24	30	20	32	21	15
Contig199701_5755	10	21	9	12	7	10	11	10	11	8	NA	12	23	34	22	27	27	22
Contig199728_1115	20	13	14	20	9	NA	15	8	22	19	21	17	30	22	23	24	20	21
Contig19986_8648	18	7	9	14	7	NA	15	15	9	14	22	9	17	13	28	19	17	13
Contig19986_15755	15	10	14	20	14	13	17	14	NA	13	11	14	12	22	30	34	19	NA
Contig19995_5080	9	18	16	15	11	10	16	17	11	17	15	14	17	16	30	15	19	12
Contig19995_5088	9	16	16	15	11	NA	15	16	9	19	15	15	14	16	30	14	19	14
Contig199962_1267	32	23	32	31	21	15	36	35	36	43	39	30	42	25	39	38	29	36
Contig199962_1269	34	27	32	30	25	14	32	35	37	41	47	29	46	30	39	43	32	38
Contig19997_5138	30	29	24	23	9	13	23	20	30	22	27	21	32	38	29	13	27	28
Contig19997_5165	21	NA	14	28	20	13	23	11	29	12	15	13	38	20	37	28	22	33
Contig19997_5682	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	1	0	NA	0
Contig19997_5816	7	4	6	9	5	10	0	6	12	19	6	14	14	4	8	6	8	6
Contig20_46043	17	14	13	19	NA	10	10	15	18	12	10	9	12	15	11	17	17	10
Contig20_46050	20	17	20	22	10	14	12	19	19	15	14	11	15	18	14	21	20	13
Contig200_29646	13	10	14	25	NA	10	12	12	29	28	18	15	44	35	37	44	22	13
Contig20015_57278	18	25	21	38	11	12	19	23	28	25	19	11	33	29	30	30	28	25
Contig20015_57286	17	15	16	24	18	11	17	14	23	18	20	19	22	22	24	22	17	21
Contig20015_57673	14	15	15	17	8	11	17	16	18	19	21	15	20	22	20	23	22	19
Contig20015_57703	14	11	11	12	NA	7	12	10	17	26	19	NA	16	19	18	22	23	10
Contig200195_78	17	17	25	29	10	22	24	21	18	39	33	15	31	38	46	29	31	26
Contig200195_104	28	16	16	26	NA	9	12	10	13	41	41	9	37	37	44	47	31	17
Contig200195_115	15	13	14	29	NA	11	11	11	14	49	41	10	36	36	46	49	22	18
Contig200195_135	26	21	29	29	23	9	32	28	29	59	48	18	40	48	50	53	42	40
Contig200195_139	26	12	28	32	21	19	35	25	32	62	42	29	43	50	46	45	34	35
Contig200195_173	31	15	34	35	21	12	26	27	31	49	55	13	60	45	54	51	42	34
Contig200195_182	32	23	31	33	23	13	27	14	29	46	50	11	56	40	60	47	47	38
Contig200195_224	19	14	13	29	13	10	14	28	22	41	42	11	30	32	36	45	28	26
Contig200195_229	20	13	17	30	14	12	28	33	31	49	52	14	34	28	49	54	33	32
Contig200195_257	12	12	14	20	10	NA	13	9	9	16	16	12	16	12	29	18	13	14
Contig200195_296	16	12	10	17	NA	10	17	14	9	12	29	10	30	24	34	22	17	12
Contig200195_828	6	11	14	17	9	NA	10	12	10	13	18	14	12	28	25	19	20	14
Contig200195_903	22	16	14	20	10	NA	28	23	17	24	45	8	30	50	45	45	34	23
Contig200195_909	19	19	13	14	9	9	23	15	15	14	37	9	25	43	44	42	38	10
Contig200195_957	10	21	31	19	7	NA	35	24	23	31	37	21	39	45	49	42	29	27
Contig200195_986	25	18	28	31	10	NA	26	15	29	38	38	NA	33	47	47	49	33	28
Contig200195_1041	29	21	14	31	NA	10	14	23	11	33	39	20	25	40	31	35	34	18
Contig20020_15834	13	12	14	15	11	NA	23	11	10	25	20	11	21	18	18	17	14	19
Contig20037_52804	14	11	11	9	10	12	10	12	14	10	NA	10	9	10	12	10	9	11
Contig20055_5987	9	6	17	0	4	NA	17	14	14	17	28	15	25	30	26	23	15	15
Contig20055_6002	17	13	23	14	14	NA	21	14	19	26	28	16	31	28	26	24	23	22
Contig20055_6050	14	15	12	14	14	11	16	12	20	29	25	8	25	26	25	32	20	16
Contig2006_1501	16	4	14	8	8	10	16	8	14	18	12	9	14	10	9	12	14	19
Contig200796_83	36	36	24	32	26	22	39	45	26	33	54	37	48	59	48	64	51	45
Contig200796_113	43	36	40	44	37	30	36	45	38	41	50	29	49	61	43	60	43	37
Contig200796_130	23	18	18	25	18	14	26	22	19	17	21	15	19	33	16	33	18	24
Contig200796_262	32	20	12	32	19	18	27	14	33	17	23	18	21	42	16	29	21	21
Contig2009_14416	20	11	16	19	15	17	18	12	18	24	15	9	18	20	14	21	10	21
Contig2009_14650	0	NA	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Contig2009_14662	14	NA	17	17	12	13	13	15	15	23	19	12	20	19	16	17	11	17
Contig2009_14747	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2
Contig20090_3774	12	15	14	17	11	NA	11	16	16	27	33	13	22	29	17	20	24	16
Contig20090_4873	23	12	19	9	21	NA	33	12	28	27	43	NA	40	53	41	52	17	27
Contig20090_4879	27	15	13	15	10	NA	15	10	28	23	45	10	39	47	49	53	12	30
Contig201_29295	14	11	13	9	8	NA	17	9	16	16	15	11	14	19	16	17	16	20
Contig201_29300	19	17	10	16	11	10	13	18	15	19	19	12	22	22	21	25	15	24
Contig201_29327	20	23	22	24	21	14	28	21	23	24	26	20	29	24	29	31	24	31
Contig201_29349	12	12	16	21	13	10	25	21	18	25	21	15	38	44	38	37	38	21
Contig201_29357	13	8	29	18	10	10	25	25	23	24	17	13	32	38	35	36	33	18
Contig201_29391	16	20	12	21	16	13	22	20	14	24	18	13	25	35	22	29	24	29
Contig201_29400	19	20	17	25	14	13	23	23	15	26	21	15	26	33	25	42	24	23
Contig201_29443	19	10	14	19	17	10	20	20	17	22	22	15	25	23	35	21	18	24
Contig201_29485	36	27	37	54	34	21	47	43	43	55	45	36	53	59	54	55	47	50
Contig201_29488	33	25	37	56	39	24	49	29	38	48	45	30	53	55	58	56	45	43
Contig201_29493	33	33	36	50	39	25	48	35	36	42	39	29	47	60	55	51	43	45
Contig201_29562	14	11	12	18	10	11	16	10	26	24	9	17	34	32	20	34	29	27
Contig201_29939	38	34	33	37	37	25	43	33	49	33	31	46	49	55	53	46	45	44
Contig201125_7743	17	41	28	37	3	0	22	24	27	4	6	17	21	19	9	17	16	4
Contig20123_8596	11	10	11	10	14	NA	17	15	15	14	16	15	19	11	9	19	17	19
Contig20123_8636	16	NA	11	9	12	10	21	23	17	23	17	22	26	21	21	26	27	20
Contig20123_8642	18	9	13	13	15	13	18	22	22	19	18	24	24	19	22	24	26	12
Contig201298_4885	14	15	12	10	13	NA	13	13	17	13	23	15	15	19	21	23	NA	12
Contig201298_4893	10	13	14	11	14	NA	15	14	15	13	17	16	12	16	20	21	10	12
Contig2013_1172	12	10	16	10	11	10	12	10	21	20	22	10	23	21	27	23	21	12
Contig2013_2448	11	11	14	10	10	NA	11	22	23	28	44	NA	33	34	42	42	24	12
Contig2013_2461	10	12	7	23	10	NA	12	11	14	27	38	NA	27	33	21	43	29	10
Contig2013_2489	16	13	10	13	16	NA	14	17	10	16	51	16	35	41	43	45	32	11
Contig2013_2495	17	14	15	15	16	NA	16	19	12	16	49	17	33	43	42	43	30	11
Contig2013_2498	17	13	13	14	14	10	13	17	12	16	49	17	35	42	39	36	30	13
Contig2013_3458	16	11	11	27	12	NA	14	25	23	34	34	NA	33	42	47	42	24	15
Contig2013_3568	13	14	15	16	9	9	24	14	22	35	37	13	32	30	45	35	17	23
Contig2013_3607	17	22	21	10	19	12	31	26	25	42	37	26	37	38	40	36	35	28
Contig2013_3609	18	15	23	11	21	10	29	27	25	47	37	25	37	40	43	38	39	26
Contig2013_3623	9	26	15	29	10	11	22	26	29	49	39	26	36	40	49	35	51	35
Contig2013_3643	22	26	26	34	11	21	24	25	22	51	36	19	40	35	48	41	44	39
Contig2013_3649	23	28	24	34	12	21	23	23	23	52	37	19	39	27	46	29	37	39
Contig20142_2162	11	NA	13	10	11	9	11	15	21	22	NA	24	18	33	31	27	29	34
Contig20148_837	16	14	15	11	11	NA	17	14	17	15	27	11	21	26	26	30	18	13
Contig20156_4535	13	13	9	11	12	11	15	14	13	23	31	14	23	32	16	25	13	18
Contig201561_401	21	12	13	15	10	10	8	26	24	25	NA	20	27	16	12	11	10	30
Contig201561_426	9	20	16	NA	9	11	10	9	29	15	NA	25	28	13	14	10	12	25
Contig201572_378	19	12	20	21	14	20	10	22	20	13	NA	19	20	24	13	18	19	12
Contig201572_543	25	9	7	15	13	14	13	14	30	16	7	17	16	29	15	9	17	18
Contig20162_23921	26	11	25	28	12	NA	31	13	15	16	30	23	38	43	36	37	24	19
Contig2017_4101	13	18	10	16	11	NA	11	17	15	14	NA	25	40	22	17	31	19	30
Contig20178_12296	15	10	16	11	13	12	22	13	11	34	29	NA	41	36	30	50	21	18
Contig20178_12303	13	11	18	16	13	11	18	12	15	37	33	8	45	38	34	46	22	19
Contig20178_12389	25	11	25	23	9	11	30	25	14	32	47	10	35	34	41	35	30	20
Contig20179_41	NA	12	13	14	10	10	13	15	17	17	14	9	21	28	25	21	17	16
Contig20179_47	9	13	13	16	11	12	13	12	16	19	16	NA	19	25	22	17	16	14
Contig20179_54	10	14	13	16	NA	9	14	15	14	16	15	12	18	34	22	26	14	14
Contig20179_439	8	10	11	26	NA	12	21	23	32	29	13	NA	36	38	39	30	21	16
Contig20179_12249	20	13	11	24	11	12	29	15	23	40	42	12	34	34	34	28	28	27
Contig20180_4242	16	14	10	NA	10	11	14	13	10	7	10	5	9	12	11	15	NA	9
Contig20180_5851	11	17	15	27	13	10	11	12	12	16	41	10	29	30	45	41	24	10
Contig20180_5920	25	19	23	25	15	NA	31	26	28	36	59	15	51	44	31	58	54	29
Contig20180_5929	26	12	13	25	13	NA	28	30	27	34	48	22	43	40	49	56	44	23
Contig20180_6621	8	20	31	15	NA	13	21	23	24	44	53	NA	38	45	46	24	30	18
Contig20180_6626	15	9	22	17	NA	10	21	13	27	43	55	NA	34	45	44	29	46	18
Contig20180_6685	19	12	14	21	11	10	13	18	16	44	48	NA	26	22	44	36	33	17
Contig20180_6688	18	14	17	19	12	10	14	16	19	43	28	NA	21	33	53	22	37	17
Contig20180_6703	12	15	12	15	16	10	6	12	9	36	42	10	21	23	34	25	24	16
Contig20180_6706	11	12	12	14	14	9	10	11	14	33	45	NA	18	21	38	16	27	16
Contig20180_6717	13	15	14	16	14	NA	10	11	16	30	41	NA	20	27	41	13	28	19
Contig202_10937	11	10	13	10	10	NA	20	13	16	20	NA	13	12	12	27	29	14	15
Contig202_10945	9	8	26	21	11	NA	12	12	24	22	NA	15	26	26	33	35	24	13
Contig202_17366	17	13	11	17	15	11	13	16	15	29	15	10	28	24	18	23	20	18
Contig202_17371	11	NA	11	14	12	10	13	13	17	23	15	12	21	21	19	21	17	17
Contig202_24077	17	16	15	21	NA	10	9	17	19	14	14	13	14	19	22	19	20	14
Contig202_26632	14	12	20	15	12	12	20	26	23	16	16	15	22	39	23	23	24	16
Contig202_26640	14	23	19	17	13	NA	30	29	28	27	18	14	39	41	30	37	22	26
Contig202172_3742	35	NA	26	28	13	24	24	31	43	44	23	20	48	50	44	50	41	40
Contig20224_5148	NA	12	23	10	10	8	9	9	27	12	11	NA	26	30	28	25	13	11
Contig20224_5150	9	12	24	11	10	NA	13	10	17	12	12	9	27	31	33	29	14	24
Contig20225_12326	11	22	23	10	11	10	21	25	15	44	28	10	38	35	32	37	32	25
Contig20225_12374	31	25	22	34	9	10	35	27	33	39	48	25	48	63	58	59	44	32
Contig20225_12406	20	11	23	15	10	NA	17	31	10	31	38	18	43	48	47	48	34	14
Contig20225_12416	23	12	27	10	NA	12	17	33	28	32	41	12	45	53	54	58	40	28
Contig20225_12419	14	18	26	21	NA	10	16	25	23	28	38	13	45	51	50	52	34	23
Contig20225_12425	20	21	23	9	11	NA	14	24	29	28	42	21	42	53	45	51	40	22
Contig20225_12435	12	16	14	14	11	NA	20	13	23	25	37	12	39	50	48	54	38	14
Contig20225_12443	13	15	15	26	15	NA	13	14	20	34	46	10	38	37	44	45	26	15
Contig20225_19245	10	14	10	17	9	NA	8	15	17	22	27	10	22	19	22	26	19	15
Contig20225_19295	8	8	12	10	11	12	22	24	10	27	35	14	32	34	48	42	31	27
Contig20225_19304	21	12	26	23	13	11	25	26	13	29	39	21	39	41	53	45	37	30
Contig20225_19349	12	NA	24	25	9	13	25	11	26	41	41	14	34	37	45	47	26	17
Contig202423_3522	14	11	16	15	10	11	14	20	15	18	28	NA	23	12	27	17	19	11
Contig202423_3545	15	11	11	19	NA	11	10	12	10	17	28	11	18	NA	24	12	19	10
Contig202423_5376	13	24	31	32	10	12	22	23	27	37	39	30	38	20	25	12	24	24
Contig202423_5382	14	22	29	20	12	11	24	24	26	34	34	25	36	23	27	14	15	26
Contig202423_5398	8	10	14	24	12	NA	25	15	20	26	31	24	29	0	25	1	13	4
Contig20247_10521	24	30	25	27	24	12	20	23	25	11	27	20	26	26	26	29	27	28
Contig202555_6016	17	15	11	14	16	11	16	17	18	22	11	14	20	26	25	24	18	19
Contig202555_6997	20	9	10	10	NA	28	8	22	9	34	NA	10	13	31	40	15	31	28
Contig202555_7049	10	10	22	10	NA	9	12	11	12	28	NA	8	16	17	12	15	9	14
Contig202555_7157	26	NA	11	10	6	13	28	14	27	36	22	12	35	26	37	26	30	26
Contig202555_7214	34	20	27	25	13	18	26	34	38	47	12	32	33	40	19	29	46	26
Contig202555_7233	28	9	27	18	13	12	8	21	22	27	9	24	27	36	19	31	30	14
Contig20289_3140	13	17	15	22	7	11	11	12	20	NA	15	17	18	29	19	25	17	17
Contig20289_3154	NA	15	17	16	7	11	13	11	29	NA	10	24	23	28	16	19	14	20
Contig20297_6478	26	10	12	12	9	NA	21	13	8	41	30	NA	31	38	36	38	28	24
Contig20297_6516	24	11	14	13	10	8	10	24	12	17	25	14	31	37	25	44	16	29
Contig20302_2270	13	12	13	11	9	NA	17	9	17	15	19	11	18	17	24	25	16	11
Contig20303_2249	7	8	7	11	7	6	7	10	9	15	12	NA	9	11	20	15	18	8
Contig20303_2257	10	10	8	13	11	9	7	14	9	16	17	NA	13	13	21	13	18	11
Contig203052_6139	9	NA	13	9	9	8	14	13	13	10	10	10	16	15	12	14	11	11
Contig20326_287	16	NA	16	12	12	11	21	18	13	NA	13	17	31	23	26	20	13	18
Contig20326_6014	22	11	25	32	8	9	39	30	32	45	29	22	23	33	45	34	40	32
Contig203430_3554	14	13	12	17	10	NA	15	13	26	13	10	18	21	15	14	15	16	14
Contig203430_3586	10	11	11	9	13	NA	13	11	13	10	NA	7	22	21	19	16	13	16
Contig203430_3592	13	13	10	11	9	NA	13	14	19	12	11	11	24	21	22	16	14	15
Contig203430_3597	11	14	14	11	14	NA	13	14	18	NA	13	10	22	18	25	18	14	15
Contig203438_178	13	10	9	12	14	10	11	11	15	15	8	9	12	14	12	12	16	15
Contig203438_503	17	8	NA	12	7	12	9	17	16	13	17	11	25	23	27	27	22	21
Contig20345_36007	23	11	14	24	NA	9	23	15	12	39	42	11	43	37	50	56	36	NA
Contig20345_36051	17	12	17	15	10	NA	16	14	15	38	56	NA	37	43	47	57	21	26
Contig20345_36060	11	11	25	14	13	NA	14	31	16	37	60	NA	45	47	47	57	26	29
Contig20345_36062	13	10	29	11	13	NA	16	17	15	40	59	NA	43	50	48	57	28	24
Contig20345_36080	12	NA	21	10	10	9	12	24	13	39	53	NA	32	40	35	45	31	25
Contig20345_36085	13	NA	12	11	12	12	14	12	16	39	52	NA	36	39	37	43	37	24
Contig20345_36102	24	24	22	24	10	9	25	13	36	39	56	11	34	44	43	48	39	12
Contig20371_813	11	14	NA	18	10	11	17	14	14	34	14	21	25	35	33	42	20	13
Contig20371_855	10	11	5	11	9	9	11	11	4	22	11	10	16	22	20	15	17	14
Contig20371_1185	18	14	12	30	17	14	16	19	12	20	26	11	33	47	35	45	28	27
Contig20372_1587	13	19	17	11	15	12	15	13	21	11	NA	16	26	13	21	24	18	19
Contig20372_1608	15	13	13	22	15	14	23	14	16	13	NA	13	14	13	16	13	11	21
Contig20372_1869	18	12	14	14	13	11	15	16	18	19	12	12	22	24	22	21	12	16
Contig20372_1882	15	11	17	16	15	12	17	16	17	19	10	11	19	31	25	19	16	22
Contig20372_1921	23	15	23	26	23	14	13	27	34	33	11	24	36	42	29	34	31	29
Contig20372_1934	11	10	NA	15	11	13	15	12	29	33	10	12	18	17	18	32	20	15
Contig20372_1961	24	19	31	31	12	23	25	27	32	41	28	26	40	43	51	39	40	39
Contig20372_1993	27	33	37	28	22	28	33	23	43	36	16	32	43	39	47	41	39	42
Contig20372_2010	25	32	32	31	21	25	26	32	39	35	11	29	41	39	39	43	33	35
Contig20372_2015	15	15	18	17	8	10	20	19	26	29	7	19	23	24	28	25	24	25
Contig20372_2046	0	0	0	0	0	0	0	0	9	0	NA	0	0	1	0	0	0	0
Contig20372_2243	10	12	13	NA	10	10	17	10	14	10	NA	15	17	18	13	15	13	14
Contig20372_2249	11	10	12	10	7	9	15	11	14	11	NA	19	17	20	12	14	11	16
Contig203981_397	11	12	13	9	13	NA	8	10	17	28	29	11	28	38	38	34	25	23
Contig2041_731	12	12	11	10	13	15	14	11	13	12	34	12	15	29	14	23	22	15
Contig20430_11619	32	33	26	21	18	9	44	11	NA	14	17	NA	11	13	50	13	10	11
Contig20453_38092	59	44	47	48	37	44	36	53	36	62	34	47	66	65	69	49	60	47
Contig20453_38099	61	41	40	45	37	54	33	60	41	73	35	47	75	70	71	53	55	57
Contig20453_38107	40	23	23	19	15	29	18	33	17	51	9	33	52	60	47	38	31	32
Contig20453_38167	37	19	19	20	15	24	21	30	14	50	11	20	35	43	26	31	36	22
Contig20453_38196	25	17	10	19	9	16	20	22	5	43	NA	15	38	44	47	27	41	23
Contig20453_38256	23	13	12	14	12	14	12	21	12	15	NA	9	20	16	19	13	18	16
Contig20453_38279	18	12	19	11	11	15	14	16	NA	31	NA	23	21	21	30	15	34	24
Contig20453_41306	20	15	11	14	11	11	12	20	14	10	NA	17	23	18	17	22	17	20
Contig20453_41315	14	11	6	13	11	11	11	17	14	9	NA	6	19	14	17	14	11	15
Contig20462_5887	7	9	7	13	NA	6	14	9	21	19	10	NA	23	15	23	33	23	22
Contig204676_884	26	31	17	25	29	30	26	29	19	12	NA	20	20	14	13	11	13	35
Contig204676_1113	15	21	17	15	19	26	13	18	17	9	4	7	9	10	11	7	12	21
Contig204683_1353	13	10	11	11	10	9	15	17	17	6	6	13	13	18	16	10	8	15
Contig204683_1359	15	15	15	19	16	15	16	19	18	9	16	20	18	22	14	9	11	20
Contig204683_1361	16	13	15	16	15	16	24	20	17	9	13	19	17	24	16	12	13	22
Contig20472_41732	9	12	10	14	14	NA	15	16	10	25	26	15	19	39	41	37	12	11
Contig20472_41737	16	12	15	14	14	NA	16	21	13	28	24	16	16	39	45	34	18	17
Contig20472_41757	10	12	13	16	20	9	22	19	16	25	18	19	18	22	24	28	24	17
Contig20472_41766	14	11	12	11	14	11	18	14	16	17	18	15	19	24	23	26	23	14
Contig20498_9505	15	12	12	13	11	10	13	14	22	26	NA	15	17	24	20	17	20	15
Contig20498_9544	13	16	17	20	NA	12	29	14	16	23	NA	13	18	17	17	19	21	15
Contig20498_9558	17	18	19	23	11	13	32	12	22	28	13	26	35	38	17	20	18	30
Contig20498_9569	14	18	13	26	NA	13	31	22	15	37	16	14	32	38	33	34	21	32
Contig20498_9608	27	25	22	21	21	11	19	24	21	31	14	18	37	20	22	36	25	24
Contig20498_9615	25	27	25	28	23	16	27	23	17	41	18	23	43	34	27	29	34	27
Contig20498_9630	17	18	19	20	19	NA	18	17	14	26	18	16	23	28	20	25	27	21
Contig20498_10727	20	13	11	10	NA	9	15	13	12	18	NA	8	19	26	12	16	18	18
Contig20498_11949	16	13	14	14	10	12	15	12	11	22	31	17	22	26	27	26	18	19
Contig20498_11970	14	12	11	11	NA	12	14	13	10	20	26	NA	19	28	33	30	19	13
Contig20500_1414	4	9	7	9	6	9	9	10	4	12	7	12	11	6	12	16	16	6
Contig2051_12180	29	13	14	17	9	NA	28	19	22	42	33	9	40	30	37	37	28	12
Contig2051_12192	33	16	26	23	12	NA	26	18	10	38	35	12	45	35	40	33	24	17
Contig2051_12220	27	11	9	15	11	10	13	17	16	28	18	NA	29	30	32	17	13	19
Contig2051_12236	14	13	14	11	13	12	14	16	15	19	17	13	16	29	25	32	15	10
Contig2051_12239	16	13	15	12	13	NA	13	18	13	19	15	13	16	30	16	16	13	8
Contig2051_12244	12	12	15	12	12	NA	12	14	13	17	12	12	14	18	15	18	13	11
Contig2051_12256	9	11	13	9	10	NA	4	14	10	14	13	14	19	9	8	14	10	10
Contig205214_613	9	14	9	18	9	9	13	NA	15	20	13	12	16	15	14	18	11	10
Contig205214_746	10	9	17	21	NA	8	25	13	18	32	22	NA	31	26	36	18	20	16
Contig205214_758	14	10	23	28	NA	20	28	24	31	35	19	NA	36	33	43	37	28	30
Contig205214_782	32	26	18	29	9	19	28	23	32	44	27	20	40	42	32	43	35	29
Contig205214_792	29	23	8	6	9	2	25	NA	26	22	0	0	23	0	35	0	28	15
Contig205214_832	22	14	7	16	NA	9	29	12	28	31	35	NA	35	35	45	29	29	13
Contig205214_945	21	8	23	21	7	6	19	27	10	37	40	14	25	39	37	39	29	20
Contig205214_954	21	17	29	25	9	10	25	14	25	31	46	19	40	43	45	53	33	26
Contig205214_962	26	10	31	30	22	15	28	26	32	38	45	22	43	46	42	50	34	21
Contig205214_990	27	10	24	24	9	15	26	23	29	29	40	24	32	47	53	46	29	21
Contig205214_1004	24	9	13	23	NA	14	31	10	22	26	39	25	31	36	47	41	14	27
Contig205214_1041	16	16	15	22	12	10	17	12	18	24	42	11	26	36	29	46	29	18
Contig205294_1678	20	22	24	27	11	NA	25	24	32	28	28	25	39	41	36	36	23	35
Contig205294_1682	33	25	23	28	10	NA	27	27	36	21	29	33	39	40	32	37	23	36
Contig205294_1688	36	25	28	26	13	NA	24	25	37	37	34	34	47	47	44	39	26	42
Contig205294_1724	25	13	28	23	NA	11	10	17	24	51	39	26	38	37	40	39	25	30
Contig205294_1727	26	14	27	23	NA	9	11	19	16	52	37	23	44	39	40	41	26	30
Contig205294_1734	24	9	15	16	NA	12	12	21	25	51	40	13	41	44	38	39	24	27
Contig205294_1751	23	16	12	11	NA	10	14	14	27	38	46	13	42	38	37	37	23	34
Contig20569_20127	14	16	13	15	11	NA	15	11	17	14	20	11	19	27	19	25	24	17
Contig20569_20148	14	13	15	13	11	NA	10	10	14	17	18	NA	9	19	22	20	19	10
Contig20569_28697	11	14	9	17	10	13	21	10	19	20	21	18	15	36	37	42	19	17
Contig20569_28885	17	11	12	19	18	NA	16	26	35	43	52	17	26	44	50	49	35	16
Contig20569_28902	17	9	13	5	15	10	11	14	18	1	23	6	8	19	18	27	0	7
Contig20570_6918	20	12	19	17	15	12	22	17	16	33	26	12	23	26	27	26	23	22
Contig20570_7005	10	14	21	32	12	NA	28	9	10	54	32	NA	38	48	51	45	35	25
Contig20570_7028	21	11	13	28	15	NA	18	22	26	45	44	13	39	46	54	51	35	12
Contig20570_7040	20	11	14	34	15	NA	26	30	27	41	57	12	40	46	57	44	45	27
Contig20570_7055	22	11	12	28	10	NA	29	26	26	46	54	14	39	51	55	53	43	33
Contig20570_7094	25	22	31	18	NA	10	26	27	31	49	54	11	41	40	48	46	45	27
Contig20570_7141	11	12	13	15	9	NA	12	19	18	31	40	NA	35	39	26	44	20	13
Contig205741_9466	18	15	15	16	6	8	15	14	19	17	30	15	20	25	21	25	20	20
Contig205751_153	16	18	19	16	NA	11	20	19	29	33	22	14	36	32	36	39	28	23
Contig205751_157	15	19	20	16	10	12	18	19	31	37	21	15	32	38	42	38	31	14
Contig205751_162	22	29	28	32	11	17	23	26	39	42	36	17	51	42	53	52	49	31
Contig205751_168	15	22	19	15	13	11	16	20	22	29	21	19	41	36	50	37	32	31
Contig205765_6283	10	11	13	15	12	14	13	9	8	12	15	11	12	15	13	21	9	12
Contig20581_23614	13	14	10	14	11	NA	18	13	10	16	13	NA	24	15	19	16	17	17
Contig20581_23631	19	17	13	14	17	8	15	16	20	19	12	15	22	27	26	19	18	22
Contig20581_23644	13	16	11	11	10	9	16	15	19	13	NA	6	20	29	19	13	14	15
Contig20582_15091	20	15	14	14	13	12	13	15	31	22	11	12	21	38	39	37	18	21
Contig20582_15108	15	15	11	11	10	NA	14	14	12	23	10	15	17	32	24	32	19	22
Contig20584_1513	12	14	12	14	11	10	15	13	13	NA	20	10	28	20	24	20	15	11
Contig20584_1521	12	15	14	14	10	NA	15	18	12	NA	20	10	22	17	24	15	15	10
Contig20584_1533	11	17	8	12	9	NA	14	18	12	NA	24	13	22	22	22	19	16	15
Contig20584_1549	14	12	12	14	10	NA	11	12	11	15	16	13	21	26	19	19	14	14
Contig20596_1335	12	16	11	9	13	11	20	13	13	19	22	NA	21	30	28	33	18	15
Contig20596_1345	12	17	13	NA	14	15	20	12	16	20	26	11	19	30	42	24	17	19
Contig20596_1371	15	NA	21	10	14	10	13	14	12	9	27	11	34	29	31	22	16	13
Contig20596_1383	17	11	14	15	12	NA	14	14	10	NA	11	10	33	19	25	22	21	11
Contig205980_293	23	24	13	11	9	11	31	28	24	11	NA	23	25	12	23	8	26	18
Contig205980_444	13	13	15	17	17	NA	14	22	19	11	NA	15	14	8	17	9	16	8
Contig205984_3499	14	13	14	9	11	9	13	16	14	12	15	7	16	17	17	15	12	14
Contig206_32911	27	10	34	29	NA	13	33	35	39	58	55	31	49	53	52	69	50	32
Contig2061_12683	18	NA	9	15	13	16	9	11	7	9	16	9	6	24	24	13	28	7
Contig2061_12707	1	2	6	4	2	3	4	1	3	11	8	2	4	10	9	7	6	5
Contig2061_12723	3	3	8	9	7	7	4	10	2	12	NA	4	4	17	18	2	21	3
Contig20613_13757	16	11	17	11	11	NA	13	10	23	13	10	NA	31	33	33	35	13	15
Contig20613_13786	15	9	19	17	15	12	11	10	15	14	10	11	22	17	27	18	14	20
Contig206235_1001	14	13	17	13	14	NA	15	8	11	18	30	12	17	30	19	23	24	15
Contig206235_1004	20	14	16	16	16	NA	15	19	11	21	25	14	23	29	27	21	19	14
Contig206235_1016	17	10	24	18	16	11	16	20	10	13	12	9	18	37	20	33	21	17
Contig206235_1116	39	11	28	24	22	10	29	31	13	36	61	18	40	49	36	51	41	26
Contig206235_1210	18	8	12	21	14	9	25	26	12	38	29	12	31	33	44	32	15	29
Contig206241_675	13	9	12	15	NA	9	16	11	17	19	NA	13	23	28	20	16	16	14
Contig20625_70288	17	11	10	19	12	NA	18	9	13	12	10	12	19	17	27	30	15	16
Contig20625_70297	16	14	14	21	16	NA	16	13	19	19	11	17	23	32	31	24	14	18
Contig20625_70304	15	16	12	17	15	NA	18	14	18	15	12	16	21	19	33	24	13	20
Contig20633_20158	25	11	24	22	23	NA	26	13	25	25	NA	24	24	27	28	28	12	27
Contig20633_20220	9	11	15	12	13	NA	18	17	11	24	NA	9	23	32	17	18	17	16
Contig20633_20736	8	13	NA	24	10	10	11	12	24	9	30	9	23	17	34	41	24	11
Contig20633_20769	32	15	9	25	14	NA	28	14	22	28	38	20	17	37	43	43	16	29
Contig206361_6374	27	9	23	21	NA	22	23	13	25	23	35	16	30	35	37	35	22	17
Contig206518_276	11	14	11	12	15	NA	12	12	13	15	NA	17	17	13	10	14	13	13
Contig206518_278	12	14	12	12	13	NA	11	12	15	16	NA	16	18	14	11	12	12	12
Contig20655_14960	12	12	13	13	10	11	15	12	16	42	29	12	24	25	26	30	27	17
Contig20655_14965	9	13	11	13	NA	11	18	15	14	28	29	12	21	28	24	30	25	18
