#CHROM	POS	CONTEXT	Watson-METH	Watson-COVERAGE	Watson-QUAL	Crick-METH	Crick-COVERAGE	Crick-QUAL
Contig89	3396	CHH	.	.	.	0	13	36
Contig89	3795	CHH	.	.	.	1	10	36
Contig89	3796	CHH	.	.	.	0	10	36
Contig89	3808	CHH	.	.	.	0	11	33
Contig89	3935	CHH	.	.	.	7	11	35
Contig89	3943	CHH	.	.	.	6	17	33
Contig89	3944	CHH	.	.	.	8	15	33
Contig89	3945	CHH	.	.	.	7	16	33
Contig89	3950	CHH	.	.	.	5	12	33
Contig89	3951	CHH	.	.	.	8	13	32
Contig89	3952	CHH	.	.	.	7	12	33
Contig89	5168	CHH	.	.	.	0	11	35
Contig89	5181	CHH	.	.	.	0	14	35
Contig89	5186	CHH	.	.	.	0	13	35
Contig89	5227	CHH	.	.	.	1	14	36
Contig89	5331	CHH	1	15	36	.	.	.
Contig89	5334	CHH	.	.	.	0	18	35
Contig89	5336	CHH	0	16	35	.	.	.
Contig89	5337	CHH	0	16	35	.	.	.
Contig89	5340	CHH	0	15	36	.	.	.
Contig89	5341	CHH	0	14	37	.	.	.
Contig89	5345	CHH	.	.	.	0	24	36
Contig89	5346	CHH	.	.	.	0	25	35
Contig89	5356	CHH	.	.	.	0	18	36
Contig89	5360	CHH	.	.	.	0	15	36
Contig89	5361	CHH	.	.	.	0	15	36
Contig89	5362	CHH	.	.	.	0	14	35
Contig89	5363	CHH	.	.	.	0	14	36
Contig89	5364	CHH	.	.	.	0	13	36
Contig89	5365	CHH	.	.	.	0	12	37
Contig89	5366	CHH	.	.	.	0	12	36
Contig89	5367	CHH	.	.	.	0	10	36
Contig89	6027	CHH	1	11	37	.	.	.
Contig89	6067	CHH	5	11	34	.	.	.
Contig89	6074	CHH	2	10	36	.	.	.
Contig89	6269	CHH	.	.	.	4	11	37
Contig89	6419	CHH	.	.	.	0	11	36
Contig89	6432	CHH	.	.	.	1	22	36
Contig89	6438	CHH	.	.	.	0	20	36
Contig89	6440	CHH	.	.	.	0	19	36
Contig89	6444	CHH	.	.	.	1	17	35
Contig89	6445	CHH	.	.	.	0	15	36
Contig89	6447	CHH	.	.	.	0	15	36
Contig89	6448	CHH	.	.	.	0	14	35
Contig89	6449	CHH	.	.	.	0	13	35
Contig89	6452	CHH	0	17	35	.	.	.
Contig89	6464	CHH	0	15	36	.	.	.
Contig89	6468	CHH	0	14	36	.	.	.
Contig89	6469	CHH	0	14	35	.	.	.
Contig89	6471	CHH	0	13	35	.	.	.
Contig89	6478	CHH	0	13	35	.	.	.
Contig89	6485	CHH	0	13	34	.	.	.
Contig89	6486	CHH	1	12	36	.	.	.
Contig89	6614	CHH	0	20	36	.	.	.
Contig89	7287	CHH	0	10	36	.	.	.
Contig89	7289	CHH	0	11	35	.	.	.
Contig89	7508	CHH	.	.	.	0	10	37
Contig89	7509	CHH	.	.	.	0	10	37
Contig89	7523	CHH	.	.	.	0	10	37
Contig89	7574	CHH	0	13	35	.	.	.
Contig89	7575	CHH	0	12	35	.	.	.
Contig89	7584	CHH	1	13	35	.	.	.
Contig89	7668	CHH	0	11	34	.	.	.
Contig89	7685	CHH	.	.	.	0	12	37
Contig89	7689	CHH	.	.	.	1	11	36
Contig89	8400	CHH	0	12	34	.	.	.
Contig89	8405	CHH	1	11	35	.	.	.
Contig89	8532	CHH	5	11	35	.	.	.
Contig89	8533	CHH	6	12	35	.	.	.
Contig89	8534	CHH	6	11	36	.	.	.
Contig89	8535	CHH	6	14	36	.	.	.
Contig89	8541	CHH	0	18	36	.	.	.
Contig89	8547	CHH	5	18	37	.	.	.
Contig89	8556	CHH	.	.	.	0	25	36
Contig89	8561	CHH	0	18	36	.	.	.
Contig89	8562	CHH	0	17	36	.	.	.
Contig89	8566	CHH	0	16	36	.	.	.
Contig89	8568	CHH	0	16	36	.	.	.
Contig89	8572	CHH	0	21	36	.	.	.
Contig89	8586	CHH	0	23	36	.	.	.
Contig89	8591	CHH	.	.	.	0	10	37
Contig89	8592	CHH	.	.	.	0	10	36
Contig89	8593	CHH	.	.	.	0	10	35
Contig89	8594	CHH	.	.	.	0	10	35
Contig89	8601	CHH	.	.	.	0	15	36
Contig89	8605	CHH	.	.	.	0	19	35
Contig89	8611	CHH	.	.	.	0	23	36
Contig89	8619	CHH	0	38	36	.	.	.
Contig89	8622	CHH	1	37	36	.	.	.
Contig89	8623	CHH	1	39	36	.	.	.
Contig89	8624	CHH	0	36	36	.	.	.
Contig89	8625	CHH	0	35	36	.	.	.
Contig89	8632	CHH	.	.	.	0	20	36
Contig89	8641	CHH	.	.	.	0	10	37
Contig89	8688	CHH	0	14	35	.	.	.
Contig89	8689	CHH	0	15	34	.	.	.
Contig89	8696	CHH	0	20	35	.	.	.
Contig89	8710	CHH	0	29	35	.	.	.
Contig89	8722	CHH	0	20	36	.	.	.
Contig89	8723	CHH	0	19	36	.	.	.
Contig89	8724	CHH	0	17	37	.	.	.
Contig89	8726	CHH	0	13	37	.	.	.
Contig89	8727	CHH	0	12	36	.	.	.
Contig89	8758	CHH	.	.	.	0	11	34
Contig89	8759	CHH	.	.	.	0	13	34
Contig89	8760	CHH	0	15	36	.	.	.
Contig89	8761	CHH	0	14	35	.	.	.
Contig89	8769	CHH	.	.	.	1	15	35
Contig89	8773	CHH	0	15	36	.	.	.
Contig89	8774	CHH	0	14	37	.	.	.
Contig89	8775	CHH	0	15	36	.	.	.
Contig89	8778	CHH	0	15	36	.	.	.
Contig89	8784	CHH	0	12	35	.	.	.
Contig89	8954	CHH	.	.	.	0	10	35
Contig89	8960	CHH	0	22	35	.	.	.
Contig89	8969	CHH	0	23	36	.	.	.
Contig89	8978	CHH	1	20	36	.	.	.
Contig89	9274	CHH	0	12	36	.	.	.
Contig89	9275	CHH	0	12	37	.	.	.
Contig89	9276	CHH	0	12	37	.	.	.
Contig89	9277	CHH	0	12	37	.	.	.
Contig89	9278	CHH	0	12	36	.	.	.
Contig89	9280	CHH	0	12	36	.	.	.
Contig89	9281	CHH	0	11	37	.	.	.
Contig89	9282	CHH	0	10	36	.	.	.
Contig89	9333	CHH	0	15	36	.	.	.
Contig89	9334	CHH	0	16	35	.	.	.
Contig89	9342	CHH	.	.	.	0	18	36
Contig89	9343	CHH	.	.	.	1	19	36
Contig89	9344	CHH	.	.	.	1	18	36
Contig89	9351	CHH	.	.	.	1	15	35
Contig89	9352	CHH	.	.	.	1	15	36
Contig89	9354	CHH	.	.	.	1	15	35
Contig89	9356	CHH	.	.	.	0	12	35
Contig89	9401	CHH	4	10	36	.	.	.
Contig89	9581	CHH	0	14	33	.	.	.
Contig89	9582	CHH	1	13	36	.	.	.
Contig89	9583	CHH	0	13	36	.	.	.
Contig89	9584	CHH	0	14	36	.	.	.
Contig89	9585	CHH	0	14	36	.	.	.
Contig89	9586	CHH	0	14	36	.	.	.
Contig89	9587	CHH	0	14	36	.	.	.
Contig89	9588	CHH	0	14	36	.	.	.
Contig89	9589	CHH	0	14	36	.	.	.
Contig89	9590	CHH	0	13	35	.	.	.
Contig89	9591	CHH	0	13	36	.	.	.
Contig89	9592	CHH	1	13	35	.	.	.
Contig89	9593	CHH	0	11	36	.	.	.
Contig89	9671	CHH	0	10	35	.	.	.
Contig89	9673	CHH	0	10	37	.	.	.
Contig89	9675	CHH	1	10	34	.	.	.
Contig89	9740	CHH	0	12	35	.	.	.
Contig89	9741	CHH	3	12	35	.	.	.
Contig89	9742	CHH	0	13	34	.	.	.
Contig89	9743	CHH	3	12	35	.	.	.
Contig89	9744	CHH	0	12	36	.	.	.
Contig89	9745	CHH	1	11	36	.	.	.
Contig89	9746	CHH	0	11	36	.	.	.
Contig89	9747	CHH	4	14	35	.	.	.
Contig89	9748	CHH	0	14	35	.	.	.
Contig89	9749	CHH	3	12	35	.	.	.
Contig89	9750	CHH	0	12	36	.	.	.
Contig89	9751	CHH	4	12	34	.	.	.
Contig89	9790	CHH	.	.	.	0	10	36
Contig89	9794	CHH	.	.	.	0	10	34
Contig89	9807	CHH	.	.	.	0	10	35
Contig89	11031	CHH	.	.	.	3	10	35
Contig89	11796	CHH	1	11	34	.	.	.
Contig89	11805	CHH	1	12	35	.	.	.
Contig89	11967	CHH	.	.	.	4	10	33
Contig89	11979	CHH	.	.	.	1	12	33
Contig89	11980	CHH	.	.	.	6	11	35
Contig89	11984	CHH	.	.	.	6	10	35
Contig89	12637	CHH	.	.	.	2	13	33
Contig89	14539	CHH	3	12	33	.	.	.
Contig89	14543	CHH	3	10	36	.	.	.
Contig89	14546	CHH	0	10	33	.	.	.
Contig89	15944	CHH	.	.	.	8	10	33
Contig89	15947	CHH	.	.	.	4	12	34
Contig89	16533	CHH	2	17	35	.	.	.
Contig89	16534	CHH	2	17	35	.	.	.
Contig89	16748	CHH	.	.	.	0	15	35
Contig89	16751	CHH	.	.	.	0	11	34
Contig89	17233	CHH	6	14	35	.	.	.
Contig89	18946	CHH	.	.	.	0	10	36
Contig89	19073	CHH	.	.	.	0	16	36
Contig89	19079	CHH	0	11	36	.	.	.
Contig89	19086	CHH	0	10	34	.	.	.
Contig89	19100	CHH	.	.	.	0	11	37
Contig89	19690	CHH	3	11	33	.	.	.
Contig89	20867	CHH	.	.	.	1	13	35
Contig89	20868	CHH	.	.	.	1	10	35
Contig89	20869	CHH	.	.	.	5	10	33
Contig89	21027	CHH	.	.	.	3	10	31
Contig89	21104	CHH	1	10	33	.	.	.
Contig89	21116	CHH	5	10	36	.	.	.
Contig89	21504	CHH	.	.	.	8	11	32
Contig89	21512	CHH	.	.	.	9	14	34
Contig89	21515	CHH	.	.	.	7	11	35
Contig89	24049	CHH	2	10	36	.	.	.
Contig89	24052	CHH	3	11	33	.	.	.
Contig89	24481	CHH	.	.	.	4	10	33
Contig89	25498	CHH	0	13	37	.	.	.
Contig89	25508	CHH	0	13	36	.	.	.
Contig89	25515	CHH	.	.	.	0	17	36
Contig89	25518	CHH	.	.	.	0	14	36
Contig89	25519	CHH	.	.	.	0	11	35
Contig89	25535	CHH	0	15	37	.	.	.
Contig89	25537	CHH	0	17	37	.	.	.
Contig89	25538	CHH	0	19	35	.	.	.
Contig89	25544	CHH	0	17	36	.	.	.
Contig89	25549	CHH	0	18	36	.	.	.
Contig89	25558	CHH	0	18	36	.	.	.
Contig89	25564	CHH	0	14	36	.	.	.
Contig89	25704	CHH	.	.	.	0	11	37
Contig89	25705	CHH	.	.	.	1	11	36
Contig89	25733	CHH	.	.	.	0	10	36
Contig89	25735	CHH	.	.	.	0	11	36
Contig89	25762	CHH	.	.	.	0	14	37
Contig89	25763	CHH	.	.	.	0	14	37
Contig89	25768	CHH	0	11	36	.	.	.
Contig89	25773	CHH	0	14	36	.	.	.
Contig89	25774	CHH	0	14	36	.	.	.
Contig89	25775	CHH	0	10	36	.	.	.
Contig89	25783	CHH	.	.	.	0	10	36
Contig89	25788	CHH	1	13	35	.	.	.
Contig89	25791	CHH	0	16	36	.	.	.
Contig89	25801	CHH	0	18	37	.	.	.
Contig89	25806	CHH	0	17	36	.	.	.
Contig89	25807	CHH	0	17	37	.	.	.
Contig89	25811	CHH	0	16	37	.	.	.
Contig89	26136	CHH	0	10	36	.	.	.
Contig89	26155	CHH	0	11	35	.	.	.
Contig89	26631	CHH	0	10	36	.	.	.
Contig89	26649	CHH	0	10	36	.	.	.
Contig89	26703	CHH	0	10	34	.	.	.
Contig89	26722	CHH	0	14	34	.	.	.
Contig89	26734	CHH	0	11	36	.	.	.
Contig89	26789	CHH	.	.	.	0	10	36
Contig89	28997	CHH	0	33	36	.	.	.
Contig89	28998	CHH	0	35	36	.	.	.
Contig89	29002	CHH	0	38	36	.	.	.
Contig89	29004	CHH	0	37	36	.	.	.
Contig89	29018	CHH	0	20	36	.	.	.
Contig89	30107	CHH	.	.	.	0	14	36
Contig89	30115	CHH	.	.	.	0	24	36
Contig89	30116	CHH	.	.	.	1	27	36
Contig89	30120	CHH	0	12	35	.	.	.
Contig89	30121	CHH	0	11	36	.	.	.
Contig89	30127	CHH	.	.	.	0	23	35
Contig89	30129	CHH	0	11	35	.	.	.
Contig89	30132	CHH	0	11	34	.	.	.
Contig89	30133	CHH	0	12	35	.	.	.
Contig89	30212	CHH	.	.	.	0	14	35
Contig89	30255	CHH	.	.	.	0	14	36
Contig89	30267	CHH	2	12	35	.	.	.
Contig89	30270	CHH	1	15	36	.	.	.
Contig89	30272	CHH	0	13	36	.	.	.
Contig89	30276	CHH	0	18	35	.	.	.
Contig89	30281	CHH	.	.	.	0	12	37
Contig89	30282	CHH	.	.	.	0	11	36
Contig89	30292	CHH	2	20	36	.	.	.
Contig89	30296	CHH	1	16	36	.	.	.
Contig89	30299	CHH	1	19	35	.	.	.
Contig89	30312	CHH	1	25	36	.	.	.
Contig89	30315	CHH	.	.	.	0	10	35
Contig89	30318	CHH	0	22	34	.	.	.
Contig89	30451	CHH	.	.	.	0	12	35
Contig89	32352	CHH	0	10	35	.	.	.
Contig89	32372	CHH	.	.	.	0	20	36
Contig89	32385	CHH	.	.	.	0	12	36
Contig89	32388	CHH	.	.	.	0	12	36
Contig89	32571	CHH	.	.	.	1	10	35
Contig89	32623	CHH	1	10	35	.	.	.
Contig89	34887	CHH	.	.	.	0	10	36
Contig89	34896	CHH	3	10	36	.	.	.
Contig89	34897	CHH	2	11	36	.	.	.
Contig89	34901	CHH	2	10	35	.	.	.
Contig89	34903	CHH	0	12	35	.	.	.
Contig89	34904	CHH	1	11	35	.	.	.
Contig89	34906	CHH	0	13	34	.	.	.
Contig89	34927	CHH	.	.	.	2	13	36
Contig89	34929	CHH	.	.	.	1	12	34
Contig89	34930	CHH	.	.	.	1	10	36
Contig89	34931	CHH	.	.	.	1	11	34
Contig89	34994	CHH	0	12	36	.	.	.
Contig89	34996	CHH	0	12	36	.	.	.
Contig89	35012	CHH	0	10	35	.	.	.
Contig89	35016	CHH	0	14	36	.	.	.
Contig89	35017	CHH	0	13	34	.	.	.
Contig89	35024	CHH	.	.	.	0	17	37
Contig89	35025	CHH	0	17	36	.	.	.
Contig89	35033	CHH	.	.	.	0	20	36
Contig89	35041	CHH	1	21	36	.	.	.
Contig89	35046	CHH	.	.	.	0	19	36
Contig89	35049	CHH	.	.	.	0	23	36
Contig89	35050	CHH	0	17	36	.	.	.
Contig89	35066	CHH	.	.	.	0	34	36
Contig89	35069	CHH	.	.	.	0	32	36
Contig89	35070	CHH	0	19	36	.	.	.
Contig89	35071	CHH	0	17	36	.	.	.
Contig89	35072	CHH	0	18	37	.	.	.
Contig89	35076	CHH	0	18	36	.	.	.
Contig89	35085	CHH	.	.	.	0	26	36
Contig89	35089	CHH	0	13	35	.	.	.
Contig89	35094	CHH	.	.	.	0	27	35
Contig89	35105	CHH	.	.	.	0	26	35
Contig89	35114	CHH	0	17	36	.	.	.
Contig89	35120	CHH	0	15	36	.	.	.
Contig89	35126	CHH	0	17	36	.	.	.
Contig89	35131	CHH	0	16	37	.	.	.
Contig89	35154	CHH	0	11	35	.	.	.
Contig89	35159	CHH	1	11	36	.	.	.
Contig89	35161	CHH	3	10	36	.	.	.
Contig89	35187	CHH	0	15	37	.	.	.
Contig89	35210	CHH	0	27	36	.	.	.
Contig89	35214	CHH	0	26	36	.	.	.
Contig89	35215	CHH	0	28	36	.	.	.
Contig89	35219	CHH	1	25	35	.	.	.
Contig89	35226	CHH	0	27	35	.	.	.
Contig89	35235	CHH	1	29	35	.	.	.
Contig89	35240	CHH	.	.	.	0	11	36
Contig89	35241	CHH	.	.	.	0	11	36
Contig89	35244	CHH	.	.	.	0	12	35
Contig89	35246	CHH	.	.	.	0	11	37
Contig89	35247	CHH	0	24	36	.	.	.
Contig89	35251	CHH	.	.	.	0	10	35
Contig89	35256	CHH	0	16	35	.	.	.
Contig89	35263	CHH	.	.	.	0	13	36
Contig89	35268	CHH	0	10	36	.	.	.
Contig89	35283	CHH	.	.	.	4	15	37
Contig89	35284	CHH	.	.	.	4	15	36
Contig89	35286	CHH	.	.	.	4	13	35
Contig89	35292	CHH	.	.	.	4	12	37
Contig89	35293	CHH	.	.	.	4	14	36
Contig89	35297	CHH	.	.	.	5	11	36
Contig89	35298	CHH	.	.	.	4	11	37
Contig89	35305	CHH	.	.	.	4	10	36
Contig89	35463	CHH	.	.	.	1	28	36
Contig89	35464	CHH	.	.	.	0	28	36
Contig89	35468	CHH	1	20	37	.	.	.
Contig89	35471	CHH	1	22	36	.	.	.
Contig89	35475	CHH	.	.	.	0	30	36
Contig89	35476	CHH	0	21	36	.	.	.
Contig89	35481	CHH	0	19	36	.	.	.
Contig89	35489	CHH	0	13	37	.	.	.
Contig89	35490	CHH	0	12	36	.	.	.
Contig89	35537	CHH	.	.	.	0	10	37
Contig89	35587	CHH	.	.	.	0	27	36
Contig89	35590	CHH	.	.	.	0	29	37
Contig89	35591	CHH	.	.	.	0	28	36
Contig89	35592	CHH	.	.	.	1	29	36
Contig89	35663	CHH	.	.	.	1	10	34
Contig89	36182	CHH	0	11	36	.	.	.
Contig89	36190	CHH	.	.	.	0	21	36
Contig89	36191	CHH	0	19	36	.	.	.
Contig89	36199	CHH	0	20	37	.	.	.
Contig89	36202	CHH	0	26	36	.	.	.
Contig89	36208	CHH	0	26	36	.	.	.
Contig89	36213	CHH	2	22	36	.	.	.
Contig89	36217	CHH	1	20	37	.	.	.
Contig89	36221	CHH	.	.	.	0	26	36
Contig89	36222	CHH	.	.	.	0	25	36
Contig89	36226	CHH	.	.	.	0	21	36
Contig89	36228	CHH	.	.	.	0	20	36
Contig89	36232	CHH	.	.	.	0	16	35
Contig89	36233	CHH	0	26	36	.	.	.
Contig89	36236	CHH	0	27	36	.	.	.
Contig89	36237	CHH	0	28	36	.	.	.
Contig89	36240	CHH	.	.	.	0	13	35
Contig89	36241	CHH	.	.	.	0	13	36
Contig89	36252	CHH	0	15	36	.	.	.
Contig89	36257	CHH	.	.	.	0	11	36
Contig89	36260	CHH	.	.	.	1	11	34
Contig89	36307	CHH	.	.	.	0	11	36
Contig89	36311	CHH	.	.	.	0	12	37
Contig89	36312	CHH	0	10	36	.	.	.
Contig89	36340	CHH	0	18	36	.	.	.
Contig89	36342	CHH	0	19	36	.	.	.
Contig89	36350	CHH	0	20	36	.	.	.
Contig89	36353	CHH	1	20	35	.	.	.
Contig89	36362	CHH	1	14	36	.	.	.
Contig89	36387	CHH	.	.	.	2	12	36
Contig89	36392	CHH	.	.	.	2	11	35
Contig89	36450	CHH	.	.	.	0	11	34
Contig89	36456	CHH	0	12	35	.	.	.
Contig89	36459	CHH	0	14	36	.	.	.
Contig89	36465	CHH	0	16	36	.	.	.
Contig89	36469	CHH	2	18	36	.	.	.
Contig89	36475	CHH	0	14	36	.	.	.
Contig89	36491	CHH	0	10	36	.	.	.
Contig89	36509	CHH	.	.	.	0	11	36
Contig89	36511	CHH	0	12	36	.	.	.
Contig89	36516	CHH	.	.	.	0	11	35
Contig89	36518	CHH	0	14	36	.	.	.
Contig89	36521	CHH	.	.	.	0	15	37
Contig89	36522	CHH	.	.	.	0	16	36
Contig89	36523	CHH	0	15	36	.	.	.
Contig89	36534	CHH	.	.	.	0	15	36
Contig89	36537	CHH	0	13	35	.	.	.
Contig89	36538	CHH	0	12	36	.	.	.
Contig89	36544	CHH	.	.	.	0	17	35
Contig89	36546	CHH	.	.	.	1	16	35
Contig89	36551	CHH	0	15	36	.	.	.
Contig89	36554	CHH	.	.	.	0	14	36
Contig89	36555	CHH	.	.	.	1	14	36
Contig89	36557	CHH	.	.	.	0	13	37
Contig89	36565	CHH	.	.	.	0	14	36
Contig89	36568	CHH	0	14	35	.	.	.
Contig89	36569	CHH	0	13	35	.	.	.
Contig89	36573	CHH	0	10	37	.	.	.
Contig89	36576	CHH	0	10	35	.	.	.
Contig89	36583	CHH	.	.	.	0	12	37
Contig89	36585	CHH	.	.	.	0	13	35
Contig89	36587	CHH	.	.	.	0	11	37
Contig89	36589	CHH	.	.	.	0	10	36
Contig89	36654	CHH	.	.	.	4	11	35
Contig89	36843	CHH	.	.	.	0	11	35
Contig89	36851	CHH	0	11	36	.	.	.
Contig89	36867	CHH	0	16	36	.	.	.
Contig89	36868	CHH	0	18	36	.	.	.
Contig89	36875	CHH	0	23	37	.	.	.
Contig89	36887	CHH	.	.	.	0	11	36
Contig89	36888	CHH	.	.	.	1	12	36
Contig89	36889	CHH	.	.	.	0	12	36
Contig89	36891	CHH	2	29	36	.	.	.
Contig89	36893	CHH	3	28	36	.	.	.
Contig89	36899	CHH	2	24	35	.	.	.
Contig89	36900	CHH	2	23	36	.	.	.
Contig89	36901	CHH	2	22	36	.	.	.
Contig89	36903	CHH	4	21	35	.	.	.
Contig89	36914	CHH	1	11	36	.	.	.
Contig89	36915	CHH	1	10	35	.	.	.
Contig89	36926	CHH	.	.	.	0	24	35
Contig89	36945	CHH	8	12	35	.	.	.
Contig89	36950	CHH	3	11	34	.	.	.
Contig89	36964	CHH	.	.	.	0	13	35
Contig89	36971	CHH	.	.	.	3	20	36
Contig89	36982	CHH	2	14	36	.	.	.
Contig89	36988	CHH	3	18	36	.	.	.
Contig89	36989	CHH	3	20	36	.	.	.
Contig89	36990	CHH	3	21	36	.	.	.
Contig89	36999	CHH	.	.	.	0	19	35
Contig89	37003	CHH	1	20	36	.	.	.
Contig89	37004	CHH	1	19	36	.	.	.
Contig89	37005	CHH	1	18	35	.	.	.
Contig89	37006	CHH	1	19	36	.	.	.
Contig89	37012	CHH	0	13	35	.	.	.
Contig89	37015	CHH	.	.	.	0	21	35
Contig89	37016	CHH	0	12	36	.	.	.
Contig89	37025	CHH	.	.	.	0	16	36
Contig89	37026	CHH	.	.	.	0	17	36
Contig89	37030	CHH	0	17	36	.	.	.
Contig89	37031	CHH	0	17	36	.	.	.
Contig89	37032	CHH	0	18	36	.	.	.
Contig89	37038	CHH	0	21	36	.	.	.
Contig89	37042	CHH	.	.	.	0	16	36
Contig89	37043	CHH	.	.	.	0	17	35
Contig89	37044	CHH	0	26	36	.	.	.
Contig89	37045	CHH	0	27	35	.	.	.
Contig89	37046	CHH	0	24	36	.	.	.
Contig89	37047	CHH	0	25	36	.	.	.
Contig89	37048	CHH	0	24	37	.	.	.
Contig89	37050	CHH	1	25	36	.	.	.
Contig89	37061	CHH	.	.	.	0	14	36
Contig89	37065	CHH	0	14	36	.	.	.
Contig89	37374	CHH	.	.	.	0	11	36
Contig89	37379	CHH	.	.	.	0	16	36
Contig89	37380	CHH	0	18	37	.	.	.
Contig89	37389	CHH	0	26	36	.	.	.
Contig89	37393	CHH	.	.	.	0	26	36
Contig89	37396	CHH	.	.	.	0	23	36
Contig89	37402	CHH	1	26	36	.	.	.
Contig89	37405	CHH	1	29	35	.	.	.
Contig89	37408	CHH	1	35	36	.	.	.
Contig89	37409	CHH	0	34	37	.	.	.
Contig89	37414	CHH	1	35	36	.	.	.
Contig89	37416	CHH	2	39	36	.	.	.
Contig89	37423	CHH	0	33	36	.	.	.
Contig89	37427	CHH	.	.	.	1	30	36
Contig89	37429	CHH	0	26	35	.	.	.
Contig89	37433	CHH	.	.	.	1	30	36
Contig89	37435	CHH	.	.	.	0	24	36
Contig89	37448	CHH	.	.	.	0	11	35
Contig89	37457	CHH	.	.	.	0	12	34
Contig89	37466	CHH	.	.	.	0	16	35
Contig89	37470	CHH	0	22	36	.	.	.
Contig89	37473	CHH	.	.	.	0	21	36
Contig89	37475	CHH	0	30	36	.	.	.
Contig89	37478	CHH	.	.	.	0	24	35
Contig89	37479	CHH	0	34	36	.	.	.
Contig89	37481	CHH	0	34	36	.	.	.
Contig89	37486	CHH	.	.	.	0	20	36
Contig89	37487	CHH	.	.	.	0	21	35
Contig89	37490	CHH	.	.	.	1	18	36
Contig89	37493	CHH	.	.	.	0	17	36
Contig89	37499	CHH	0	13	35	.	.	.
Contig89	37530	CHH	.	.	.	0	25	35
Contig89	37536	CHH	.	.	.	0	38	36
Contig89	37537	CHH	0	13	36	.	.	.
Contig89	37538	CHH	0	13	37	.	.	.
Contig89	37548	CHH	.	.	.	3	39	36
Contig89	37552	CHH	1	15	35	.	.	.
Contig89	37560	CHH	.	.	.	1	30	36
Contig89	37562	CHH	.	.	.	0	24	37
Contig89	37564	CHH	.	.	.	0	21	36
Contig89	37565	CHH	0	17	35	.	.	.
Contig89	37569	CHH	0	13	36	.	.	.
Contig89	37571	CHH	0	13	33	.	.	.
Contig89	37574	CHH	.	.	.	0	12	36
Contig89	38856	CHH	.	.	.	4	10	33
Contig89	39134	CHH	.	.	.	0	10	36
Contig89	39139	CHH	.	.	.	0	10	35
Contig89	39230	CHH	.	.	.	0	11	37
Contig89	39237	CHH	0	13	36	.	.	.
Contig89	39238	CHH	0	11	36	.	.	.
Contig89	39241	CHH	.	.	.	0	10	36
Contig89	39243	CHH	0	10	35	.	.	.
Contig89	39244	CHH	0	10	36	.	.	.
Contig89	39247	CHH	.	.	.	0	10	37
Contig89	39248	CHH	.	.	.	0	10	37
Contig89	39268	CHH	.	.	.	0	10	37
Contig89	39274	CHH	0	15	36	.	.	.
Contig89	39276	CHH	1	18	35	.	.	.
Contig89	39285	CHH	2	15	35	.	.	.
Contig89	39301	CHH	5	14	36	.	.	.
Contig89	39302	CHH	2	12	36	.	.	.
Contig89	39303	CHH	3	12	35	.	.	.
Contig89	39304	CHH	4	12	35	.	.	.
Contig89	39305	CHH	4	18	33	.	.	.
Contig89	39306	CHH	4	14	35	.	.	.
Contig89	39307	CHH	2	15	34	.	.	.
Contig89	39308	CHH	6	15	35	.	.	.
Contig89	39309	CHH	4	14	35	.	.	.
Contig89	39310	CHH	8	14	35	.	.	.
Contig89	39311	CHH	2	13	35	.	.	.
Contig89	39312	CHH	7	12	34	.	.	.
Contig89	39313	CHH	4	13	34	.	.	.
Contig89	39315	CHH	5	15	34	.	.	.
Contig89	39316	CHH	5	12	35	.	.	.
Contig89	39317	CHH	1	13	34	.	.	.
Contig89	39319	CHH	1	11	33	.	.	.
Contig89	39320	CHH	0	10	34	.	.	.
Contig89	39322	CHH	3	11	34	.	.	.
Contig89	39330	CHH	.	.	.	0	12	36
Contig89	39331	CHH	.	.	.	0	14	36
Contig89	39332	CHH	.	.	.	1	15	36
Contig89	39336	CHH	0	19	34	.	.	.
Contig89	39344	CHH	0	21	36	.	.	.
Contig89	39353	CHH	.	.	.	0	15	36
Contig89	39355	CHH	.	.	.	0	17	36
Contig89	39357	CHH	.	.	.	0	15	36
Contig89	39358	CHH	.	.	.	0	15	35
Contig89	39362	CHH	0	27	36	.	.	.
Contig89	39367	CHH	0	27	36	.	.	.
Contig89	39376	CHH	0	23	36	.	.	.
Contig89	39382	CHH	.	.	.	0	11	36
Contig89	39383	CHH	.	.	.	0	11	36
Contig89	39385	CHH	0	22	36	.	.	.
Contig89	39388	CHH	.	.	.	0	13	37
Contig89	39390	CHH	.	.	.	0	15	36
Contig89	39398	CHH	0	36	36	.	.	.
Contig89	39403	CHH	.	.	.	0	16	37
Contig89	39411	CHH	0	40	36	.	.	.
Contig89	39416	CHH	0	41	36	.	.	.
Contig89	39417	CHH	1	38	36	.	.	.
Contig89	39423	CHH	.	.	.	0	15	36
Contig89	39429	CHH	.	.	.	0	16	37
Contig89	39430	CHH	.	.	.	0	17	36
Contig89	39431	CHH	0	22	36	.	.	.
Contig89	39437	CHH	.	.	.	0	20	35
Contig89	39438	CHH	.	.	.	0	19	36
Contig89	39441	CHH	.	.	.	1	20	36
Contig89	39443	CHH	.	.	.	0	19	35
Contig89	39444	CHH	0	14	36	.	.	.
Contig89	39446	CHH	0	13	37	.	.	.
Contig89	39450	CHH	0	12	35	.	.	.
Contig89	39451	CHH	0	12	34	.	.	.
Contig89	39456	CHH	.	.	.	1	20	36
Contig89	39460	CHH	.	.	.	2	22	37
