contig,start,end,fst01
Contig20037,50000,60000,0.124423963133641
Contig20052,0,5523,0
Contig20054,40000,50000,0
Contig20059,0,9674,0.128342245989305
Contig20140,30000,40000,0.0566037735849057
Contig20153,30000,40000,0.0631578947368421
Contig20206,30000,40000,0.143159379407616
Contig20209,40000,45003,0.167613636363636
Contig20241,0,10000,0.239583333333333
Contig20274,0,10000,0.0822846079380445
Contig20297,10000,20000,0.0307692307692308
Contig20301,20000,26963,0.0285714285714286
Contig20330,10000,20000,0.0774193548387097
Contig20330,20000,30000,0.0563991323210412
Contig20370,0,10000,0.13780260707635
Contig20388,20000,30000,0.0581395348837209
Contig20388,30000,34074,0.551824817518248
Contig20407,0,10000,0.0396341463414634
Contig20413,0,10000,0.472081218274112
Contig20440,20000,27711,0.135714285714286
Contig20472,20000,30000,0
Contig20487,0,10000,0.0508474576271186
Contig20491,0,10000,0.0759493670886076
Contig20509,0,10000,0.0918918918918919
Contig20509,20000,30000,0.192825112107623
Contig20554,0,2972,0.352250489236791
Contig20556,0,1339,0.0566037735849057
Contig20577,0,10000,0.0545454545454545
Contig20595,10000,20000,0.0327868852459016
Contig20605,10000,20000,0
Contig20656,0,10000,0.0144927536231884
Contig20676,10000,20000,0.0295566502463054
Contig20683,20000,30000,0.00268817204301075
Contig20760,0,10000,0.12007874015748
Contig20788,0,10000,0.274834437086093
Contig20792,30000,40000,0.0947867298578199
Contig20866,10000,17967,0.104417670682731
Contig20880,20000,30000,0.0156657963446475
Contig20907,0,6321,0
Contig20924,30000,40000,0.00418410041841004
Contig20993,10000,13425,0
Contig21005,0,10000,0.0384615384615385
Contig21008,40000,48789,0
Contig21024,0,10000,0.271626297577855
Contig21063,20000,24005,0.151291512915129
Contig21089,0,10000,0
Contig21176,0,9656,0
Contig21207,10000,17534,0.260536398467433
Contig21236,0,10000,0.222543352601156
Contig21274,60000,70000,0.236040609137056
Contig21279,30000,40000,0.0852272727272727
Contig21280,0,10000,0.0188679245283019
Contig21298,0,10000,0.220657276995305
Contig21320,10000,20000,0.076271186440678
Contig21389,0,10000,0.0566037735849057
Contig21389,40000,50000,0.156666666666667
Contig21427,0,10000,0
Contig21443,0,10000,0.059245960502693
Contig21472,0,10000,0.145748987854251
Contig21492,20000,30000,0.025974025974026
Contig21579,0,10000,0.0227272727272727
Contig21581,30000,40000,0.0949868073878628
Contig21587,30000,40000,0
Contig21645,0,10000,0.125
Contig21647,30000,40000,0.0416666666666667
Contig21658,30000,40000,0.0384615384615385
Contig21683,10000,20000,0.0227272727272727
Contig21722,0,7715,0
Contig21724,0,5372,0.0159090909090909
Contig21725,70000,75257,0.0747663551401869
Contig21730,0,8020,0.116129032258065
Contig21753,10000,20000,0.0263157894736842
Contig21754,0,10000,0.0222222222222222
Contig21797,0,10000,0
Contig21801,10000,20000,0.0188679245283019
Contig21803,0,4099,-0.00568181818181818
Contig21806,0,10000,0.253148614609572
Contig21806,10000,19284,-0.00337837837837838
Contig21811,0,10000,0.179153094462541
Contig21828,0,10000,0.2265625
Contig21828,40000,50000,0.0995850622406639
Contig21830,50000,60000,0.165289256198347
Contig21866,0,10000,0.14878892733564
Contig21876,0,10000,0.439929328621908
Contig21894,10000,19402,0.00316957210776545
Contig21950,0,10000,0
Contig21996,30000,40000,0.175687666370896
Contig21999,0,10000,0.0704225352112676
Contig22072,50000,60000,0.0508474576271186
Contig22078,0,10000,0.0384615384615385
Contig22080,0,10000,0.0457516339869281
Contig22083,0,9410,0
Contig22110,30000,35705,0.0161290322580645
Contig22116,10000,20000,0.147477360931436
Contig22123,0,10000,0.090702947845805
Contig22151,0,8712,0.0762463343108504
Contig22211,0,10000,0.167247386759582
Contig22286,0,10000,0.0253164556962025
Contig22297,10000,15795,0.0177514792899408
Contig22307,0,9602,0.143192488262911
Contig22348,0,10000,0.038961038961039
Contig22353,0,3925,0.0844444444444444
Contig22359,20000,30000,0.00819672131147541
Contig22376,10000,20000,-0.00477326968973747
Contig22383,10000,20000,0.0408163265306122
Contig22388,0,10000,0.0529482551143201
Contig22402,20000,30000,0
Contig22427,0,10000,0.0263157894736842
Contig22435,0,10000,0.114827201783724
Contig22514,50000,60000,0.105882352941176
Contig22516,20000,30000,0.0777777777777778
Contig22534,0,10000,0.0283842794759825
Contig22542,0,9948,0.10561797752809
Contig22597,30000,34183,0
Contig22614,0,9890,0.00480769230769231
Contig22630,10000,13592,0.0632911392405063
Contig22634,10000,20000,0.0606060606060606
Contig22638,0,10000,0.345794392523365
Contig22654,0,10000,0.15979381443299
Contig22661,0,10000,0.0904059040590406
Contig22695,20000,30000,0.16
Contig22696,0,10000,0.0404624277456647
Contig22709,0,10000,0.0357142857142857
Contig22731,0,10000,0.123376623376623
Contig22757,0,10000,0
Contig22765,0,10000,0.0170940170940171
Contig22797,50000,60000,0.145748987854251
Contig22814,70000,80000,0.0396039603960396
Contig22822,20000,30000,0.0583657587548638
Contig22847,30000,36839,0
Contig22865,0,4458,0
Contig22880,0,10000,-0.00384615384615385
Contig22903,20000,30000,0.17838246409675
Contig22911,10000,20000,0.185770750988142
Contig22946,0,10000,-0.00512820512820513
Contig22978,0,10000,0.0426829268292683
Contig23006,0,10000,0.0523255813953488
Contig23072,10000,20000,0.026578073089701
Contig23078,30000,37383,0.0404624277456647
Contig23106,0,9405,0.0311688311688312
Contig23153,0,10000,0
Contig23157,0,7936,0.0563725490196078
Contig23166,20000,27632,0.0330882352941176
Contig23177,0,10000,0
Contig23191,20000,30000,0.0192307692307692
Contig23221,0,10000,0
Contig23237,40000,50000,0.0803571428571428
Contig23281,0,10000,0
Contig23329,30000,40000,0.0655737704918033
Contig23360,0,10000,0.13782991202346
Contig23369,0,6852,0.4
Contig23392,0,10000,0
Contig23424,10000,20000,0.0360655737704918
Contig23456,10000,20000,0
Contig23456,30000,40000,0.0336134453781513
Contig23487,10000,20000,0.0984848484848485
Contig23499,10000,20000,-0.00460829493087558
Contig23519,0,10000,0.146017699115044
Contig23534,0,10000,0.0235294117647059
Contig23544,50000,60000,0.195378151260504
Contig23561,0,10000,0.0454545454545455
Contig23564,0,6524,0.0526315789473684
Contig23579,0,10000,0.0126262626262626
Contig23584,10000,20000,0.0901803607214429
Contig23628,0,9074,0.0437636761487965
Contig23643,20000,20578,0.078193832599119
Contig23663,10000,20000,0.0140845070422535
Contig23664,0,9171,0
Contig23673,0,7859,0.028735632183908
Contig23682,10000,20000,0.0647887323943662
Contig23688,20000,30000,0.0060790273556231
Contig23697,10000,20000,0.123456790123457
Contig23734,50000,60000,0.0025706940874036
Contig23742,20000,30000,0.0974842767295597
Contig23755,0,8902,0.0409982174688057
Contig23757,10000,11143,0.0352112676056338
Contig23769,0,10000,0.0700808625336927
Contig23813,20000,30000,0.0879120879120879
Contig23883,0,10000,0.0338983050847458
Contig23894,30000,39793,0.0277777777777778
Contig23932,20000,30000,0.208791208791209
Contig23937,0,10000,0.0285714285714286
Contig23940,20000,27250,0.0289855072463768
Contig23953,10000,20000,0.142857142857143
Contig23976,0,10000,0.152597402597403
Contig24006,0,10000,0.0655737704918033
Contig24015,40000,50000,0.0442225392296719
Contig24015,50000,60000,-0.00617283950617284
Contig24017,10000,20000,0.106761565836299
Contig24018,0,3121,0.0454545454545455
Contig24051,0,10000,0
Contig24054,10000,16792,0
Contig24090,10000,13649,0
Contig24093,10000,20000,0.0756972111553785
Contig24095,20000,30000,0.0212765957446809
Contig24100,10000,20000,0.0333333333333333
Contig24130,0,10000,0
Contig24144,10000,16387,0
Contig24172,10000,20000,0.00888888888888889
Contig24175,0,10000,0.021505376344086
Contig24215,0,10000,0.0369181380417336
Contig24218,0,10000,0.0638766519823789
Contig24241,30000,34516,0
Contig24263,0,10000,0.028125
Contig24292,20000,30000,0.159090909090909
Contig24294,20000,30000,0
Contig24297,0,4111,0.0476190476190476
Contig24314,0,10000,0.0714285714285714
Contig24326,0,10000,0.0709939148073022
Contig24326,20000,30000,0.00684931506849315
Contig24349,0,10000,0.103448275862069
Contig24363,30000,35647,0.0476190476190476
Contig24376,0,10000,0
Contig24383,0,10000,0.0827374872318693
Contig24388,0,10000,0
Contig24396,20000,30000,0.0538116591928251
Contig24400,0,10000,0.0769230769230769
Contig24408,40000,44281,0.119205298013245
Contig24446,10000,20000,0.0212765957446809
Contig24460,0,10000,0.0655737704918033
Contig24466,0,3948,0
Contig24503,10000,17181,0.0384615384615385
Contig24520,0,10000,0
Contig24520,20000,30000,0.119631901840491
Contig24539,10000,20000,0.0823529411764706
Contig24550,10000,20000,0.0897435897435897
Contig24594,30000,40000,0.0469387755102041
Contig24605,20000,30000,0.195211786372007
Contig24629,0,10000,0.0465587044534413
Contig24654,0,10000,0.0996784565916399
Contig24673,0,9515,0
Contig24692,0,9995,0.105978260869565
Contig24693,10000,20000,0.500749625187406
Contig24711,10000,20000,0.0597609561752988
Contig24722,0,10000,0.104761904761905
Contig24745,30000,40000,0
Contig24760,70000,80000,0
Contig24764,0,10000,0
Contig24781,40000,50000,0.128787878787879
Contig24847,20000,30000,0.136674259681093
Contig24880,0,3204,0.0655737704918033
Contig24908,0,10000,0.0791666666666667
Contig24918,40000,50000,0.0338983050847458
Contig24945,0,10000,-0.00378787878787879
Contig24945,10000,20000,-0.00763358778625954
Contig24969,10000,12700,0.179039301310044
Contig25015,10000,20000,0.0384615384615385
Contig25029,30000,40000,0.1125
Contig25062,10000,20000,0.023121387283237
Contig25092,0,7241,0.021015761821366
Contig25106,20000,30000,0.0635294117647059
Contig25118,20000,25682,0.0739884393063584
Contig25131,20000,27560,0.149805447470817
Contig25164,10000,20000,0
Contig25187,10000,20000,0.0346232179226069
Contig25204,10000,20000,0
Contig25228,20000,27996,0
Contig25254,0,6217,0.185286103542234
Contig25299,10000,20000,0.0803571428571428
Contig25342,20000,22697,0
Contig25352,0,10000,0.101036269430052
Contig25354,0,10000,0
Contig25358,10000,20000,0
Contig25393,0,10000,0.345013477088949
Contig25395,10000,20000,0.0947136563876652
Contig25405,40000,44994,0.219879518072289
Contig25419,20000,24040,0.024
Contig25426,20000,30000,0.0176991150442478
Contig25452,30000,40000,0.0930232558139535
Contig25472,20000,27591,0
Contig25473,30000,40000,0.190895741556534
Contig25477,10000,20000,0.0764331210191083
Contig25558,30000,40000,0.0156657963446475
Contig25566,30000,39599,0.0384615384615385
Contig25680,0,1898,0.0769230769230769
Contig25684,10000,13627,0.00719424460431655
Contig25692,10000,20000,0
Contig25699,30000,40000,0
Contig25723,0,10000,0.0124223602484472
Contig25726,0,10000,0.0548523206751055
Contig25735,10000,17639,0.0100250626566416
Contig25743,0,10000,0.0585365853658537
Contig25747,0,10000,0
Contig25749,0,7567,0.00617283950617284
Contig25765,20000,30000,0.0406147091108672
Contig25811,0,10000,0.0294117647058824
Contig25815,30000,40000,0.0795454545454546
Contig25818,50000,56182,0.0833333333333333
Contig25833,0,10000,0
Contig25835,0,10000,0.116173120728929
Contig25896,0,10000,0.0246913580246914
Contig25936,20000,30000,0.0178571428571429
Contig25981,10000,20000,0
Contig25982,0,10000,0.00576368876080692
Contig25985,20000,26337,0.0350109409190372
Contig25989,0,10000,0.0362173038229376
Contig25997,10000,20000,0.0774907749077491
Contig26005,0,10000,0.0570071258907363
Contig26022,30000,40000,0.0615384615384615
Contig26022,50000,60000,0
Contig26028,30000,40000,0.0535714285714286
Contig26052,0,1147,0.0927152317880795
Contig26070,50000,60000,0.0581395348837209
Contig26082,10000,20000,0
Contig26095,0,9127,0.0352422907488987
Contig26103,10000,20000,0.0790190735694823
Contig26107,0,10000,0.00450450450450451
Contig26113,0,10000,0.0184135977337111
Contig26140,20000,30000,0.0384615384615385
Contig26147,0,10000,0.193548387096774
Contig26170,20000,21684,-0.00462962962962963
Contig26207,0,10000,0.0454545454545455
Contig26264,10000,20000,0.107876712328767
Contig26277,0,10000,0.00862068965517241
Contig26287,0,7034,0.128787878787879
Contig26301,40000,50000,0.089041095890411
Contig26307,30000,33220,0.0186915887850467
Contig26345,0,5914,0.0688405797101449
Contig26389,0,10000,0.0147058823529412
Contig26391,0,10000,0
Contig26391,10000,20000,0.0391459074733096
Contig26431,20000,30000,0.00313807531380753
Contig26458,0,10000,0
Contig26465,0,10000,0.0178041543026706
Contig26482,0,10000,0.0121546961325967
Contig26502,10000,20000,0.0145530145530146
Contig26516,0,10000,0.04
Contig26531,0,10000,0.0559006211180124
Contig26534,60000,70000,0
Contig26536,10000,18037,0.0696428571428571
Contig26603,10000,20000,0.0669371196754564
Contig26689,0,10000,0.037037037037037
Contig26697,0,10000,0.0444444444444444
Contig26729,0,3108,0.0467289719626168
Contig26731,0,10000,0.0984848484848485
Contig26754,0,3920,-0.00449438202247191
Contig26758,0,10000,0.016
Contig26766,0,10000,0.0327868852459016
Contig26798,0,10000,0.28785046728972
Contig26801,10000,20000,0
Contig26821,0,10000,0.0285714285714286
Contig26826,40000,50000,0
Contig26837,0,10000,0.0303030303030303
Contig26841,20000,30000,0.056980056980057
Contig26843,0,10000,0.0288600288600289
Contig26863,20000,30000,0.191709844559585
Contig26886,60000,70000,0
Contig26901,10000,20000,0.0454545454545455
Contig26949,0,10000,0.0454545454545455
Contig26962,0,10000,0.179566563467492
Contig26984,0,10000,0.027027027027027
Contig26985,10000,20000,0.0425531914893617
Contig26988,0,10000,0
Contig27008,0,10000,0.087378640776699
Contig27021,20000,29758,0.0895008605851979
Contig27041,0,4007,0.046189376443418
Contig27085,0,10000,0.0236559139784946
Contig27088,20000,30000,0.0647321428571429
Contig27104,10000,12896,0.166666666666667
Contig27106,0,10000,0
Contig27122,0,10000,0.0933333333333333
Contig27134,10000,20000,0
Contig27138,0,10000,0.0566037735849057
Contig27145,0,10000,-0.002
Contig27153,10000,20000,0.0699432892249527
Contig27156,40000,44834,0
Contig27187,20000,30000,0.0102249488752556
Contig27264,0,6027,0.0298507462686567
Contig27290,40000,44345,0.310679611650485
Contig27312,20000,25388,0
Contig27333,0,10000,0.00828729281767956
Contig27401,10000,15488,0.114035087719298
Contig27413,0,2951,0
Contig27433,40000,50000,0.24
Contig27462,0,10000,0.157841140529532
Contig27496,10000,20000,0.219879518072289
Contig27511,0,10000,0.0714285714285714
Contig27543,10000,17733,0.123655913978495
Contig27552,20000,30000,0.0476190476190476
Contig27601,0,10000,0.0664652567975831
Contig27602,0,10000,0.0830618892508143
Contig27681,10000,15558,0.0192307692307692
Contig27692,20000,30000,0.120218579234973
Contig27727,30000,40000,0.0714285714285714
Contig27733,0,10000,0.461100569259962
Contig27758,0,10000,0.0726495726495727
Contig27784,0,10000,0.0410958904109589
Contig27786,30000,35968,0.0384615384615385
Contig27831,20000,25313,0.0566037735849057
Contig27835,30000,40000,0.0377094972067039
Contig27836,0,10000,0.0483870967741935
Contig27860,10000,18336,0.106194690265487
Contig27879,10000,20000,0.0695825049701789
Contig27880,0,6027,0.0629370629370629
Contig27901,0,7616,0.352136752136752
Contig27944,10000,20000,0.0166666666666667
Contig28013,0,8696,0.23342175066313
Contig28023,0,5983,0.0759493670886076
Contig28032,0,3845,0.49079754601227
Contig28054,0,10000,0.0355731225296443
Contig28057,0,6190,0.0274841437632135
Contig28090,0,3959,0.16
Contig28168,0,10000,0.00418410041841004
Contig28237,10000,20000,0
Contig28304,0,1099,0
Contig28318,50000,60000,0
Contig28333,50000,56966,0
Contig28355,20000,26482,0.134939759036145
Contig28358,30000,40000,0.202586206896552
Contig28385,0,10000,0.0334128878281623
Contig28392,10000,20000,0.299879081015719
Contig28405,0,10000,0.0373692077727952
Contig28449,10000,20000,0.0625
Contig28452,20000,23375,0.0655737704918033
Contig28465,0,1996,0
Contig28514,10000,18888,0.0795454545454546
Contig28516,0,3126,0.09375
Contig28523,20000,30000,0.0271739130434783
Contig28540,20000,28933,0.0615079365079365
Contig28569,0,10000,0.266375545851528
Contig28572,0,10000,0.0470588235294118
Contig28574,0,5147,0.203208556149733
Contig28585,10000,16997,0.00671140939597315
Contig28608,0,10000,0.197590361445783
Contig28629,10000,20000,0.09375
Contig28641,0,10000,0
Contig28642,0,10000,0.0317460317460317
Contig28645,10000,20000,0
Contig28703,10000,20000,0
Contig28705,10000,20000,0.0384615384615385
Contig28758,0,3797,0.032967032967033
Contig28761,20000,24066,0.147058823529412
Contig28781,0,10000,-0.00401606425702811
Contig28788,10000,20000,0
Contig28788,20000,30000,0.0684931506849315
Contig28828,0,10000,0.0502793296089385
Contig28828,20000,30000,0.159090909090909
Contig28867,0,10000,0.130434782608696
Contig28887,10000,20000,0.205188679245283
Contig28893,0,1142,0.145374449339207
Contig28902,0,10000,0.428342674139311
Contig28937,0,10000,0
Contig28937,10000,20000,0.0472972972972973
Contig28951,20000,30000,0.086053412462908
Contig28951,30000,40000,0.00568990042674253
Contig28993,0,10000,0.0813953488372093
Contig29002,40000,50000,0.176724137931034
Contig29033,20000,30000,0.441704035874439
Contig29051,0,7685,-0.00260416666666667
Contig29076,20000,30000,0.155251141552511
Contig29092,10000,20000,0.11875
Contig29104,0,2785,0.0136054421768707
Contig29106,0,6590,0.0048661800486618
Contig29118,0,10000,0.0802139037433155
Contig29118,10000,20000,0.297619047619048
Contig29138,0,10000,0
Contig29153,20000,30000,0.00694444444444444
Contig29191,0,10000,0.0728929384965831
Contig29199,10000,20000,0.0352422907488987
Contig29237,20000,30000,0.0285714285714286
Contig29246,10000,20000,0.00319488817891374
Contig29249,0,10000,0.167630057803468
Contig29249,10000,20000,-0.00387596899224806
Contig29254,0,10000,0.025974025974026
Contig29275,0,10000,0.0597014925373134
Contig29276,0,10000,0
Contig29283,40000,42239,0.0282828282828283
Contig29300,10000,20000,0.0102669404517454
Contig29345,0,10000,0.0336787564766839
Contig29359,0,10000,0.0566037735849057
Contig29397,10000,20000,-0.00293255131964809
Contig29459,0,10000,-0.00778210116731518
Contig29531,0,10000,0.0062111801242236
Contig29571,0,10000,0.0301204819277108
Contig29641,0,6595,0.0906432748538012
Contig29647,0,6401,0.0662251655629139
Contig29651,0,10000,0.184615384615385
Contig29675,10000,15309,0.0116279069767442
Contig29704,0,10000,0.165016501650165
Contig29713,10000,12220,0.175757575757576
Contig29736,10000,20000,0
Contig29738,10000,20000,0.00400801603206413
Contig29807,10000,20000,0.051948051948052
Contig29812,0,8696,0
Contig29834,0,10000,0.156862745098039
Contig29857,10000,20000,0.080091533180778
Contig29876,0,10000,0
Contig29877,0,10000,0
Contig29877,10000,13812,0.0327868852459016
Contig29878,10000,17994,0.0795454545454546
Contig29931,20000,30000,0.0526315789473684
Contig29946,0,10000,0
Contig29994,0,2770,0
Contig30007,20000,30000,0
Contig30012,20000,30000,0.032258064516129
Contig30030,0,10000,0.0653266331658291
Contig30091,0,10000,0.09375
Contig30118,20000,21364,0.164520743919886
Contig30163,0,10000,-0.00304878048780488
Contig30171,0,10000,0.152439024390244
Contig30186,0,7506,0.0158730158730159
Contig30192,0,8476,0
Contig30210,0,4807,0.0453257790368272
Contig30249,10000,20000,0.0594059405940594
Contig30261,0,2393,0.0205338809034908
Contig30262,0,10000,0.037037037037037
Contig30265,0,10000,0
Contig30279,10000,20000,0
Contig30291,0,8786,0.0285714285714286
Contig30357,10000,20000,0.0412371134020619
Contig30370,0,5533,0.00631578947368421
Contig30384,0,10000,0.0319148936170213
Contig30384,20000,30000,0.034
Contig30392,30000,40000,0.0606060606060606
Contig30460,10000,20000,0.0833333333333333
Contig30490,0,4998,0.0555555555555556
Contig30491,50000,54077,0
Contig30507,10000,20000,0.0533333333333333
Contig30507,20000,30000,0.014018691588785
Contig30520,40000,49394,0.0412147505422993
Contig30554,30000,40000,0.180722891566265
Contig30563,0,10000,0.0120746432491767
Contig30580,20000,30000,0
Contig30588,0,10000,0.028169014084507
Contig30663,20000,30000,0.0338983050847458
Contig30769,0,4657,0.0081799591002045
Contig30776,10000,19996,0.0170940170940171
Contig30792,0,10000,0.202283849918434
Contig30819,0,10000,0.0681114551083591
Contig30845,30000,40000,0.0128205128205128
Contig30873,10000,12101,0.392405063291139
Contig30879,0,10000,0
Contig30980,0,10000,0.0491803278688525
Contig30980,10000,20000,0.00804289544235925
Contig30983,10000,20000,-0.00311203319502075
Contig30992,0,6536,0.0112359550561798
Contig30997,20000,29678,0
Contig31001,0,2016,0
Contig31026,20000,30000,0.0471014492753623
Contig31093,0,9713,0.0857142857142857
Contig31100,10000,11717,0.0789473684210526
Contig31104,0,10000,0.00719424460431655
Contig31106,40000,50000,0.027027027027027
Contig31113,0,3465,0.445269016697588
Contig31122,0,7481,0
Contig31124,0,8878,0.290018832391714
Contig31145,10000,20000,0.0416666666666667
Contig31148,10000,20000,0.037037037037037
Contig31156,20000,30000,0.0268595041322314
Contig31158,0,6774,0.00203252032520325
Contig31196,10000,20000,0
Contig31262,0,10000,0.0501193317422434
Contig31273,10000,20000,0.036036036036036
Contig31282,10000,19575,0.0615384615384615
Contig31291,10000,20000,0.0657894736842105
Contig31329,10000,20000,0
Contig31359,0,10000,0.0336134453781513
Contig31394,20000,30000,0
Contig31407,0,2413,0.0239520958083832
Contig31495,20000,30000,0.114035087719298
Contig31510,10000,20000,0.0419161676646707
Contig31515,20000,25724,0.0258215962441315
Contig31520,20000,30000,0.00404040404040404
Contig31527,0,10000,0.0392927308447937
Contig31551,10000,20000,0.0498442367601246
Contig31570,0,6285,0.138728323699422
Contig31645,0,10000,0.0909090909090909
Contig31685,0,10000,0
Contig31700,20000,30000,0.142011834319527
Contig31700,30000,40000,0.147058823529412
Contig31819,0,10000,0.0483091787439614
Contig31821,10000,18346,0.0795454545454546
Contig31822,0,10000,0
Contig31855,0,8399,0.0171171171171171
Contig31871,0,10000,0.0664556962025317
Contig31946,10000,16788,0.0185185185185185
Contig31971,0,10000,0
Contig31971,30000,40000,0
Contig31972,0,10000,0.0286624203821656
Contig31977,10000,20000,0.151351351351351
Contig31979,20000,30000,0
Contig31998,0,10000,0
Contig32006,10000,20000,0.00209643605870021
Contig32033,0,10000,0.0384615384615385
Contig32048,0,8004,0.0121065375302663
Contig32065,10000,12429,0.0796178343949045
Contig32151,0,10000,0
Contig32160,20000,23174,0.0149253731343284
Contig32198,0,10000,0.0393258426966292
Contig32218,10000,15046,0.0767386091127098
Contig32225,0,10000,0.254335260115607
Contig32237,0,1484,0
Contig32259,20000,26057,0.0506512301013025
Contig32279,10000,12033,0.0628019323671498
Contig32327,0,7602,0.00680272108843537
Contig32337,30000,40000,0.0444444444444444
Contig32341,10000,15071,0.0473372781065089
Contig32348,0,8242,0.0384615384615385
Contig32363,0,8390,0.100352112676056
Contig32369,0,10000,0.0395604395604396
Contig32371,0,6660,0.0566037735849057
Contig32395,0,6522,0
Contig32402,0,10000,0.058252427184466
Contig32428,10000,20000,0.0454545454545455
Contig32435,10000,20000,0.192825112107623
Contig32441,0,10000,0.229241877256318
Contig32474,0,3498,0.148936170212766
Contig32498,10000,20000,0.207452165156093
Contig32510,0,10000,0.00785340314136126
Contig32526,10000,20000,0.062015503875969
Contig32532,20000,28411,0
Contig32538,0,10000,0.0769230769230769
Contig32542,0,10000,0
Contig32566,0,10000,0.018348623853211
Contig32566,10000,20000,-0.00441501103752759
Contig32578,0,10000,0
Contig32620,10000,20000,0.0714285714285714
Contig32698,0,6488,0.0142857142857143
Contig32725,10000,20000,0.132437619961612
Contig32726,0,10000,0.0269749518304432
Contig32817,0,10000,-0.00282087447108604
Contig32821,10000,20000,0
Contig32850,10000,17965,0.0384615384615385
Contig32855,0,9318,0.0221606648199446
Contig32881,0,4032,0.00630252100840336
Contig32893,0,10000,0.458267716535433
Contig32910,10000,19377,0.00314465408805031
Contig32937,30000,36032,0.0236559139784946
Contig32950,0,6370,0.0384615384615385
Contig32961,10000,20000,0.0643863179074447
Contig32987,10000,13027,0.0413589364844904
Contig32998,0,8585,0.293577981651376
Contig33030,40000,45195,0.263456090651558
Contig33058,20000,30000,0
Contig33095,10000,17572,0.0571428571428571
Contig33153,40000,50000,0.0407523510971787
Contig33153,80000,81670,0
Contig33157,10000,19827,0.159420289855072
Contig33165,0,10000,0
Contig33176,0,7856,0
Contig33221,10000,20000,0.11913357400722
Contig33234,0,5937,0.0208333333333333
Contig33235,0,10000,0
Contig33284,0,10000,0.0558139534883721
Contig33294,30000,40000,0
Contig33340,10000,10930,0
Contig33343,0,8751,-0.00380228136882129
Contig33410,0,6874,0.0759493670886076
Contig33432,0,10000,0.368150684931507
Contig33432,10000,20000,-0.00467289719626168
Contig33438,0,10000,0.0892857142857143
Contig33445,0,10000,0.045662100456621
Contig33485,10000,18476,0.133333333333333
Contig33523,10000,16394,0.0082815734989648
Contig33548,40000,50000,0
Contig33555,10000,20000,0.166666666666667
Contig33620,0,10000,0.0714285714285714
Contig33637,0,6023,0.0172166427546628
Contig33644,20000,30000,0
Contig33650,20000,30000,0.18848167539267
Contig33745,0,10000,0
Contig33761,0,6123,-0.0021505376344086
Contig33775,10000,20000,0.0147058823529412
Contig33816,0,10000,0.00852878464818763
Contig33927,0,3889,0.0566037735849057
Contig33956,0,10000,0.0480769230769231
Contig33964,0,10000,0
Contig33970,10000,20000,0.00352112676056338
Contig34003,20000,26309,0.0183908045977011
Contig34055,0,10000,0.0173410404624277
Contig34057,0,10000,0.232067510548523
Contig34065,20000,30000,0.0277777777777778
Contig34082,0,10000,0
Contig34084,0,4242,0.125730994152047
Contig34091,0,10000,0.0811965811965812
Contig34102,20000,30000,0.207165109034268
Contig34109,10000,20000,0.0795454545454546
Contig34110,20000,28999,0
Contig34183,0,10000,0
Contig34267,0,1058,0.0375
Contig34272,10000,12454,0.0359281437125748
Contig34290,30000,40000,0.0136363636363636
Contig34294,0,10000,0.0147058823529412
Contig34298,20000,30000,0.371428571428571
Contig34313,0,9520,0.0392156862745098
Contig34365,0,10000,0.103189493433396
Contig34428,0,5515,0.00402144772117962
Contig34452,10000,16969,0.0492307692307692
Contig34461,0,10000,0.0050125313283208
Contig34464,0,10000,0.0196078431372549
Contig34570,20000,23894,0.0769230769230769
Contig34583,0,10000,0.0655737704918033
Contig34592,0,10000,0
Contig34604,0,10000,0.404074702886248
Contig34608,0,6493,0.0747663551401869
Contig34610,20000,29625,0.0989583333333333
Contig34632,0,10000,-0.00295420974889217
Contig34687,0,10000,0
Contig34689,10000,20000,0.0192307692307692
Contig34703,10000,20000,0
Contig34727,0,3967,0.197463768115942
Contig34755,10000,20000,0.12280701754386
Contig34755,20000,26659,0
Contig34774,0,10000,0.01
Contig34801,0,10000,0.016597510373444
Contig34801,20000,30000,0.0056657223796034
Contig34824,20000,28682,0.0672043010752688
Contig34842,10000,16911,0.0612244897959184
Contig34852,0,5332,0.350906095551895
Contig34886,10000,20000,-0.0029940119760479
Contig34947,0,6083,0.00606060606060606
Contig34949,0,10000,-0.00340136054421769
Contig34958,0,10000,0.0983606557377049
Contig34981,20000,26581,0.335958005249344
Contig34988,10000,20000,0
Contig35039,0,10000,0.0617529880478088
Contig35050,0,10000,0.0721649484536082
Contig35105,0,3077,0.0703125
Contig35152,30000,40000,0.0515463917525773
Contig35168,0,10000,0.0563380281690141
Contig35200,0,2332,0.0730223123732252
Contig35205,10000,20000,0.227360308285164
Contig35323,10000,20000,0.0687679083094556
Contig35323,30000,35342,0
Contig35330,0,7536,0.110169491525424
Contig35361,0,10000,0.0391459074733096
Contig35367,0,9502,0.09375
Contig35385,0,3460,0.445190156599553
Contig35423,0,10000,0.123595505617978
Contig35459,10000,20000,0.00407331975560082
Contig35481,0,10000,0.0238095238095238
Contig35523,10000,20000,0
Contig35524,0,10000,0.0419753086419753
Contig35529,0,4894,0.0811078140454995
Contig35536,0,10000,0.0227272727272727
Contig35542,20000,30000,0.0206378986866792
Contig35546,0,3556,0.103926096997691
Contig35606,0,10000,0.0285714285714286
Contig35656,20000,30000,0
Contig35680,0,5488,0.031496062992126
Contig35714,0,4708,0
