contig_gene,start_gene_2kb,end_gene_2kb,notes_gene,pval.treatment,adj.pval.pop,ID,Parent,Name,Alias,AED,eAED,Note,Ontology_term,Dbxref
Contig19512,1,23129,"ID=OLUR_00009397;Name=OLUR_00009397;Alias=maker-Contig19512-snap-gene-0.7;Note=Similar to ALMS1: Alstrom syndrome protein 1 (Homo sapiens OX%3D9606);Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;",7.663477520071514e-4,0.0065574193534949496,ID=OLUR_00009397;,NA,Name=OLUR_00009397;,Alias=maker-Contig19512-snap-gene-0.7;,NA,NA,Note=Similar to ALMS1: Alstrom syndrome protein 1 (Homo sapiens OX%3D9606);,NA,"Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;"
Contig195594,1,4542,"ID=OLUR_00028354;Name=OLUR_00028354;Alias=snap_masked-Contig195594-processed-gene-0.0;Note=Similar to SMYD4: SET and MYND domain-containing protein 4 (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:1.25.40.10,Gene3D:G3DSA:2.170.270.10,Gene3D:G3DSA:3.30.60.180,Gene3D:G3DSA:3.30.70.3410,InterPro:IPR001214,InterPro:IPR002893,InterPro:IPR011031,InterPro:IPR011990,InterPro:IPR036280,Pfam:PF00856,ProSitePatterns:PS01360,ProSiteProfiles:PS50280,ProSiteProfiles:PS50865,ProSiteProfiles:PS51008,SMART:SM00317,SUPERFAMILY:SSF144232,SUPERFAMILY:SSF48452,SUPERFAMILY:SSF48695,SUPERFAMILY:SSF82199;Ontology_term=GO:0005515;",0.00376339583815606,0.02283586940533627,ID=OLUR_00028354;,NA,Name=OLUR_00028354;,Alias=snap_masked-Contig195594-processed-gene-0.0;,NA,NA,Note=Similar to SMYD4: SET and MYND domain-containing protein 4 (Homo sapiens OX%3D9606);,Ontology_term=GO:0005515;,"Dbxref=Gene3D:G3DSA:1.25.40.10,Gene3D:G3DSA:2.170.270.10,Gene3D:G3DSA:3.30.60.180,Gene3D:G3DSA:3.30.70.3410,InterPro:IPR001214,InterPro:IPR002893,InterPro:IPR011031,InterPro:IPR011990,InterPro:IPR036280,Pfam:PF00856,ProSitePatterns:PS01360,ProSiteProfiles:PS50280,ProSiteProfiles:PS50865,ProSiteProfiles:PS51008,SMART:SM00317,SUPERFAMILY:SSF144232,SUPERFAMILY:SSF48452,SUPERFAMILY:SSF48695,SUPERFAMILY:SSF82199;"
Contig19783,1,9638,"ID=OLUR_00008581;Name=OLUR_00008581;Alias=maker-Contig19783-snap-gene-0.7;Note=Similar to Fat3: Protocadherin Fat 3 (Mus musculus OX%3D10090);Dbxref=CDD:cd11304,Gene3D:G3DSA:2.60.40.60,InterPro:IPR002126,InterPro:IPR015919,InterPro:IPR020894,PRINTS:PR00205,Pfam:PF00028,ProSitePatterns:PS00232,ProSiteProfiles:PS50268,SMART:SM00112,SUPERFAMILY:SSF49313;Ontology_term=GO:0005509,GO:0005886,GO:0007155,GO:0007156,GO:0016020;",1.9169771392559535e-4,0.002092145362802548,ID=OLUR_00008581;,NA,Name=OLUR_00008581;,Alias=maker-Contig19783-snap-gene-0.7;,NA,NA,Note=Similar to Fat3: Protocadherin Fat 3 (Mus musculus OX%3D10090);,"Ontology_term=GO:0005509,GO:0005886,GO:0007155,GO:0007156,GO:0016020;","Dbxref=CDD:cd11304,Gene3D:G3DSA:2.60.40.60,InterPro:IPR002126,InterPro:IPR015919,InterPro:IPR020894,PRINTS:PR00205,Pfam:PF00028,ProSitePatterns:PS00232,ProSiteProfiles:PS50268,SMART:SM00112,SUPERFAMILY:SSF49313;"
Contig19785,17453,29541,"ID=OLUR_00006320;Name=OLUR_00006320;Alias=maker-Contig19785-snap-gene-0.3;Note=Similar to FAT1: Protocadherin Fat 1 (Homo sapiens OX%3D9606);Dbxref=CDD:cd11304,Gene3D:G3DSA:2.60.40.60,InterPro:IPR002126,InterPro:IPR015919,InterPro:IPR020894,PRINTS:PR00205,Pfam:PF00028,ProSitePatterns:PS00232,ProSiteProfiles:PS50268,SMART:SM00112,SUPERFAMILY:SSF49313;Ontology_term=GO:0005509,GO:0005886,GO:0007155,GO:0007156,GO:0016020;",1.3217456396330048e-8,4.0010916561539065e-7,ID=OLUR_00006320;,NA,Name=OLUR_00006320;,Alias=maker-Contig19785-snap-gene-0.3;,NA,NA,Note=Similar to FAT1: Protocadherin Fat 1 (Homo sapiens OX%3D9606);,"Ontology_term=GO:0005509,GO:0005886,GO:0007155,GO:0007156,GO:0016020;","Dbxref=CDD:cd11304,Gene3D:G3DSA:2.60.40.60,InterPro:IPR002126,InterPro:IPR015919,InterPro:IPR020894,PRINTS:PR00205,Pfam:PF00028,ProSitePatterns:PS00232,ProSiteProfiles:PS50268,SMART:SM00112,SUPERFAMILY:SSF49313;"
Contig19787,1,4087,"ID=OLUR_00028961;Name=OLUR_00028961;Alias=maker-Contig19787-snap-gene-0.1;Note=Similar to Fat3: Protocadherin Fat 3 (Rattus norvegicus OX%3D10116);Dbxref=CDD:cd11304,Gene3D:G3DSA:2.60.40.60,InterPro:IPR002126,InterPro:IPR015919,InterPro:IPR020894,PRINTS:PR00205,Pfam:PF00028,ProSitePatterns:PS00232,ProSiteProfiles:PS50268,SMART:SM00112,SUPERFAMILY:SSF49313;Ontology_term=GO:0005509,GO:0005886,GO:0007155,GO:0007156,GO:0016020;",2.179286804188788e-5,3.0131356187827236e-4,ID=OLUR_00028961;,NA,Name=OLUR_00028961;,Alias=maker-Contig19787-snap-gene-0.1;,NA,NA,Note=Similar to Fat3: Protocadherin Fat 3 (Rattus norvegicus OX%3D10116);,"Ontology_term=GO:0005509,GO:0005886,GO:0007155,GO:0007156,GO:0016020;","Dbxref=CDD:cd11304,Gene3D:G3DSA:2.60.40.60,InterPro:IPR002126,InterPro:IPR015919,InterPro:IPR020894,PRINTS:PR00205,Pfam:PF00028,ProSitePatterns:PS00232,ProSiteProfiles:PS50268,SMART:SM00112,SUPERFAMILY:SSF49313;"
Contig19797,6879,25490,ID=OLUR_00004485;Name=OLUR_00004485;Alias=maker-Contig19797-snap-gene-0.7;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,0.007421308653376899,0.03772465226254312,ID=OLUR_00004485;,NA,Name=OLUR_00004485;,Alias=maker-Contig19797-snap-gene-0.7;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig19797,17831,25826,"ID=OLUR_00004486;Name=OLUR_00004486;Alias=maker-Contig19797-snap-gene-0.5;Note=Similar to Tnpo1: Transportin-1 (Mus musculus OX%3D10090);Dbxref=Gene3D:G3DSA:1.25.10.10,InterPro:IPR001494,InterPro:IPR011989,Pfam:PF03810;Ontology_term=GO:0006886,GO:0008536;",0.004800891082053252,0.027561645332250317,ID=OLUR_00004486;,NA,Name=OLUR_00004486;,Alias=maker-Contig19797-snap-gene-0.5;,NA,NA,Note=Similar to Tnpo1: Transportin-1 (Mus musculus OX%3D10090);,"Ontology_term=GO:0006886,GO:0008536;","Dbxref=Gene3D:G3DSA:1.25.10.10,InterPro:IPR001494,InterPro:IPR011989,Pfam:PF03810;"
Contig20,38209,47890,ID=OLUR_00001323;Name=OLUR_00001323;Alias=maker-Contig20-snap-gene-0.6;Note=Protein of unknown function;,2.6404782246362965e-4,0.002772649155813804,ID=OLUR_00001323;,NA,Name=OLUR_00001323;,Alias=maker-Contig20-snap-gene-0.6;,NA,NA,Note=Protein of unknown function;,NA,NA
Contig20055,1535,20843,"ID=OLUR_00010821;Name=OLUR_00010821;Alias=maker-Contig20055-snap-gene-0.3;Note=Similar to Ipo9: Importin-9 (Mus musculus OX%3D10090);Dbxref=Gene3D:G3DSA:1.25.10.10,InterPro:IPR011989,InterPro:IPR013598,InterPro:IPR016024,Pfam:PF08389,SUPERFAMILY:SSF48371;",3.4059290164142517e-4,0.0032671625290211785,ID=OLUR_00010821;,NA,Name=OLUR_00010821;,Alias=maker-Contig20055-snap-gene-0.3;,NA,NA,Note=Similar to Ipo9: Importin-9 (Mus musculus OX%3D10090);,NA,"Dbxref=Gene3D:G3DSA:1.25.10.10,InterPro:IPR011989,InterPro:IPR013598,InterPro:IPR016024,Pfam:PF08389,SUPERFAMILY:SSF48371;"
Contig20179,1,4175,"ID=OLUR_00006895;Name=OLUR_00006895;Alias=snap_masked-Contig20179-processed-gene-0.0;Note=Similar to Polyubiquitin (Geodia cydonium OX%3D6047);Dbxref=CDD:cd01769,Gene3D:G3DSA:3.10.20.90,InterPro:IPR000626,InterPro:IPR029071,Pfam:PF00240,ProSiteProfiles:PS50053,SMART:SM00213,SUPERFAMILY:SSF54236;Ontology_term=GO:0005515;",0.0031355270930348215,0.01979675441832732,ID=OLUR_00006895;,NA,Name=OLUR_00006895;,Alias=snap_masked-Contig20179-processed-gene-0.0;,NA,NA,Note=Similar to Polyubiquitin (Geodia cydonium OX%3D6047);,Ontology_term=GO:0005515;,"Dbxref=CDD:cd01769,Gene3D:G3DSA:3.10.20.90,InterPro:IPR000626,InterPro:IPR029071,Pfam:PF00240,ProSiteProfiles:PS50053,SMART:SM00213,SUPERFAMILY:SSF54236;"
Contig20569,25098,35436,"ID=OLUR_00004392;Name=OLUR_00004392;Alias=maker-Contig20569-snap-gene-0.4;Note=Similar to dlgap1: Disks large-associated protein 1 (Danio rerio OX%3D7955);Dbxref=Coils:Coil,InterPro:IPR005026,MobiDBLite:mobidb-lite,Pfam:PF03359;Ontology_term=GO:0023052;",1.2972622557643057e-9,4.722986270551938e-8,ID=OLUR_00004392;,NA,Name=OLUR_00004392;,Alias=maker-Contig20569-snap-gene-0.4;,NA,NA,Note=Similar to dlgap1: Disks large-associated protein 1 (Danio rerio OX%3D7955);,Ontology_term=GO:0023052;,"Dbxref=Coils:Coil,InterPro:IPR005026,MobiDBLite:mobidb-lite,Pfam:PF03359;"
Contig20570,248,25683,ID=OLUR_00006674;Name=OLUR_00006674;Alias=maker-Contig20570-snap-gene-0.3;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,1.3504553681485895e-4,0.001546341092162371,ID=OLUR_00006674;,NA,Name=OLUR_00006674;,Alias=maker-Contig20570-snap-gene-0.3;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig20838,37990,48963,ID=OLUR_00001945;Name=OLUR_00001945;Alias=maker-Contig20838-snap-gene-0.5;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,1.0701304399001062e-4,0.0012566369841890475,ID=OLUR_00001945;,NA,Name=OLUR_00001945;,Alias=maker-Contig20838-snap-gene-0.5;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig20842,13679,21098,"ID=OLUR_00010644;Name=OLUR_00010644;Alias=maker-Contig20842-snap-gene-0.3;Note=Similar to PHLDB2: Pleckstrin homology-like domain family B member 2 (Homo sapiens OX%3D9606);Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;",0.0024449979518047157,0.016167677550170106,ID=OLUR_00010644;,NA,Name=OLUR_00010644;,Alias=maker-Contig20842-snap-gene-0.3;,NA,NA,Note=Similar to PHLDB2: Pleckstrin homology-like domain family B member 2 (Homo sapiens OX%3D9606);,NA,"Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;"
Contig20842,1,16705,ID=OLUR_00010643;Name=OLUR_00010643;Alias=snap_masked-Contig20842-processed-gene-0.1;Note=Protein of unknown function;,0.0024449979518047157,0.016167677550170106,ID=OLUR_00010643;,NA,Name=OLUR_00010643;,Alias=snap_masked-Contig20842-processed-gene-0.1;,NA,NA,Note=Protein of unknown function;,NA,NA
Contig20905,15608,45768,"ID=OLUR_00001027;Name=OLUR_00001027;Alias=maker-Contig20905-snap-gene-0.9;Note=Similar to DCLK1: Serine/threonine-protein kinase DCLK1 (Homo sapiens OX%3D9606);Dbxref=CDD:cd01617,Gene3D:G3DSA:3.10.20.230,InterPro:IPR003533,InterPro:IPR036572,Pfam:PF03607,ProSiteProfiles:PS50309,SMART:SM00537,SUPERFAMILY:SSF89837;Ontology_term=GO:0035556;",9.592978630133422e-4,0.00782204237629861,ID=OLUR_00001027;,NA,Name=OLUR_00001027;,Alias=maker-Contig20905-snap-gene-0.9;,NA,NA,Note=Similar to DCLK1: Serine/threonine-protein kinase DCLK1 (Homo sapiens OX%3D9606);,Ontology_term=GO:0035556;,"Dbxref=CDD:cd01617,Gene3D:G3DSA:3.10.20.230,InterPro:IPR003533,InterPro:IPR036572,Pfam:PF03607,ProSiteProfiles:PS50309,SMART:SM00537,SUPERFAMILY:SSF89837;"
Contig20994,4109,33159,"ID=OLUR_00001895;Name=OLUR_00001895;Alias=snap_masked-Contig20994-processed-gene-0.0;Note=Protein of unknown function;Dbxref=CDD:cd16021,Gene3D:G3DSA:3.40.720.10,InterPro:IPR004245,InterPro:IPR017849,InterPro:IPR017850,Pfam:PF02995,SUPERFAMILY:SSF53649;Ontology_term=GO:0003824;",8.456487435683646e-7,1.781909458654278e-5,ID=OLUR_00001895;,NA,Name=OLUR_00001895;,Alias=snap_masked-Contig20994-processed-gene-0.0;,NA,NA,Note=Protein of unknown function;,Ontology_term=GO:0003824;,"Dbxref=CDD:cd16021,Gene3D:G3DSA:3.40.720.10,InterPro:IPR004245,InterPro:IPR017849,InterPro:IPR017850,Pfam:PF02995,SUPERFAMILY:SSF53649;"
Contig20994,14874,49435,"ID=OLUR_00001896;Name=OLUR_00001896;Alias=maker-Contig20994-snap-gene-0.4;Note=Similar to CEP295: Centrosomal protein of 295 kDa (Homo sapiens OX%3D9606);Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;",6.180670356474583e-4,0.005456112178976042,ID=OLUR_00001896;,NA,Name=OLUR_00001896;,Alias=maker-Contig20994-snap-gene-0.4;,NA,NA,Note=Similar to CEP295: Centrosomal protein of 295 kDa (Homo sapiens OX%3D9606);,NA,"Dbxref=Coils:Coil,MobiDBLite:mobidb-lite;"
Contig21274,1,26395,"ID=OLUR_00000163;Name=OLUR_00000163;Alias=snap_masked-Contig21274-processed-gene-0.0;Note=Similar to Ncapd2: Condensin complex subunit 1 (Mus musculus OX%3D10090);Dbxref=Coils:Coil,InterPro:IPR016024,MobiDBLite:mobidb-lite,SUPERFAMILY:SSF48371;",9.331671445955635e-12,4.747469989148277e-10,ID=OLUR_00000163;,NA,Name=OLUR_00000163;,Alias=snap_masked-Contig21274-processed-gene-0.0;,NA,NA,Note=Similar to Ncapd2: Condensin complex subunit 1 (Mus musculus OX%3D10090);,NA,"Dbxref=Coils:Coil,InterPro:IPR016024,MobiDBLite:mobidb-lite,SUPERFAMILY:SSF48371;"
Contig21345,1,8595,"ID=OLUR_00021266;Name=OLUR_00021266;Alias=maker-Contig21345-snap-gene-0.2;Note=Similar to Epha2: Ephrin type-A receptor 2 (Mus musculus OX%3D10090);Dbxref=Gene3D:G3DSA:1.10.510.10,InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR011009,Pfam:PF07714,ProSiteProfiles:PS50011,SUPERFAMILY:SSF56112;Ontology_term=GO:0004672,GO:0005524,GO:0006468;",2.942359153050368e-4,0.0029500239908228014,ID=OLUR_00021266;,NA,Name=OLUR_00021266;,Alias=maker-Contig21345-snap-gene-0.2;,NA,NA,Note=Similar to Epha2: Ephrin type-A receptor 2 (Mus musculus OX%3D10090);,"Ontology_term=GO:0004672,GO:0005524,GO:0006468;","Dbxref=Gene3D:G3DSA:1.10.510.10,InterPro:IPR000719,InterPro:IPR001245,InterPro:IPR011009,Pfam:PF07714,ProSiteProfiles:PS50011,SUPERFAMILY:SSF56112;"
Contig21716,8976,27444,"ID=OLUR_00002162;Name=OLUR_00002162;Alias=snap_masked-Contig21716-processed-gene-0.4;Note=Similar to PRSS12: Neurotrypsin (Gorilla gorilla gorilla OX%3D9595);Dbxref=Coils:Coil,Gene3D:G3DSA:3.10.250.10,InterPro:IPR001190,InterPro:IPR017448,InterPro:IPR019321,InterPro:IPR036772,PRINTS:PR00258,Pfam:PF00530,Pfam:PF10168,ProSiteProfiles:PS50287,SMART:SM00202,SUPERFAMILY:SSF56487;Ontology_term=GO:0005044,GO:0016020;",2.945920607897017e-6,5.3626560564024945e-5,ID=OLUR_00002162;,NA,Name=OLUR_00002162;,Alias=snap_masked-Contig21716-processed-gene-0.4;,NA,NA,Note=Similar to PRSS12: Neurotrypsin (Gorilla gorilla gorilla OX%3D9595);,"Ontology_term=GO:0005044,GO:0016020;","Dbxref=Coils:Coil,Gene3D:G3DSA:3.10.250.10,InterPro:IPR001190,InterPro:IPR017448,InterPro:IPR019321,InterPro:IPR036772,PRINTS:PR00258,Pfam:PF00530,Pfam:PF10168,ProSiteProfiles:PS50287,SMART:SM00202,SUPERFAMILY:SSF56487;"
Contig21816,14451,42300,ID=OLUR_00000420;Name=OLUR_00000420;Alias=maker-Contig21816-snap-gene-0.13;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,2.178016626552251e-6,4.195629781424811e-5,ID=OLUR_00000420;,NA,Name=OLUR_00000420;,Alias=maker-Contig21816-snap-gene-0.13;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig21816,1941,38734,"ID=OLUR_00000419;Name=OLUR_00000419;Alias=maker-Contig21816-snap-gene-0.14;Note=Similar to SYNRG: Synergin gamma (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:1.10.238.10,InterPro:IPR000261,InterPro:IPR011992,MobiDBLite:mobidb-lite,ProSiteProfiles:PS50031,SMART:SM00027,SUPERFAMILY:SSF47473;Ontology_term=GO:0005515;",2.178016626552251e-6,4.195629781424811e-5,ID=OLUR_00000419;,NA,Name=OLUR_00000419;,Alias=maker-Contig21816-snap-gene-0.14;,NA,NA,Note=Similar to SYNRG: Synergin gamma (Homo sapiens OX%3D9606);,Ontology_term=GO:0005515;,"Dbxref=Gene3D:G3DSA:1.10.238.10,InterPro:IPR000261,InterPro:IPR011992,MobiDBLite:mobidb-lite,ProSiteProfiles:PS50031,SMART:SM00027,SUPERFAMILY:SSF47473;"
Contig21846,1,12266,"ID=OLUR_00012931;Name=OLUR_00012931;Alias=maker-Contig21846-snap-gene-0.2;Note=Similar to Mylk: Myosin light chain kinase%2C smooth muscle (Gallus gallus OX%3D9031);Dbxref=CDD:cd00063,Gene3D:G3DSA:2.60.40.10,InterPro:IPR003961,InterPro:IPR013783,InterPro:IPR036116,MobiDBLite:mobidb-lite,PRINTS:PR00014,Pfam:PF00041,ProSiteProfiles:PS50853,SMART:SM00060,SUPERFAMILY:SSF49265;Ontology_term=GO:0005515;",4.0073391566991146e-5,5.251869990006157e-4,ID=OLUR_00012931;,NA,Name=OLUR_00012931;,Alias=maker-Contig21846-snap-gene-0.2;,NA,NA,Note=Similar to Mylk: Myosin light chain kinase%2C smooth muscle (Gallus gallus OX%3D9031);,Ontology_term=GO:0005515;,"Dbxref=CDD:cd00063,Gene3D:G3DSA:2.60.40.10,InterPro:IPR003961,InterPro:IPR013783,InterPro:IPR036116,MobiDBLite:mobidb-lite,PRINTS:PR00014,Pfam:PF00041,ProSiteProfiles:PS50853,SMART:SM00060,SUPERFAMILY:SSF49265;"
Contig21927,1,19002,"ID=OLUR_00006164;Name=OLUR_00006164;Alias=maker-Contig21927-snap-gene-0.3;Note=Similar to PRPF40A: Pre-mRNA-processing factor 40 homolog A (Homo sapiens OX%3D9606);Dbxref=Coils:Coil,Gene3D:G3DSA:1.10.10.440,InterPro:IPR002713,InterPro:IPR036517,MobiDBLite:mobidb-lite,Pfam:PF01846,ProSiteProfiles:PS51676,SMART:SM00441,SUPERFAMILY:SSF81698;",4.0409476227553524e-7,8.965674260887434e-6,ID=OLUR_00006164;,NA,Name=OLUR_00006164;,Alias=maker-Contig21927-snap-gene-0.3;,NA,NA,Note=Similar to PRPF40A: Pre-mRNA-processing factor 40 homolog A (Homo sapiens OX%3D9606);,NA,"Dbxref=Coils:Coil,Gene3D:G3DSA:1.10.10.440,InterPro:IPR002713,InterPro:IPR036517,MobiDBLite:mobidb-lite,Pfam:PF01846,ProSiteProfiles:PS51676,SMART:SM00441,SUPERFAMILY:SSF81698;"
Contig22092,2223,8076,"ID=OLUR_00023601;Name=OLUR_00023601;Alias=maker-Contig22092-snap-gene-0.2;Note=Similar to ZNF836: Zinc finger protein 836 (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,Pfam:PF00096,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;Ontology_term=GO:0003676;",0.0010406595925448283,0.008362078933022122,ID=OLUR_00023601;,NA,Name=OLUR_00023601;,Alias=maker-Contig22092-snap-gene-0.2;,NA,NA,Note=Similar to ZNF836: Zinc finger protein 836 (Homo sapiens OX%3D9606);,Ontology_term=GO:0003676;,"Dbxref=Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,Pfam:PF00096,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;"
Contig22383,1,34980,"ID=OLUR_00004512;Name=OLUR_00004512;Alias=maker-Contig22383-snap-gene-0.5;Note=Similar to WDR59: GATOR complex protein WDR59 (Gallus gallus OX%3D9031);Dbxref=Gene3D:G3DSA:2.130.10.10,InterPro:IPR001680,InterPro:IPR006575,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR036322,MobiDBLite:mobidb-lite,Pfam:PF00400,ProSitePatterns:PS00678,ProSiteProfiles:PS50082,ProSiteProfiles:PS50294,ProSiteProfiles:PS50908,SMART:SM00320,SUPERFAMILY:SSF50978;Ontology_term=GO:0005515;",9.217639412376913e-4,0.007636407800620697,ID=OLUR_00004512;,NA,Name=OLUR_00004512;,Alias=maker-Contig22383-snap-gene-0.5;,NA,NA,Note=Similar to WDR59: GATOR complex protein WDR59 (Gallus gallus OX%3D9031);,Ontology_term=GO:0005515;,"Dbxref=Gene3D:G3DSA:2.130.10.10,InterPro:IPR001680,InterPro:IPR006575,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR036322,MobiDBLite:mobidb-lite,Pfam:PF00400,ProSitePatterns:PS00678,ProSiteProfiles:PS50082,ProSiteProfiles:PS50294,ProSiteProfiles:PS50908,SMART:SM00320,SUPERFAMILY:SSF50978;"
Contig22489,1,13993,"ID=OLUR_00013293;Name=OLUR_00013293;Alias=maker-Contig22489-snap-gene-0.5;Note=Similar to Glis3: Zinc finger protein GLIS3 (Mus musculus OX%3D10090);Dbxref=Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,Pfam:PF00096,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;Ontology_term=GO:0003676;",8.938477050933958e-19,1.1238049246904234e-16,ID=OLUR_00013293;,NA,Name=OLUR_00013293;,Alias=maker-Contig22489-snap-gene-0.5;,NA,NA,Note=Similar to Glis3: Zinc finger protein GLIS3 (Mus musculus OX%3D10090);,Ontology_term=GO:0003676;,"Dbxref=Gene3D:G3DSA:3.30.160.60,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,Pfam:PF00096,ProSitePatterns:PS00028,ProSiteProfiles:PS50157,SMART:SM00355,SUPERFAMILY:SSF57667;"
Contig22543,2494,11675,"ID=OLUR_00019058;Name=OLUR_00019058;Alias=maker-Contig22543-snap-gene-0.4;Note=Similar to ADGRL3: Adhesion G protein-coupled receptor L3 (Homo sapiens OX%3D9606);Dbxref=CDD:cd15440,Gene3D:G3DSA:1.20.1070.10,InterPro:IPR000832,InterPro:IPR017981,InterPro:IPR017983,MobiDBLite:mobidb-lite,PRINTS:PR00249,Pfam:PF00002,ProSitePatterns:PS00650,ProSiteProfiles:PS50261;Ontology_term=GO:0004888,GO:0004930,GO:0007166,GO:0007186,GO:0016021;",0.0062220356572432155,0.03355486716040887,ID=OLUR_00019058;,NA,Name=OLUR_00019058;,Alias=maker-Contig22543-snap-gene-0.4;,NA,NA,Note=Similar to ADGRL3: Adhesion G protein-coupled receptor L3 (Homo sapiens OX%3D9606);,"Ontology_term=GO:0004888,GO:0004930,GO:0007166,GO:0007186,GO:0016021;","Dbxref=CDD:cd15440,Gene3D:G3DSA:1.20.1070.10,InterPro:IPR000832,InterPro:IPR017981,InterPro:IPR017983,MobiDBLite:mobidb-lite,PRINTS:PR00249,Pfam:PF00002,ProSitePatterns:PS00650,ProSiteProfiles:PS50261;"
Contig22721,19520,24649,"ID=OLUR_00008551;Name=OLUR_00008551;Alias=maker-Contig22721-snap-gene-0.3;Note=Protein of unknown function;Dbxref=Gene3D:G3DSA:4.10.400.10,InterPro:IPR002172,Pfam:PF00057,ProSiteProfiles:PS50068,SMART:SM00192;Ontology_term=GO:0005515;",0.009959464730370404,0.04715680274919796,ID=OLUR_00008551;,NA,Name=OLUR_00008551;,Alias=maker-Contig22721-snap-gene-0.3;,NA,NA,Note=Protein of unknown function;,Ontology_term=GO:0005515;,"Dbxref=Gene3D:G3DSA:4.10.400.10,InterPro:IPR002172,Pfam:PF00057,ProSiteProfiles:PS50068,SMART:SM00192;"
Contig22778,14623,31558,"ID=OLUR_00005059;Name=OLUR_00005059;Alias=maker-Contig22778-snap-gene-0.5;Note=Similar to zag-1: Zinc finger E-box-binding homeobox protein zag-1 (Caenorhabditis elegans OX%3D6239);Dbxref=CDD:cd00086,Gene3D:G3DSA:1.10.10.60,Gene3D:G3DSA:3.30.160.60,InterPro:IPR001356,InterPro:IPR009057,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,Pfam:PF00046,Pfam:PF00096,ProSitePatterns:PS00028,ProSiteProfiles:PS50071,ProSiteProfiles:PS50157,SMART:SM00355,SMART:SM00389,SUPERFAMILY:SSF46689,SUPERFAMILY:SSF57667;Ontology_term=GO:0003676,GO:0003677;",0.0012733260925391781,0.009694680967148206,ID=OLUR_00005059;,NA,Name=OLUR_00005059;,Alias=maker-Contig22778-snap-gene-0.5;,NA,NA,Note=Similar to zag-1: Zinc finger E-box-binding homeobox protein zag-1 (Caenorhabditis elegans OX%3D6239);,"Ontology_term=GO:0003676,GO:0003677;","Dbxref=CDD:cd00086,Gene3D:G3DSA:1.10.10.60,Gene3D:G3DSA:3.30.160.60,InterPro:IPR001356,InterPro:IPR009057,InterPro:IPR013087,InterPro:IPR036236,MobiDBLite:mobidb-lite,Pfam:PF00046,Pfam:PF00096,ProSitePatterns:PS00028,ProSiteProfiles:PS50071,ProSiteProfiles:PS50157,SMART:SM00355,SMART:SM00389,SUPERFAMILY:SSF46689,SUPERFAMILY:SSF57667;"
Contig22790,16834,29195,ID=OLUR_00002797;Name=OLUR_00002797;Alias=maker-Contig22790-snap-gene-0.12;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,0.007444174857043948,0.037739164954030055,ID=OLUR_00002797;,NA,Name=OLUR_00002797;,Alias=maker-Contig22790-snap-gene-0.12;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
Contig22790,15663,24282,ID=OLUR_00002796;Name=OLUR_00002796;Alias=snap_masked-Contig22790-processed-gene-0.4;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;,0.007444174857043948,0.037739164954030055,ID=OLUR_00002796;,NA,Name=OLUR_00002796;,Alias=snap_masked-Contig22790-processed-gene-0.4;,NA,NA,Note=Protein of unknown function;,NA,Dbxref=MobiDBLite:mobidb-lite;
